SampleID,sampleType,MouseID,MouseSex,Diet,Date,Time,Vendor,ExperimentID,ExperimentDay,StoolCollected,Sacrificed,BaseWeight,DayWeight,PercChange,Temperature,,,,,,,,,
CDD02.Tc.HFHF.2.16,stool,,Female,HFHF,3/21/24,10:30,Taconic,CDD02,16,,F,16.7,17.4,4.191616766,90.3,,,,,,,,,
CDD02.Tc.HFHF.3.16,stool,,Female,HFHF,3/21/24,10:30,Taconic,CDD02,16,,F,21.1,21.5,1.895734597,91,,,,,,,,,
CDD02.Tc.HFHF.4.16,stool,,Female,HFHF,3/21/24,10:30,Taconic,CDD02,16,,F,18,18.7,3.888888889,90,,,,,,,,,
CDD02.Tc.HFHF.5.16,stool,,Female,HFHF,3/21/24,10:30,Taconic,CDD02,16,,F,19.8,20.5,3.535353535,89.2,,,,,,,,,
CDD02.Tc.LFHF.1.16,stool,,Female,LFHF,3/21/24,10:30,Taconic,CDD02,16,,F,19.3,20.4,5.699481865,88.7,,,,,,,,,
CDD02.Tc.LFHF.2.16,stool,,Female,LFHF,3/21/24,10:30,Taconic,CDD02,16,,F,17.2,17.4,1.162790698,90.3,,,,,,,,,
CDD02.Tc.LFHF.3.16,stool,,Female,LFHF,3/21/24,10:30,Taconic,CDD02,16,,F,18.5,18.7,1.081081081,89.2,,,,,,,,,
CDD02.Tc.LFHF.4.16,stool,,Female,LFHF,3/21/24,10:30,Taconic,CDD02,16,,F,18.2,18.6,2.197802198,89.7,,,,,,,,,
CDD02.Tc.LFHF.5.16,stool,,Female,LFHF,3/21/24,10:30,Taconic,CDD02,16,,F,20.7,20.9,0.966183575,90.1,,,,,,,,,
CDD02.CR.Chow.1.16,stool,,Female,Chow,3/21/24,10:30,CharlesRiver,CDD02,16,,F,18.4,19,3.260869565,88.4,,,,,,,,,
CDD02.CR.Chow.2.16,stool,,Female,Chow,3/21/24,10:30,CharlesRiver,CDD02,16,,F,21.6,21.6,0,86.9,,,,,,,,,
CDD02.CR.Chow.3.16,stool,,Female,Chow,3/21/24,10:30,CharlesRiver,CDD02,16,,F,19.3,19.6,1.554404145,88.4,,,,,,,,,
CDD02.CR.Chow.4.16,stool,,Female,Chow,3/21/24,10:30,CharlesRiver,CDD02,16,,F,18.6,20.2,8.602150538,88.2,,,,,,,,,
CDD02.CR.Chow.5.16,stool,,Female,Chow,3/21/24,10:30,CharlesRiver,CDD02,16,,F,18.8,19.4,3.191489362,90.2,,,,,,,,,
CDD02.CR.LFLF.1.16,stool,,Female,LFLF,3/21/24,10:30,CharlesRiver,CDD02,16,,F,18.8,18.8,0,88.3,,,,,,,,,
CDD02.CR.LFLF.2.16,stool,,Female,LFLF,3/21/24,10:30,CharlesRiver,CDD02,16,,F,18.6,18.3,-1.612903226,89.3,,,,,,,,,
CDD02.CR.LFLF.3.16,stool,,Female,LFLF,3/21/24,10:30,CharlesRiver,CDD02,16,,F,21,21.1,0.476190476,85.9,,,,,,,,,
CDD02.CR.LFLF.4.16,stool,,Female,LFLF,3/21/24,10:30,CharlesRiver,CDD02,16,,F,18.2,18.4,1.098901099,89.6,,,,,,,,,
CDD02.CR.LFLF.5.16,stool,,Female,LFLF,3/21/24,10:30,CharlesRiver,CDD02,16,,F,20.9,20.5,-1.913875598,89.5,,,,,,,,,
CDD02.CR.HFLF.1.16,stool,,Female,HFLF,3/21/24,10:30,CharlesRiver,CDD02,16,,F,19.8,19.4,-2.02020202,92.2,,,,,,,,,
CDD02.CR.HFLF.2.16,stool,,Female,HFLF,3/21/24,10:30,CharlesRiver,CDD02,16,,F,19.1,19.1,0,90.2,,,,,,,,,
CDD02.CR.HFLF.3.16,stool,,Female,HFLF,3/21/24,10:30,CharlesRiver,CDD02,16,,F,16.5,16.8,1.818181818,92.5,,,,,,,,,
CDD02.CR.HFLF.4.16,stool,,Female,HFLF,3/21/24,10:30,CharlesRiver,CDD02,16,,F,19,19.1,0.526315789,90.8,,,,,,,,,
CDD02.CR.HFLF.5.16,stool,,Female,HFLF,3/21/24,10:30,CharlesRiver,CDD02,16,,F,18.4,18,-2.173913043,90.3,,,,,,,,,
CDD02.CR.HFHF.1.16,stool,,Female,HFHF,3/21/24,10:30,CharlesRiver,CDD02,16,,F,23.8,24,0.840336134,90.4,,,,,,,,,
CDD02.CR.HFHF.2.16,stool,,Female,HFHF,3/21/24,10:30,CharlesRiver,CDD02,16,,F,18.5,19,2.702702703,88,,,,,,,,,
CDD02.CR.HFHF.3.16,stool,,Female,HFHF,3/21/24,10:30,CharlesRiver,CDD02,16,,F,20,20.4,2,91.8,,,,,,,,,
CDD02.CR.HFHF.4.16,stool,,Female,HFHF,3/21/24,10:30,CharlesRiver,CDD02,16,,F,19.4,20.3,4.639175258,91.1,,,,,,,,,
CDD02.CR.HFHF.5.16,stool,,Female,HFHF,3/21/24,10:30,CharlesRiver,CDD02,16,,F,20.6,20.5,-0.485436893,86.7,,,,,,,,,
CDD02.CR.LFHF.1.16,stool,,Female,LFHF,3/21/24,10:30,CharlesRiver,CDD02,16,,F,17.8,17.8,0,89.8,,,,,,,,,
CDD02.CR.LFHF.2.16,stool,,Female,LFHF,3/21/24,10:30,CharlesRiver,CDD02,16,,F,20,20,0,89.7,,,,,,,,,
CDD02.CR.LFHF.3.16,stool,,Female,LFHF,3/21/24,10:30,CharlesRiver,CDD02,16,,F,18.6,18.7,0.537634409,88.5,,,,,,,,,
CDD02.CR.LFHF.4.16,stool,,Female,LFHF,3/21/24,10:30,CharlesRiver,CDD02,16,,F,18.5,18.6,0.540540541,89.4,,,,,,,,,
CDD02.CR.LFHF.5.16,stool,,Female,LFHF,3/21/24,10:30,CharlesRiver,CDD02,16,,F,19.4,19.5,0.515463918,89,,,,,,,,,
CDD02.Tc.Chow.1.17,stool,,Female,Chow,3/22/24,10:30,Taconic,CDD02,17,,F,15.9,15.7,-1.257861635,92.3,,,,,,,,,
CDD02.Tc.Chow.2.17,stool,,Female,Chow,3/22/24,10:30,Taconic,CDD02,17,,F,17.8,15.7,-11.79775281,90,,,,,,,,,
CDD02.Tc.Chow.3.17,stool,,Female,Chow,3/22/24,10:30,Taconic,CDD02,17,,T,19.8,17.1,-13.63636364,90.3,,,,,,,,,
CDD02.Tc.Chow.4.17,stool,,Female,Chow,3/22/24,10:30,Taconic,CDD02,17,,F,17.5,17.6,0.571428571,91.1,,,,,,,,,
CDD02.Tc.Chow.5.17,stool,,Female,Chow,3/22/24,10:30,Taconic,CDD02,17,,F,17.1,15.1,-11.69590643,80.1,,,,,,,,,
CDD02.Tc.LFLF.1.17,stool,,Female,LFLF,3/22/24,10:30,Taconic,CDD02,17,,F,17.9,18.2,1.675977654,91.3,,,,,,,,,
CDD02.Tc.LFLF.2.17,stool,,Female,LFLF,3/22/24,10:30,Taconic,CDD02,17,,F,18.1,18,-0.552486188,90.4,,,,,,,,,
CDD02.Tc.LFLF.3.17,stool,,Female,LFLF,3/22/24,10:30,Taconic,CDD02,17,,F,17.2,17.2,0,90.4,,,,,,,,,
CDD02.Tc.LFLF.4.17,stool,,Female,LFLF,3/22/24,10:30,Taconic,CDD02,17,,F,16.5,16.8,1.818181818,90.2,,,,,,,,,
CDD02.Tc.LFLF.5.17,stool,,Female,LFLF,3/22/24,10:30,Taconic,CDD02,17,,F,18.5,18.45,-0.27027027,90,,,,,,,,,
CDD02.Tc.HFLF.1.17,stool,,Female,HFLF,3/22/24,10:30,Taconic,CDD02,17,,F,17.8,18,1.123595506,89.1,,,,,,,,,
CDD02.Tc.HFLF.2.17,stool,,Female,HFLF,3/22/24,10:30,Taconic,CDD02,17,,F,18.3,18.4,0.546448087,89.5,,,,,,,,,
CDD02.Tc.HFLF.3.17,stool,,Female,HFLF,3/22/24,10:30,Taconic,CDD02,17,,F,17.5,18.5,5.714285714,90.3,,,,,,,,,
CDD02.Tc.HFLF.4.17,stool,,Female,HFLF,3/22/24,10:30,Taconic,CDD02,17,,F,15.8,16.7,5.696202532,90.5,,,,,,,,,
CDD02.Tc.HFLF.5.17,stool,,Female,HFLF,3/22/24,10:30,Taconic,CDD02,17,,F,19.4,20.2,4.12371134,92.6,,,,,,,,,
CDD02.Tc.HFHF.2.17,stool,,Female,HFHF,3/22/24,10:30,Taconic,CDD02,17,,F,16.7,15.8,-5.389221557,87.7,,,,,,,,,
CDD02.Tc.HFHF.3.17,stool,,Female,HFHF,3/22/24,10:30,Taconic,CDD02,17,,F,21.1,20.5,-2.843601896,86.7,,,,,,,,,
CDD02.Tc.HFHF.4.17,stool,,Female,HFHF,3/22/24,10:30,Taconic,CDD02,17,,F,18,18.6,3.333333333,85.5,,,,,,,,,
CDD02.Tc.HFHF.5.17,stool,,Female,HFHF,3/22/24,10:30,Taconic,CDD02,17,,F,19.8,19.7,-0.505050505,91.2,,,,,,,,,
CDD02.Tc.LFHF.1.17,stool,,Female,LFHF,3/22/24,10:30,Taconic,CDD02,17,,F,19.3,19.3,0,85.2,,,,,,,,,
CDD02.Tc.LFHF.2.17,stool,,Female,LFHF,3/22/24,10:30,Taconic,CDD02,17,,F,17.2,17.7,2.906976744,87.5,,,,,,,,,
CDD02.Tc.LFHF.3.17,stool,,Female,LFHF,3/22/24,10:30,Taconic,CDD02,17,,F,18.5,17.3,-6.486486486,87.4,,,,,,,,,
CDD02.Tc.LFHF.4.17,stool,,Female,LFHF,3/22/24,10:30,Taconic,CDD02,17,,F,18.2,18.1,-0.549450549,87.7,,,,,,,,,
CDD02.Tc.LFHF.5.17,stool,,Female,LFHF,3/22/24,10:30,Taconic,CDD02,17,,F,20.7,20.7,0,87.5,,,,,,,,,
CDD02.CR.Chow.1.17,stool,,Female,Chow,3/22/24,10:30,CharlesRiver,CDD02,17,,F,18.4,17.7,-3.804347826,88,,,,,,,,,
CDD02.CR.Chow.2.17,stool,,Female,Chow,3/22/24,10:30,CharlesRiver,CDD02,17,,F,21.6,20.6,-4.62962963,88,,,,,,,,,
CDD02.CR.Chow.3.17,stool,,Female,Chow,3/22/24,10:30,CharlesRiver,CDD02,17,,F,19.3,18.2,-5.699481865,87.4,,,,,,,,,
CDD02.CR.Chow.4.17,stool,,Female,Chow,3/22/24,10:30,CharlesRiver,CDD02,17,,F,18.6,18.4,-1.075268817,89.5,,,,,,,,,
CDD02.CR.Chow.5.17,stool,,Female,Chow,3/22/24,10:30,CharlesRiver,CDD02,17,,F,18.8,18.3,-2.659574468,88.7,,,,,,,,,
CDD02.CR.LFLF.1.17,stool,,Female,LFLF,3/22/24,10:30,CharlesRiver,CDD02,17,,F,18.8,18.8,0,89.5,,,,,,,,,
CDD02.CR.LFLF.2.17,stool,,Female,LFLF,3/22/24,10:30,CharlesRiver,CDD02,17,,F,18.6,19.3,3.76344086,89.1,,,,,,,,,
CDD02.CR.LFLF.3.17,stool,,Female,LFLF,3/22/24,10:30,CharlesRiver,CDD02,17,,F,21,21.5,2.380952381,91.2,,,,,,,,,
CDD02.CR.LFLF.4.17,stool,,Female,LFLF,3/22/24,10:30,CharlesRiver,CDD02,17,,F,18.2,18.7,2.747252747,89.4,,,,,,,,,
CDD02.CR.LFLF.5.17,stool,,Female,LFLF,3/22/24,10:30,CharlesRiver,CDD02,17,,F,20.9,20.8,-0.4784689,88.2,,,,,,,,,
CDD02.CR.HFLF.1.17,stool,,Female,HFLF,3/22/24,10:30,CharlesRiver,CDD02,17,,F,19.8,19.5,-1.515151515,87.2,,,,,,,,,
CDD02.CR.HFLF.2.17,stool,,Female,HFLF,3/22/24,10:30,CharlesRiver,CDD02,17,,F,19.1,19.3,1.047120419,89.9,,,,,,,,,
CDD02.CR.HFLF.3.17,stool,,Female,HFLF,3/22/24,10:30,CharlesRiver,CDD02,17,,F,16.5,17.3,4.848484848,90.6,,,,,,,,,
CDD02.CR.HFLF.4.17,stool,,Female,HFLF,3/22/24,10:30,CharlesRiver,CDD02,17,,F,19,19.3,1.578947368,89.5,,,,,,,,,
CDD02.CR.HFLF.5.17,stool,,Female,HFLF,3/22/24,10:30,CharlesRiver,CDD02,17,,F,18.4,18,-2.173913043,89.1,,,,,,,,,
CDD02.CR.HFHF.1.17,stool,,Female,HFHF,3/22/24,10:30,CharlesRiver,CDD02,17,,F,23.8,22.6,-5.042016807,88.5,,,,,,,,,
CDD02.CR.HFHF.2.17,stool,,Female,HFHF,3/22/24,10:30,CharlesRiver,CDD02,17,,F,18.5,19.4,4.864864865,90.4,,,,,,,,,
CDD02.CR.HFHF.3.17,stool,,Female,HFHF,3/22/24,10:30,CharlesRiver,CDD02,17,,F,20,20.3,1.5,90.1,,,,,,,,,
CDD02.CR.HFHF.4.17,stool,,Female,HFHF,3/22/24,10:30,CharlesRiver,CDD02,17,,F,19.4,19.2,-1.030927835,89.7,,,,,,,,,
CDD02.CR.HFHF.5.17,stool,,Female,HFHF,3/22/24,10:30,CharlesRiver,CDD02,17,,F,20.6,19,-7.766990291,89.6,,,,,,,,,
CDD02.CR.LFHF.1.17,stool,,Female,LFHF,3/22/24,10:30,CharlesRiver,CDD02,17,,F,17.8,18.5,3.93258427,89.6,,,,,,,,,
CDD02.CR.LFHF.2.17,stool,,Female,LFHF,3/22/24,10:30,CharlesRiver,CDD02,17,,F,20,19,-5,90.2,,,,,,,,,
CDD02.CR.LFHF.3.17,stool,,Female,LFHF,3/22/24,10:30,CharlesRiver,CDD02,17,,F,18.6,18.4,-1.075268817,90.5,,,,,,,,,
CDD02.CR.LFHF.4.17,stool,,Female,LFHF,3/22/24,10:30,CharlesRiver,CDD02,17,,F,18.5,18.8,1.621621622,89.5,,,,,,,,,
CDD02.CR.LFHF.5.17,stool,,Female,LFHF,3/22/24,10:30,CharlesRiver,CDD02,17,,F,19.4,20,3.092783505,88.6,,,,,,,,,
CDD02.Tc.Chow.1.18,stool,,Female,Chow,3/23/24,10:30,Taconic,CDD02,18,,T,15.9,13.6,-14.46540881,87.8,,,,,,,,,
CDD02.Tc.Chow.2.18,stool,,Female,Chow,3/23/24,10:30,Taconic,CDD02,18,,T,17.8,14.5,-18.53932584,88.2,,,,,,,,,
CDD02.Tc.Chow.4.18,stool,,Female,Chow,3/23/24,10:30,Taconic,CDD02,18,,T,17.5,15.1,-13.71428571,93.1,,,,,,,,,
CDD02.Tc.Chow.5.18,stool,,Female,Chow,3/23/24,10:30,Taconic,CDD02,18,,F,17.1,14.7,-14.03508772,85.2,,,,,,,,,
CDD02.Tc.LFLF.1.18,stool,,Female,LFLF,3/23/24,10:30,Taconic,CDD02,18,,F,17.9,18.8,5.027932961,88.8,,,,,,,,,
CDD02.Tc.LFLF.2.18,stool,,Female,LFLF,3/23/24,10:30,Taconic,CDD02,18,,F,18.1,18.4,1.657458564,88.1,,,,,,,,,
CDD02.Tc.LFLF.3.18,stool,,Female,LFLF,3/23/24,10:30,Taconic,CDD02,18,,F,17.2,17.3,0.581395349,89.5,,,,,,,,,
CDD02.Tc.LFLF.4.18,stool,,Female,LFLF,3/23/24,10:30,Taconic,CDD02,18,,F,16.5,16.9,2.424242424,92.4,,,,,,,,,
CDD02.Tc.LFLF.5.18,stool,,Female,LFLF,3/23/24,10:30,Taconic,CDD02,18,,F,18.5,18.8,1.621621622,91.6,,,,,,,,,
CDD02.Tc.HFLF.1.18,stool,,Female,HFLF,3/23/24,10:30,Taconic,CDD02,18,,F,17.8,18.1,1.685393258,89.5,,,,,,,,,
CDD02.Tc.HFLF.2.18,stool,,Female,HFLF,3/23/24,10:30,Taconic,CDD02,18,,F,18.3,18.7,2.18579235,89.6,,,,,,,,,
CDD02.Tc.HFLF.3.18,stool,,Female,HFLF,3/23/24,10:30,Taconic,CDD02,18,,F,17.5,18.5,5.714285714,87.8,,,,,,,,,
CDD02.Tc.HFLF.4.18,stool,,Female,HFLF,3/23/24,10:30,Taconic,CDD02,18,,F,15.8,15.2,-3.797468354,86.8,,,,,,,,,
CDD02.Tc.HFLF.5.18,stool,,Female,HFLF,3/23/24,10:30,Taconic,CDD02,18,,F,19.4,20.5,5.670103093,90.4,,,,,,,,,
CDD02.Tc.HFHF.2.18,stool,,Female,HFHF,3/23/24,10:30,Taconic,CDD02,18,,F,16.7,15.7,-5.988023952,89.7,,,,,,,,,
CDD02.Tc.HFHF.3.18,stool,,Female,HFHF,3/23/24,10:30,Taconic,CDD02,18,,F,21.1,18.8,-10.90047393,88.8,,,,,,,,,
CDD02.Tc.HFHF.4.18,stool,,Female,HFHF,3/23/24,10:30,Taconic,CDD02,18,,F,18,17.1,-5,90.1,,,,,,,,,
CDD02.Tc.HFHF.5.18,stool,,Female,HFHF,3/23/24,10:30,Taconic,CDD02,18,,F,19.8,18.3,-7.575757576,89.7,,,,,,,,,
CDD02.Tc.LFHF.1.18,stool,,Female,LFHF,3/23/24,10:30,Taconic,CDD02,18,,F,19.3,18.9,-2.07253886,89,,,,,,,,,
CDD02.Tc.LFHF.2.18,stool,,Female,LFHF,3/23/24,10:30,Taconic,CDD02,18,,F,17.2,17.6,2.325581395,89.8,,,,,,,,,
CDD02.Tc.LFHF.3.18,stool,,Female,LFHF,3/23/24,10:30,Taconic,CDD02,18,,F,18.5,15.7,-15.13513514,86.5,,,,,,,,,
CDD02.Tc.LFHF.4.18,stool,,Female,LFHF,3/23/24,10:30,Taconic,CDD02,18,,F,18.2,16.3,-10.43956044,89.5,,,,,,,,,
CDD02.Tc.LFHF.5.18,stool,,Female,LFHF,3/23/24,10:30,Taconic,CDD02,18,,F,20.7,19.4,-6.280193237,91.1,,,,,,,,,
CDD02.CR.Chow.1.18,stool,,Female,Chow,3/23/24,10:30,CharlesRiver,CDD02,18,,F,18.4,18.3,-0.543478261,86.4,,,,,,,,,
CDD02.CR.Chow.2.18,stool,,Female,Chow,3/23/24,10:30,CharlesRiver,CDD02,18,,F,21.6,21.4,-0.925925926,90.1,,,,,,,,,
CDD02.CR.Chow.3.18,stool,,Female,Chow,3/23/24,10:30,CharlesRiver,CDD02,18,,T,19.3,16.4,-15.02590674,88.5,,,,,,,,,
CDD02.CR.Chow.4.18,stool,,Female,Chow,3/23/24,10:30,CharlesRiver,CDD02,18,,F,18.6,19.2,3.225806452,89.7,,,,,,,,,
CDD02.CR.Chow.5.18,stool,,Female,Chow,3/23/24,10:30,CharlesRiver,CDD02,18,,F,18.8,19.5,3.723404255,85.9,,,,,,,,,
CDD02.CR.LFLF.1.18,stool,,Female,LFLF,3/23/24,10:30,CharlesRiver,CDD02,18,,F,18.8,19.4,3.191489362,89.2,,,,,,,,,
CDD02.CR.LFLF.2.18,stool,,Female,LFLF,3/23/24,10:30,CharlesRiver,CDD02,18,,F,18.6,19.1,2.688172043,86,,,,,,,,,
CDD02.CR.LFLF.3.18,stool,,Female,LFLF,3/23/24,10:30,CharlesRiver,CDD02,18,,F,21,21.6,2.857142857,88.8,,,,,,,,,
CDD02.CR.LFLF.4.18,stool,,Female,LFLF,3/23/24,10:30,CharlesRiver,CDD02,18,,F,18.2,18.7,2.747252747,88.3,,,,,,,,,
CDD02.CR.LFLF.5.18,stool,,Female,LFLF,3/23/24,10:30,CharlesRiver,CDD02,18,,F,20.9,21,0.4784689,86.3,,,,,,,,,
CDD02.CR.HFLF.1.18,stool,,Female,HFLF,3/23/24,10:30,CharlesRiver,CDD02,18,,F,19.8,19.1,-3.535353535,89.1,,,,,,,,,
CDD02.CR.HFLF.2.18,stool,,Female,HFLF,3/23/24,10:30,CharlesRiver,CDD02,18,,F,19.1,19.6,2.617801047,89.7,,,,,,,,,
CDD02.CR.HFLF.3.18,stool,,Female,HFLF,3/23/24,10:30,CharlesRiver,CDD02,18,,F,16.5,17.4,5.454545455,89.7,,,,,,,,,
CDD02.CR.HFLF.4.18,stool,,Female,HFLF,3/23/24,10:30,CharlesRiver,CDD02,18,,F,19,19.6,3.157894737,86.8,,,,,,,,,
CDD02.CR.HFLF.5.18,stool,,Female,HFLF,3/23/24,10:30,CharlesRiver,CDD02,18,,F,18.4,18,-2.173913043,87.1,,,,,,,,,
CDD02.CR.HFHF.1.18,stool,,Female,HFHF,3/23/24,10:30,CharlesRiver,CDD02,18,,F,23.8,20.9,-12.18487395,91.3,,,,,,,,,
CDD02.CR.HFHF.2.18,stool,,Female,HFHF,3/23/24,10:30,CharlesRiver,CDD02,18,,F,18.5,17.2,-7.027027027,87.5,,,,,,,,,
CDD02.CR.HFHF.3.18,stool,,Female,HFHF,3/23/24,10:30,CharlesRiver,CDD02,18,,F,20,18.6,-7,87,,,,,,,,,
CDD02.CR.HFHF.4.18,stool,,Female,HFHF,3/23/24,10:30,CharlesRiver,CDD02,18,,F,19.4,17.4,-10.30927835,89.2,,,,,,,,,
CDD02.CR.HFHF.5.18,stool,,Female,HFHF,3/23/24,10:30,CharlesRiver,CDD02,18,,F,20.6,18.4,-10.67961165,91,,,,,,,,,
CDD02.CR.LFHF.1.18,stool,,Female,LFHF,3/23/24,10:30,CharlesRiver,CDD02,18,,F,17.8,16.8,-5.617977528,87.6,,,,,,,,,
CDD02.CR.LFHF.2.18,stool,,Female,LFHF,3/23/24,10:30,CharlesRiver,CDD02,18,,F,20,17.6,-12,87.7,,,,,,,,,
CDD02.CR.LFHF.3.18,stool,,Female,LFHF,3/23/24,10:30,CharlesRiver,CDD02,18,,F,18.6,19,2.150537634,88.2,,,,,,,,,
CDD02.CR.LFHF.4.18,stool,,Female,LFHF,3/23/24,10:30,CharlesRiver,CDD02,18,,F,18.5,17.6,-4.864864865,90,,,,,,,,,
CDD02.CR.LFHF.5.18,stool,,Female,LFHF,3/23/24,10:30,CharlesRiver,CDD02,18,,F,19.4,18.3,-5.670103093,86.5,,,,,,,,,
CDD02.Tc.Chow.5.19,stool,,Female,Chow,3/24/24,10:30,Taconic,CDD02,19,,F,17.1,16.6,-2.923976608,88.4,,,,,,,,,
CDD02.Tc.LFLF.1.19,stool,,Female,LFLF,3/24/24,10:30,Taconic,CDD02,19,,F,17.9,18,0.558659218,88.4,,,,,,,,,
CDD02.Tc.LFLF.2.19,stool,,Female,LFLF,3/24/24,10:30,Taconic,CDD02,19,,F,18.1,17.6,-2.762430939,88.6,,,,,,,,,
CDD02.Tc.LFLF.3.19,stool,,Female,LFLF,3/24/24,10:30,Taconic,CDD02,19,,F,17.2,16.5,-4.069767442,86,,,,,,,,,
CDD02.Tc.LFLF.4.19,stool,,Female,LFLF,3/24/24,10:30,Taconic,CDD02,19,,F,16.5,16,-3.03030303,88.5,,,,,,,,,
CDD02.Tc.LFLF.5.19,stool,,Female,LFLF,3/24/24,10:30,Taconic,CDD02,19,,F,18.5,17.9,-3.243243243,88.5,,,,,,,,,
CDD02.Tc.HFLF.1.19,stool,,Female,HFLF,3/24/24,10:30,Taconic,CDD02,19,,F,17.8,17.5,-1.685393258,89.3,,,,,,,,,
CDD02.Tc.HFLF.2.19,stool,,Female,HFLF,3/24/24,10:30,Taconic,CDD02,19,,F,18.3,17.9,-2.18579235,89.3,,,,,,,,,
CDD02.Tc.HFLF.3.19,stool,,Female,HFLF,3/24/24,10:30,Taconic,CDD02,19,,F,17.5,18,2.857142857,89.1,,,,,,,,,
CDD02.Tc.HFLF.4.19,stool,,Female,HFLF,3/24/24,10:30,Taconic,CDD02,19,,F,15.8,13.45,-14.87341772,87,,,,,,,,,
CDD02.Tc.HFLF.5.19,stool,,Female,HFLF,3/24/24,10:30,Taconic,CDD02,19,,F,19.4,19.5,0.515463918,88.3,,,,,,,,,
CDD02.Tc.HFHF.2.19,stool,,Female,HFHF,3/24/24,10:30,Taconic,CDD02,19,,F,16.7,16.4,-1.796407186,89.1,,,,,,,,,
CDD02.Tc.HFHF.3.19,stool,,Female,HFHF,3/24/24,10:30,Taconic,CDD02,19,,F,21.1,18,-14.69194313,87.4,,,,,,,,,
CDD02.Tc.HFHF.4.19,stool,,Female,HFHF,3/24/24,10:30,Taconic,CDD02,19,,F,18,17.6,-2.222222222,88.9,,,,,,,,,
CDD02.Tc.HFHF.5.19,stool,,Female,HFHF,3/24/24,10:30,Taconic,CDD02,19,,F,19.8,17.2,-13.13131313,90,,,,,,,,,
CDD02.Tc.LFHF.1.19,stool,,Female,LFHF,3/24/24,10:30,Taconic,CDD02,19,,F,19.3,19.3,0,89.1,,,,,,,,,
CDD02.Tc.LFHF.2.19,stool,,Female,LFHF,3/24/24,10:30,Taconic,CDD02,19,,F,17.2,18,4.651162791,88.5,,,,,,,,,
CDD02.Tc.LFHF.3.19,stool,,Female,LFHF,3/24/24,10:30,Taconic,CDD02,19,,F,18.5,16.3,-11.89189189,87.3,,,,,,,,,
CDD02.Tc.LFHF.4.19,stool,,Female,LFHF,3/24/24,10:30,Taconic,CDD02,19,,F,18.2,16.2,-10.98901099,88.8,,,,,,,,,
CDD02.Tc.LFHF.5.19,stool,,Female,LFHF,3/24/24,10:30,Taconic,CDD02,19,,F,20.7,20.1,-2.898550725,88.2,,,,,,,,,
CDD02.CR.Chow.1.19,stool,,Female,Chow,3/24/24,10:30,CharlesRiver,CDD02,19,,F,18.4,18.2,-1.086956522,87.5,,,,,,,,,
CDD02.CR.Chow.2.19,stool,,Female,Chow,3/24/24,10:30,CharlesRiver,CDD02,19,,F,21.6,22.2,2.777777778,88.3,,,,,,,,,
CDD02.CR.Chow.4.19,stool,,Female,Chow,3/24/24,10:30,CharlesRiver,CDD02,19,,F,18.6,19.9,6.989247312,89.7,,,,,,,,,
CDD02.CR.Chow.5.19,stool,,Female,Chow,3/24/24,10:30,CharlesRiver,CDD02,19,,F,18.8,20,6.382978723,88.6,,,,,,,,,
CDD02.CR.LFLF.1.19,stool,,Female,LFLF,3/24/24,10:30,CharlesRiver,CDD02,19,,F,18.8,19.1,1.595744681,89.1,,,,,,,,,
CDD02.CR.LFLF.2.19,stool,,Female,LFLF,3/24/24,10:30,CharlesRiver,CDD02,19,,F,18.6,17.4,-6.451612903,87.7,,,,,,,,,
CDD02.CR.LFLF.3.19,stool,,Female,LFLF,3/24/24,10:30,CharlesRiver,CDD02,19,,F,21,21.4,1.904761905,88.4,,,,,,,,,
CDD02.CR.LFLF.4.19,stool,,Female,LFLF,3/24/24,10:30,CharlesRiver,CDD02,19,,F,18.2,17.1,-6.043956044,89.1,,,,,,,,,
CDD02.CR.LFLF.5.19,stool,,Female,LFLF,3/24/24,10:30,CharlesRiver,CDD02,19,,F,20.9,19.4,-7.177033493,87.4,,,,,,,,,
CDD02.CR.HFLF.1.19,stool,,Female,HFLF,3/24/24,10:30,CharlesRiver,CDD02,19,,F,19.8,19.7,-0.505050505,89.3,,,,,,,,,
CDD02.CR.HFLF.2.19,stool,,Female,HFLF,3/24/24,10:30,CharlesRiver,CDD02,19,,F,19.1,19.8,3.664921466,91.4,,,,,,,,,
CDD02.CR.HFLF.3.19,stool,,Female,HFLF,3/24/24,10:30,CharlesRiver,CDD02,19,,F,16.5,17.5,6.060606061,90.4,,,,,,,,,
CDD02.CR.HFLF.4.19,stool,,Female,HFLF,3/24/24,10:30,CharlesRiver,CDD02,19,,F,19,19.6,3.157894737,87.6,,,,,,,,,
CDD02.CR.HFLF.5.19,stool,,Female,HFLF,3/24/24,10:30,CharlesRiver,CDD02,19,,F,18.4,18.5,0.543478261,88.1,,,,,,,,,
CDD02.CR.HFHF.1.19,stool,,Female,HFHF,3/24/24,10:30,CharlesRiver,CDD02,19,,F,23.8,20.4,-14.28571429,86.3,,,,,,,,,
CDD02.CR.HFHF.2.19,stool,,Female,HFHF,3/24/24,10:30,CharlesRiver,CDD02,19,,F,18.5,16.2,-12.43243243,87.4,,,,,,,,,
CDD02.CR.HFHF.3.19,stool,,Female,HFHF,3/24/24,10:30,CharlesRiver,CDD02,19,,F,20,17.7,-11.5,88.4,,,,,,,,,
CDD02.CR.HFHF.4.19,stool,,Female,HFHF,3/24/24,10:30,CharlesRiver,CDD02,19,,F,19.4,16.7,-13.91752577,88.4,,,,,,,,,
