SampleID,sampleType,MouseID,MouseSex,Diet,Date,Time,Vendor,ExperimentID,ExperimentDay,StoolCollected,Sacrificed,BaseWeight,DayWeight,PercChange,Temperature,,,,,,,,,
CDD02.CR.Chow.3.00,stool,,Female,Chow,3/5/24,11:00,CharlesRiver,CDD02,0,T,F,,,,,,,,,,,,,
CDD02.CR.Chow.4.00,stool,,Female,Chow,3/5/24,11:00,CharlesRiver,CDD02,0,T,F,,,,,,,,,,,,,
CDD02.CR.Chow.5.00,stool,,Female,Chow,3/5/24,11:00,CharlesRiver,CDD02,0,T,F,,,,,,,,,,,,,
CDD02.CR.LFLF.1.00,stool,,Female,LFLF,3/5/24,11:00,CharlesRiver,CDD02,0,T,F,,,,,,,,,,,,,
CDD02.CR.LFLF.2.00,stool,,Female,LFLF,3/5/24,11:00,CharlesRiver,CDD02,0,T,F,,,,,,,,,,,,,
CDD02.CR.LFLF.3.00,stool,,Female,LFLF,3/5/24,11:00,CharlesRiver,CDD02,0,T,F,,,,,,,,,,,,,
CDD02.CR.LFLF.4.00,stool,,Female,LFLF,3/5/24,11:00,CharlesRiver,CDD02,0,T,F,,,,,,,,,,,,,
CDD02.CR.LFLF.5.00,stool,,Female,LFLF,3/5/24,11:00,CharlesRiver,CDD02,0,F,F,,,,,,,,,,,,,
CDD02.CR.HFLF.1.00,stool,,Female,HFLF,3/5/24,11:00,CharlesRiver,CDD02,0,T,F,,,,,,,,,,,,,
CDD02.CR.HFLF.2.00,stool,,Female,HFLF,3/5/24,11:00,CharlesRiver,CDD02,0,T,F,,,,,,,,,,,,,
CDD02.CR.HFLF.3.00,stool,,Female,HFLF,3/5/24,11:00,CharlesRiver,CDD02,0,T,F,,,,,,,,,,,,,
CDD02.CR.HFLF.4.00,stool,,Female,HFLF,3/5/24,11:00,CharlesRiver,CDD02,0,T,F,,,,,,,,,,,,,
CDD02.CR.HFLF.5.00,stool,,Female,HFLF,3/5/24,11:00,CharlesRiver,CDD02,0,T,F,,,,,,,,,,,,,
CDD02.CR.HFHF.1.00,stool,,Female,HFHF,3/5/24,11:00,CharlesRiver,CDD02,0,T,F,,,,,,,,,,,,,
CDD02.CR.HFHF.2.00,stool,,Female,HFHF,3/5/24,11:00,CharlesRiver,CDD02,0,T,F,,,,,,,,,,,,,
CDD02.CR.HFHF.3.00,stool,,Female,HFHF,3/5/24,11:00,CharlesRiver,CDD02,0,T,F,,,,,,,,,,,,,
CDD02.CR.HFHF.4.00,stool,,Female,HFHF,3/5/24,11:00,CharlesRiver,CDD02,0,T,F,,,,,,,,,,,,,
CDD02.CR.HFHF.5.00,stool,,Female,HFHF,3/5/24,11:00,CharlesRiver,CDD02,0,T,F,,,,,,,,,,,,,
CDD02.CR.LFHF.1.00,stool,,Female,LFHF,3/5/24,11:00,CharlesRiver,CDD02,0,T,F,,,,,,,,,,,,,
CDD02.CR.LFHF.2.00,stool,,Female,LFHF,3/5/24,11:00,CharlesRiver,CDD02,0,T,F,,,,,,,,,,,,,
CDD02.CR.LFHF.3.00,stool,,Female,LFHF,3/5/24,11:00,CharlesRiver,CDD02,0,T,F,,,,,,,,,,,,,
CDD02.CR.LFHF.4.00,stool,,Female,LFHF,3/5/24,11:00,CharlesRiver,CDD02,0,T,F,,,,,,,,,,,,,
CDD02.CR.LFHF.5.00,stool,,Female,LFHF,3/5/24,11:00,CharlesRiver,CDD02,0,T,F,,,,,,,,,,,,,
CDD02.Tc.Chow.1.07,stool,,Female,Chow,3/12/24,11:00,Taconic,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.Tc.Chow.2.07,stool,,Female,Chow,3/12/24,11:00,Taconic,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.Tc.Chow.3.07,stool,,Female,Chow,3/12/24,11:00,Taconic,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.Tc.Chow.4.07,stool,,Female,Chow,3/12/24,11:00,Taconic,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.Tc.Chow.5.07,stool,,Female,Chow,3/12/24,11:00,Taconic,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.Tc.LFLF.1.07,stool,,Female,LFLF,3/12/24,11:00,Taconic,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.Tc.LFLF.2.07,stool,,Female,LFLF,3/12/24,11:00,Taconic,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.Tc.LFLF.3.07,stool,,Female,LFLF,3/12/24,11:00,Taconic,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.Tc.LFLF.4.07,stool,,Female,LFLF,3/12/24,11:00,Taconic,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.Tc.LFLF.5.07,stool,,Female,LFLF,3/12/24,11:00,Taconic,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.Tc.HFLF.1.07,stool,,Female,HFLF,3/12/24,11:00,Taconic,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.Tc.HFLF.2.07,stool,,Female,HFLF,3/12/24,11:00,Taconic,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.Tc.HFLF.3.07,stool,,Female,HFLF,3/12/24,11:00,Taconic,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.Tc.HFLF.4.07,stool,,Female,HFLF,3/12/24,11:00,Taconic,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.Tc.HFLF.5.07,stool,,Female,HFLF,3/12/24,11:00,Taconic,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.Tc.HFHF.1.07,stool,,Female,HFHF,3/12/24,11:00,Taconic,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.Tc.HFHF.2.07,stool,,Female,HFHF,3/12/24,11:00,Taconic,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.Tc.HFHF.3.07,stool,,Female,HFHF,3/12/24,11:00,Taconic,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.Tc.HFHF.4.07,stool,,Female,HFHF,3/12/24,11:00,Taconic,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.Tc.HFHF.5.07,stool,,Female,HFHF,3/12/24,11:00,Taconic,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.Tc.LFHF.1.07,stool,,Female,LFHF,3/12/24,11:00,Taconic,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.Tc.LFHF.2.07,stool,,Female,LFHF,3/12/24,11:00,Taconic,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.Tc.LFHF.3.07,stool,,Female,LFHF,3/12/24,11:00,Taconic,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.Tc.LFHF.4.07,stool,,Female,LFHF,3/12/24,11:00,Taconic,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.Tc.LFHF.5.07,stool,,Female,LFHF,3/12/24,11:00,Taconic,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.CR.Chow.1.07,stool,,Female,Chow,3/12/24,11:00,CharlesRiver,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.CR.Chow.2.07,stool,,Female,Chow,3/12/24,11:00,CharlesRiver,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.CR.Chow.3.07,stool,,Female,Chow,3/12/24,11:00,CharlesRiver,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.CR.Chow.4.07,stool,,Female,Chow,3/12/24,11:00,CharlesRiver,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.CR.Chow.5.07,stool,,Female,Chow,3/12/24,11:00,CharlesRiver,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.CR.LFLF.1.07,stool,,Female,LFLF,3/12/24,11:00,CharlesRiver,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.CR.LFLF.2.07,stool,,Female,LFLF,3/12/24,11:00,CharlesRiver,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.CR.LFLF.3.07,stool,,Female,LFLF,3/12/24,11:00,CharlesRiver,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.CR.LFLF.4.07,stool,,Female,LFLF,3/12/24,11:00,CharlesRiver,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.CR.LFLF.5.07,stool,,Female,LFLF,3/12/24,11:00,CharlesRiver,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.CR.HFLF.1.07,stool,,Female,HFLF,3/12/24,11:00,CharlesRiver,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.CR.HFLF.2.07,stool,,Female,HFLF,3/12/24,11:00,CharlesRiver,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.CR.HFLF.3.07,stool,,Female,HFLF,3/12/24,11:00,CharlesRiver,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.CR.HFLF.4.07,stool,,Female,HFLF,3/12/24,11:00,CharlesRiver,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.CR.HFLF.5.07,stool,,Female,HFLF,3/12/24,11:00,CharlesRiver,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.CR.HFHF.1.07,stool,,Female,HFHF,3/12/24,11:00,CharlesRiver,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.CR.HFHF.2.07,stool,,Female,HFHF,3/12/24,11:00,CharlesRiver,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.CR.HFHF.3.07,stool,,Female,HFHF,3/12/24,11:00,CharlesRiver,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.CR.HFHF.4.07,stool,,Female,HFHF,3/12/24,11:00,CharlesRiver,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.CR.HFHF.5.07,stool,,Female,HFHF,3/12/24,11:00,CharlesRiver,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.CR.LFHF.1.07,stool,,Female,LFHF,3/12/24,11:00,CharlesRiver,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.CR.LFHF.2.07,stool,,Female,LFHF,3/12/24,11:00,CharlesRiver,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.CR.LFHF.3.07,stool,,Female,LFHF,3/12/24,11:00,CharlesRiver,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.CR.LFHF.4.07,stool,,Female,LFHF,3/12/24,11:00,CharlesRiver,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.CR.LFHF.5.07,stool,,Female,LFHF,3/12/24,11:00,CharlesRiver,CDD02,7,T,F,,,,,,,,,,,,,
CDD02.Tc.Chow.1.14,stool,,Female,Chow,3/19/24,10:30,Taconic,CDD02,14,T,F,,16.4,,,,,,,,,,,
CDD02.Tc.Chow.2.14,stool,,Female,Chow,3/19/24,10:30,Taconic,CDD02,14,T,F,,18,,,,,,,,,,,
CDD02.Tc.Chow.3.14,stool,,Female,Chow,3/19/24,10:30,Taconic,CDD02,14,T,F,,19.8,,,,,,,,,,,
CDD02.Tc.Chow.4.14,stool,,Female,Chow,3/19/24,10:30,Taconic,CDD02,14,T,F,,17.7,,,,,,,,,,,
CDD02.Tc.Chow.5.14,stool,,Female,Chow,3/19/24,10:30,Taconic,CDD02,14,T,F,,17,,,,,,,,,,,
CDD02.Tc.LFLF.1.14,stool,,Female,LFLF,3/19/24,10:30,Taconic,CDD02,14,T,F,,17.8,,,,,,,,,,,
CDD02.Tc.LFLF.2.14,stool,,Female,LFLF,3/19/24,10:30,Taconic,CDD02,14,T,F,,17.6,,,,,,,,,,,
CDD02.Tc.LFLF.3.14,stool,,Female,LFLF,3/19/24,10:30,Taconic,CDD02,14,T,F,,16.5,,,,,,,,,,,
CDD02.Tc.LFLF.4.14,stool,,Female,LFLF,3/19/24,10:30,Taconic,CDD02,14,T,F,,16.5,,,,,,,,,,,
CDD02.Tc.LFLF.5.14,stool,,Female,LFLF,3/19/24,10:30,Taconic,CDD02,14,T,F,,17.3,,,,,,,,,,,
CDD02.Tc.HFLF.1.14,stool,,Female,HFLF,3/19/24,10:30,Taconic,CDD02,14,T,F,,,,,,,,,,,,,
CDD02.Tc.HFLF.2.14,stool,,Female,HFLF,3/19/24,10:30,Taconic,CDD02,14,T,F,,18.2,,,,,,,,,,,
CDD02.Tc.HFLF.3.14,stool,,Female,HFLF,3/19/24,10:30,Taconic,CDD02,14,T,F,,17.1,,,,,,,,,,,
CDD02.Tc.HFLF.4.14,stool,,Female,HFLF,3/19/24,10:30,Taconic,CDD02,14,T,F,,15.2,,,,,,,,,,,
CDD02.Tc.HFLF.5.14,stool,,Female,HFLF,3/19/24,10:30,Taconic,CDD02,14,T,F,,19.2,,,,,,,,,,,
CDD02.Tc.HFHF.1.14,stool,,Female,HFHF,3/19/24,10:30,Taconic,CDD02,14,T,F,,20.6,,,,,,,,,,,
CDD02.Tc.HFHF.2.14,stool,,Female,HFHF,3/19/24,10:30,Taconic,CDD02,14,T,F,,16.5,,,,,,,,,,,
CDD02.Tc.HFHF.3.14,stool,,Female,HFHF,3/19/24,10:30,Taconic,CDD02,14,T,F,,20.9,,,,,,,,,,,
CDD02.Tc.HFHF.4.14,stool,,Female,HFHF,3/19/24,10:30,Taconic,CDD02,14,T,F,,17.7,,,,,,,,,,,
CDD02.Tc.HFHF.5.14,stool,,Female,HFHF,3/19/24,10:30,Taconic,CDD02,14,T,F,,19.8,,,,,,,,,,,
CDD02.Tc.LFHF.1.14,stool,,Female,LFHF,3/19/24,10:30,Taconic,CDD02,14,T,F,,18.3,,,,,,,,,,,
CDD02.Tc.LFHF.2.14,stool,,Female,LFHF,3/19/24,10:30,Taconic,CDD02,14,T,F,,16.5,,,,,,,,,,,
CDD02.Tc.LFHF.3.14,stool,,Female,LFHF,3/19/24,10:30,Taconic,CDD02,14,T,F,,18.1,,,,,,,,,,,
CDD02.Tc.LFHF.4.14,stool,,Female,LFHF,3/19/24,10:30,Taconic,CDD02,14,T,F,,18,,,,,,,,,,,
CDD02.Tc.LFHF.5.14,stool,,Female,LFHF,3/19/24,10:30,Taconic,CDD02,14,T,F,,20.6,,,,,,,,,,,
CDD02.CR.Chow.1.14,stool,,Female,Chow,3/19/24,10:30,CharlesRiver,CDD02,14,T,F,,18.2,,,,,,,,,,,
CDD02.CR.Chow.2.14,stool,,Female,Chow,3/19/24,10:30,CharlesRiver,CDD02,14,T,F,,21.3,,,,,,,,,,,
CDD02.CR.Chow.3.14,stool,,Female,Chow,3/19/24,10:30,CharlesRiver,CDD02,14,T,F,,19.2,,,,,,,,,,,
CDD02.CR.Chow.4.14,stool,,Female,Chow,3/19/24,10:30,CharlesRiver,CDD02,14,T,F,,19.2,,,,,,,,,,,
CDD02.CR.Chow.5.14,stool,,Female,Chow,3/19/24,10:30,CharlesRiver,CDD02,14,T,F,,18.6,,,,,,,,,,,
CDD02.CR.LFLF.1.14,stool,,Female,LFLF,3/19/24,10:30,CharlesRiver,CDD02,14,T,F,,18.8,,,,,,,,,,,
CDD02.CR.LFLF.2.14,stool,,Female,LFLF,3/19/24,10:30,CharlesRiver,CDD02,14,T,F,,18.4,,,,,,,,,,,
CDD02.CR.LFLF.3.14,stool,,Female,LFLF,3/19/24,10:30,CharlesRiver,CDD02,14,T,F,,20.8,,,,,,,,,,,
CDD02.CR.LFLF.4.14,stool,,Female,LFLF,3/19/24,10:30,CharlesRiver,CDD02,14,T,F,,18.1,,,,,,,,,,,
CDD02.CR.LFLF.5.14,stool,,Female,LFLF,3/19/24,10:30,CharlesRiver,CDD02,14,T,F,,20.3,,,,,,,,,,,
CDD02.CR.HFLF.1.14,stool,,Female,HFLF,3/19/24,10:30,CharlesRiver,CDD02,14,T,F,,20,,,,,,,,,,,
CDD02.CR.HFLF.2.14,stool,,Female,HFLF,3/19/24,10:30,CharlesRiver,CDD02,14,T,F,,19.5,,,,,,,,,,,
CDD02.CR.HFLF.3.14,stool,,Female,HFLF,3/19/24,10:30,CharlesRiver,CDD02,14,T,F,,16.4,,,,,,,,,,,
CDD02.CR.HFLF.4.14,stool,,Female,HFLF,3/19/24,10:30,CharlesRiver,CDD02,14,T,F,,18.1,,,,,,,,,,,
CDD02.CR.HFLF.5.14,stool,,Female,HFLF,3/19/24,10:30,CharlesRiver,CDD02,14,T,F,,18.8,,,,,,,,,,,
CDD02.CR.HFHF.1.14,stool,,Female,HFHF,3/19/24,10:30,CharlesRiver,CDD02,14,T,F,,23.3,,,,,,,,,,,
CDD02.CR.HFHF.2.14,stool,,Female,HFHF,3/19/24,10:30,CharlesRiver,CDD02,14,T,F,,18.2,,,,,,,,,,,
CDD02.CR.HFHF.3.14,stool,,Female,HFHF,3/19/24,10:30,CharlesRiver,CDD02,14,T,F,,20,,,,,,,,,,,
CDD02.CR.HFHF.4.14,stool,,Female,HFHF,3/19/24,10:30,CharlesRiver,CDD02,14,T,F,,18.2,,,,,,,,,,,
CDD02.CR.HFHF.5.14,stool,,Female,HFHF,3/19/24,10:30,CharlesRiver,CDD02,14,T,F,,19.8,,,,,,,,,,,
CDD02.CR.LFHF.1.14,stool,,Female,LFHF,3/19/24,10:30,CharlesRiver,CDD02,14,T,F,,,,,,,,,,,,,
CDD02.CR.LFHF.2.14,stool,,Female,LFHF,3/19/24,10:30,CharlesRiver,CDD02,14,T,F,,20.3,,,,,,,,,,,
CDD02.CR.LFHF.3.14,stool,,Female,LFHF,3/19/24,10:30,CharlesRiver,CDD02,14,T,F,,18.7,,,,,,,,,,,
CDD02.CR.LFHF.4.14,stool,,Female,LFHF,3/19/24,10:30,CharlesRiver,CDD02,14,T,F,,18.8,,,,,,,,,,,
CDD02.CR.LFHF.5.14,stool,,Female,LFHF,3/19/24,10:30,CharlesRiver,CDD02,14,T,F,,19.6,,,,,,,,,,,
CDD02.Tc.Chow.1.15,stool,,Female,Chow,3/20/24,9:30,Taconic,CDD02,15,T,F,15.9,15.9,0,89,,,,,,,,,
CDD02.Tc.Chow.2.15,stool,,Female,Chow,3/20/24,9:30,Taconic,CDD02,15,T,F,17.8,17.8,0,91.2,,,,,,,,,
CDD02.Tc.Chow.3.15,stool,,Female,Chow,3/20/24,9:30,Taconic,CDD02,15,T,F,19.8,19.8,0,88.9,,,,,,,,,
CDD02.Tc.Chow.4.15,stool,,Female,Chow,3/20/24,9:30,Taconic,CDD02,15,T,F,17.5,17.5,0,89.1,,,,,,,,,
CDD02.Tc.Chow.5.15,stool,,Female,Chow,3/20/24,9:30,Taconic,CDD02,15,T,F,17.1,17.1,0,89.6,,,,,,,,,
CDD02.Tc.LFLF.1.15,stool,,Female,LFLF,3/20/24,9:30,Taconic,CDD02,15,T,F,17.9,17.9,0,88.5,,,,,,,,,
CDD02.Tc.LFLF.2.15,stool,,Female,LFLF,3/20/24,9:30,Taconic,CDD02,15,T,F,18.1,18.1,0,86.6,,,,,,,,,
CDD02.Tc.LFLF.3.15,stool,,Female,LFLF,3/20/24,9:30,Taconic,CDD02,15,T,F,17.2,17.2,0,88.5,,,,,,,,,
CDD02.Tc.LFLF.4.15,stool,,Female,LFLF,3/20/24,9:30,Taconic,CDD02,15,T,F,16.5,16.5,0,89.7,,,,,,,,,
CDD02.Tc.LFLF.5.15,stool,,Female,LFLF,3/20/24,9:30,Taconic,CDD02,15,T,F,18.5,18.5,0,89.1,,,,,,,,,
CDD02.Tc.HFLF.1.15,stool,,Female,HFLF,3/20/24,9:30,Taconic,CDD02,15,T,F,17.8,17.8,0,88.8,,,,,,,,,
CDD02.Tc.HFLF.2.15,stool,,Female,HFLF,3/20/24,9:30,Taconic,CDD02,15,T,F,18.3,18.3,0,88.5,,,,,,,,,
CDD02.Tc.HFLF.3.15,stool,,Female,HFLF,3/20/24,9:30,Taconic,CDD02,15,T,F,17.5,17.5,0,88.9,,,,,,,,,
CDD02.Tc.HFLF.4.15,stool,,Female,HFLF,3/20/24,9:30,Taconic,CDD02,15,T,F,15.8,15.8,0,88.4,,,,,,,,,
CDD02.Tc.HFLF.5.15,stool,,Female,HFLF,3/20/24,9:30,Taconic,CDD02,15,T,F,19.4,19.4,0,89.1,,,,,,,,,
CDD02.Tc.HFHF.1.15,stool,,Female,HFHF,3/20/24,9:30,Taconic,CDD02,15,T,DQ,21,21,0,89,,,,,,,,,
CDD02.Tc.HFHF.2.15,stool,,Female,HFHF,3/20/24,9:30,Taconic,CDD02,15,T,F,16.7,16.7,0,89.4,,,,,,,,,
CDD02.Tc.HFHF.3.15,stool,,Female,HFHF,3/20/24,9:30,Taconic,CDD02,15,T,F,21.1,21.1,0,90.1,,,,,,,,,
CDD02.Tc.HFHF.4.15,stool,,Female,HFHF,3/20/24,9:30,Taconic,CDD02,15,T,F,18,18,0,87,,,,,,,,,
CDD02.Tc.HFHF.5.15,stool,,Female,HFHF,3/20/24,9:30,Taconic,CDD02,15,T,F,19.8,19.8,0,88.1,,,,,,,,,
CDD02.Tc.LFHF.1.15,stool,,Female,LFHF,3/20/24,9:30,Taconic,CDD02,15,T,F,19.3,19.3,0,88.7,,,,,,,,,
CDD02.Tc.LFHF.2.15,stool,,Female,LFHF,3/20/24,9:30,Taconic,CDD02,15,T,F,17.2,17.2,0,88.3,,,,,,,,,
CDD02.Tc.LFHF.3.15,stool,,Female,LFHF,3/20/24,9:30,Taconic,CDD02,15,T,F,18.5,18.5,0,88.8,,,,,,,,,
CDD02.Tc.LFHF.4.15,stool,,Female,LFHF,3/20/24,9:30,Taconic,CDD02,15,T,F,18.2,18.2,0,89.4,,,,,,,,,
CDD02.Tc.LFHF.5.15,stool,,Female,LFHF,3/20/24,9:30,Taconic,CDD02,15,T,F,20.7,20.7,0,90.6,,,,,,,,,
CDD02.CR.Chow.1.15,stool,,Female,Chow,3/20/24,11:00,CharlesRiver,CDD02,15,T,F,18.4,18.4,0,90,,,,,,,,,
CDD02.CR.Chow.2.15,stool,,Female,Chow,3/20/24,11:00,CharlesRiver,CDD02,15,T,F,21.6,21.6,0,89.1,,,,,,,,,
CDD02.CR.Chow.3.15,stool,,Female,Chow,3/20/24,11:00,CharlesRiver,CDD02,15,T,F,19.3,19.3,0,89.4,,,,,,,,,
CDD02.CR.Chow.4.15,stool,,Female,Chow,3/20/24,11:00,CharlesRiver,CDD02,15,T,F,18.6,18.6,0,89,,,,,,,,,
CDD02.CR.Chow.5.15,stool,,Female,Chow,3/20/24,11:00,CharlesRiver,CDD02,15,T,F,18.8,18.8,0,86.5,,,,,,,,,
CDD02.CR.LFLF.1.15,stool,,Female,LFLF,3/20/24,11:00,CharlesRiver,CDD02,15,T,F,18.8,18.8,0,85.1,,,,,,,,,
CDD02.CR.LFLF.2.15,stool,,Female,LFLF,3/20/24,11:00,CharlesRiver,CDD02,15,T,F,18.6,18.6,0,89.6,,,,,,,,,
CDD02.CR.LFLF.3.15,stool,,Female,LFLF,3/20/24,11:00,CharlesRiver,CDD02,15,T,F,21,21,0,89,,,,,,,,,
CDD02.CR.LFLF.4.15,stool,,Female,LFLF,3/20/24,11:00,CharlesRiver,CDD02,15,T,F,18.2,18.2,0,88.4,,,,,,,,,
CDD02.CR.LFLF.5.15,stool,,Female,LFLF,3/20/24,11:00,CharlesRiver,CDD02,15,T,F,20.9,20.9,0,89.7,,,,,,,,,
CDD02.CR.HFLF.1.15,stool,,Female,HFLF,3/20/24,11:00,CharlesRiver,CDD02,15,T,F,19.8,19.8,0,87.7,,,,,,,,,
CDD02.CR.HFLF.2.15,stool,,Female,HFLF,3/20/24,11:00,CharlesRiver,CDD02,15,T,F,19.1,19.1,0,89.6,,,,,,,,,
CDD02.CR.HFLF.3.15,stool,,Female,HFLF,3/20/24,11:00,CharlesRiver,CDD02,15,T,F,16.5,16.5,0,88.6,,,,,,,,,
CDD02.CR.HFLF.4.15,stool,,Female,HFLF,3/20/24,11:00,CharlesRiver,CDD02,15,T,F,19,19,0,88.6,,,,,,,,,
CDD02.CR.HFLF.5.15,stool,,Female,HFLF,3/20/24,11:00,CharlesRiver,CDD02,15,T,F,18.4,18.4,0,88,,,,,,,,,
CDD02.CR.HFHF.1.15,stool,,Female,HFHF,3/20/24,11:00,CharlesRiver,CDD02,15,T,F,23.8,23.8,0,88.5,,,,,,,,,
CDD02.CR.HFHF.2.15,stool,,Female,HFHF,3/20/24,11:00,CharlesRiver,CDD02,15,T,F,18.5,18.5,0,90,,,,,,,,,
CDD02.CR.HFHF.3.15,stool,,Female,HFHF,3/20/24,11:00,CharlesRiver,CDD02,15,T,F,20,20,0,89.5,,,,,,,,,
CDD02.CR.HFHF.4.15,stool,,Female,HFHF,3/20/24,11:00,CharlesRiver,CDD02,15,T,F,19.4,19.4,0,90.2,,,,,,,,,
CDD02.CR.HFHF.5.15,stool,,Female,HFHF,3/20/24,11:00,CharlesRiver,CDD02,15,T,F,20.6,20.6,0,90.2,,,,,,,,,
CDD02.CR.LFHF.1.15,stool,,Female,LFHF,3/20/24,11:00,CharlesRiver,CDD02,15,T,F,17.8,17.8,0,90.1,,,,,,,,,
CDD02.CR.LFHF.2.15,stool,,Female,LFHF,3/20/24,11:00,CharlesRiver,CDD02,15,T,F,20,20,0,90.7,,,,,,,,,
CDD02.CR.LFHF.3.15,stool,,Female,LFHF,3/20/24,11:00,CharlesRiver,CDD02,15,T,F,18.6,18.6,0,90.1,,,,,,,,,
CDD02.CR.LFHF.4.15,stool,,Female,LFHF,3/20/24,11:00,CharlesRiver,CDD02,15,T,F,18.5,18.5,0,91.3,,,,,,,,,
CDD02.CR.LFHF.5.15,stool,,Female,LFHF,3/20/24,11:00,CharlesRiver,CDD02,15,T,F,19.4,19.4,0,87.8,,,,,,,,,
CDD02.Tc.Chow.1.16,stool,,Female,Chow,3/21/24,10:30,Taconic,CDD02,16,,F,15.9,15.6,-1.886792453,90.1,,,,,,,,,
CDD02.Tc.Chow.2.16,stool,,Female,Chow,3/21/24,10:30,Taconic,CDD02,16,,F,17.8,17.4,-2.247191011,89.6,,,,,,,,,
CDD02.Tc.Chow.3.16,stool,,Female,Chow,3/21/24,10:30,Taconic,CDD02,16,,F,19.8,19.3,-2.525252525,90.8,,,,,,,,,
CDD02.Tc.Chow.4.16,stool,,Female,Chow,3/21/24,10:30,Taconic,CDD02,16,,F,17.5,17.2,-1.714285714,88.5,,,,,,,,,
CDD02.Tc.Chow.5.16,stool,,Female,Chow,3/21/24,10:30,Taconic,CDD02,16,,F,17.1,17.6,2.923976608,90.5,,,,,,,,,
CDD02.Tc.LFLF.1.16,stool,,Female,LFLF,3/21/24,10:30,Taconic,CDD02,16,,F,17.9,17.8,-0.558659218,88.4,,,,,,,,,
CDD02.Tc.LFLF.2.16,stool,,Female,LFLF,3/21/24,10:30,Taconic,CDD02,16,,F,18.1,18,-0.552486188,92.1,,,,,,,,,
CDD02.Tc.LFLF.3.16,stool,,Female,LFLF,3/21/24,10:30,Taconic,CDD02,16,,F,17.2,17.1,-0.581395349,91.5,,,,,,,,,
CDD02.Tc.LFLF.4.16,stool,,Female,LFLF,3/21/24,10:30,Taconic,CDD02,16,,F,16.5,16.7,1.212121212,89.8,,,,,,,,,
CDD02.Tc.LFLF.5.16,stool,,Female,LFLF,3/21/24,10:30,Taconic,CDD02,16,,F,18.5,18.3,-1.081081081,87.3,,,,,,,,,
CDD02.Tc.HFLF.1.16,stool,,Female,HFLF,3/21/24,10:30,Taconic,CDD02,16,,F,17.8,17.5,-1.685393258,92.6,,,,,,,,,
CDD02.Tc.HFLF.2.16,stool,,Female,HFLF,3/21/24,10:30,Taconic,CDD02,16,,F,18.3,18,-1.639344262,89.5,,,,,,,,,
CDD02.Tc.HFLF.3.16,stool,,Female,HFLF,3/21/24,10:30,Taconic,CDD02,16,,F,17.5,17.5,0,92.9,,,,,,,,,
CDD02.Tc.HFLF.4.16,stool,,Female,HFLF,3/21/24,10:30,Taconic,CDD02,16,,F,15.8,16.3,3.164556962,90,,,,,,,,,
CDD02.Tc.HFLF.5.16,stool,,Female,HFLF,3/21/24,10:30,Taconic,CDD02,16,,F,19.4,19.8,2.06185567,88.7,,,,,,,,,
