term	df	SumOfSqs	R2	statistic	p.value	signif
purified_diet	1	3.9108686501476777	0.3206217768033901	29.6265439476061	0.001	***
seq_depth	1	1.7254695162583529	0.1414578579881349	13.071187765856676	0.001	***
high_fat	1	0.07428017476658866	0.00608965520077763	0.5627048768500833	0.692	ns
high_fiber	1	1.3178356001931473	0.10803911597816866	9.983182207709238	0.001	***
study	1	1.5821208801453324	0.12970581553302363	11.985259025327014	0.001	***
purified_diet:seq_depth	1	0.21100555535534227	0.017298708324264812	1.5984595541678503	0.167	ns
high_fat:high_fiber	1	0.3400552821741396	0.0278784941493583	2.576067790353254	0.057	+
Residual	23	3.0361279774134697	0.24890857602288213	NA	NA	
Total	30	12.197763636454049	1	NA	NA	
