term	df	SumOfSqs	R2	statistic	p.value	signif
purified_diet	1	2.140276804668594	0.09152027345148421	13.900515368292734	0.001	***
seq_depth	1	1.6307936927871518	0.06973429062132279	10.591561212855723	0.001	***
high_fat	1	0.33951796576863025	0.014518111396179001	2.2050767875836077	0.02	*
high_fiber	1	1.1852032371862515	0.050680418591774544	7.697572471523753	0.001	***
study	1	1.2242941073471814	0.05235198140962171	7.951457034607675	0.001	***
purified_diet:seq_depth	1	0.17968740613709144	0.007683604527032616	1.1670208007903238	0.306	ns
high_fat:high_fiber	1	0.21114731534140052	0.009028860190625652	1.3713443492330712	0.155	ns
Residual	107	16.47490125595729	0.7044824598119593	NA	NA	
Total	114	23.385821785193592	1	NA	NA	
