term	df	SumOfSqs	R2	statistic	p.value	signif
purified_diet	1	0.9153303070615709	0.172693056401887	10.747225707959299	0.001	***
seq_depth	1	0.8982114423412525	0.16946328344684014	10.546226897372655	0.001	***
high_fat	1	0.15632912903301244	0.029494221800677144	1.8355171040277412	0.091	+
high_fiber	1	0.2358472136001204	0.04449669790922129	2.7691678267387267	0.028	*
study	1	0.7262632214007652	0.13702224703845833	8.527320360275807	0.001	***
purified_diet:seq_depth	1	0.35326038932672743	0.06664874512283518	4.147758583416526	0.005	**
high_fat:high_fiber	1	0.05620232959906968	0.010603551527237602	0.6598919721705373	0.66	ns
Residual	23	1.9588866591705398	0.36957819675284365	NA	NA	
Total	30	5.300330691533056	1	NA	NA	
