term	df	SumOfSqs	R2	statistic	p.value	signif
purified_diet	1	7.201900687438375	0.07924936005162463	14.401376095148345	0.001	***
seq_depth	1	16.558071090791362	0.18220419783395547	33.11056615993221	0.001	***
high_fat	1	5.79452533959175	0.0637626711191022	11.587099340856057	0.001	***
high_fiber	1	4.011651070417688	0.044144010571478334	8.0219511952391	0.001	***
study	1	2.0995212170174966	0.02310302794839372	4.198335408699879	0.014	*
purified_diet:seq_depth	1	1.13287712118305	0.012466123981337078	2.26537273975505	0.09	+
high_fat:high_fiber	1	0.5688960328066983	0.006260103893750711	1.137600486740566	0.303	ns
Residual	107	53.50900972689085	0.5888105046003584	NA	NA	
Total	114	90.87645228613722	1	NA	NA	
