	Chow1.050622	Chow1.070122	Chow1.081222	Chow2.050622	Chow2.070122	Chow2.071522	Chow2.081222	Chow3.050622	Chow3.070122	Chow3.071522	Chow3.081222	Chow4.050622	Chow4.081222	Ctrl1.061722	Ctrl1.070122	Ctrl1.071522	Ctrl1.081222	Ctrl2.060322	Ctrl2.061722	Ctrl2.070122	Ctrl2.071522	Ctrl2.081222	Ctrl3.061722	Ctrl3.070122	Ctrl3.071522	Ctrl3.081222	Ctrl4.070122	Ctrl4.071522	Ctrl5.061722	CtrlF1.050622	CtrlF1.060322	CtrlF2.060322	CtrlF2.061722	CtrlF3.060322	CtrlF3.061722	CtrlF4.060322	CtrlF4.061722	CtrlF5.060322	W+F2.060322	W+F4.060322	WD-3.061722	WD+1.081222	WD+F.081222	WD1.060322	WD1.070122	WD1.071522	WD2.060322	WD2.061722	WD2.070122	WD2.071522	WD3.060322	WD3.070122	WD3.071522	WD4.060322	WD4.070122	WD4.071522	WD5.060322	WD5.061722	WD5.071522	WDF2.061722	WDF3.061722	WDF4.061722
Chow1.050622	0	0.9659572301309904	0.6629949422766748	0.3943328061563208	1.113914562922841	1.180596623667963	0.6635621133059758	0.2541950941802378	1.011543139648778	0.7504133352462986	0.7497547991319393	0.5001134419291146	0.8371341537785596	0.9831865818511452	1.198072858744306	1.015340602388822	1.187862219814494	1.112720418423627	0.9141843749140275	1.135339767044409	1.068436348284724	1.199918937101726	0.8376380894043758	1.179914857966224	0.9556212642815187	1.208397001698209	1.168178836645583	1.194876775430804	0.9802025073851538	1.196908245719039	0.9210683430182817	1.3494809873627	1.242210575938121	1.102621802918818	1.020796062601884	1.220016499802931	1.186790852303293	1.011581615514323	1.101074276851966	0.9992393417218316	1.223585429750439	1.22607252025902	1.013949795603238	1.094128336407842	1.089215524265986	0.9938497216015355	1.126794963967194	1.065892260594002	1.038885513195221	1.143682887902078	1.212869215522283	1.095747921329111	1.233631614849935	1.006186610886918	1.116088539312276	1.137133253988597	1.132628317694038	0.9791474307645567	1.14088879286262	1.148719826395618	1.183331555752578	1.165420935003016
Chow1.070122	0.9659572301309904	0	1.276217392661898	1.111914332807013	0.945360792952432	0.7822525573711283	1.063959683372624	1.014761503094562	0.5745539248133529	0.9186313725792505	0.8553544829900644	1.169677870531153	0.9111666802707776	0.3902268279114449	0.7809767356872928	1.281370991783364	0.7215521216131532	0.6634091587115487	0.2945938598291502	0.6595110027889789	0.750540061895148	0.7758862716978175	0.3463282298906666	0.6930407056999097	0.6873203174388771	0.8383861115406464	0.5773169431260926	0.7648602949853449	0.3766017847283051	1.021721909242167	0.747192116962645	1.459232384513167	0.8870006039767528	1.082853346048133	0.9535198599907524	0.7197855652585368	0.6675150338082741	0.7501033589363197	0.7811365919445042	0.7162766010717926	0.629512675981824	0.7816924073816566	0.7654181354427227	1.301230217783799	1.163328072157771	1.315630808567635	1.396845561320027	1.119060319991284	0.3944164963406033	1.473597614325048	1.46948384308767	1.082349006530441	0.6644018658666399	1.164184886292355	1.327842941624182	1.467293221526823	1.463630706093903	1.199833467630919	1.480418329776094	0.5849452350761313	1.446725869170788	0.6622131013513118
Chow1.081222	0.6629949422766748	1.276217392661898	0	0.7018237238346517	1.353181087939698	1.419624996211317	0.6003646128341573	0.6910439640241817	1.13518881735769	1.090073443554519	0.6818472777207453	0.5993329939232995	0.7874741641222537	1.217622670065141	1.453553179733177	1.176097059039952	1.248879493177079	1.253991702208613	1.175999864615551	1.40858632892568	1.323189788999992	1.261936018880994	1.158742903771252	1.432292305934821	1.221701893042478	1.271666202381045	1.424749569358709	1.407931054052996	1.198763862407245	1.482097956980195	0.9937638015533432	1.356981375006353	1.415932836069933	1.175310579239401	1.197366246521456	1.293515801966077	1.355282908708141	1.048139818764984	1.107208478510413	0.983780404339987	1.427981155663787	1.26822987202921	1.077234868231855	1.045109133202243	1.345656956368518	0.9930727812712455	1.055099851379921	1.271495936391495	1.329069257252228	1.072759816374881	1.175707172430514	1.354649546697025	1.399913437006858	0.9801342884977865	1.359819016581247	1.072439452330699	1.063375384367578	1.171249025788518	1.065258859672498	1.42747632804166	1.296397423777017	1.339037006649155
Chow2.050622	0.3943328061563208	1.111914332807013	0.7018237238346517	0	1.207229464791405	1.26551900208529	0.8697754420171464	0.2680427265557895	1.094887317662973	0.7614847411977117	0.9433394655664988	0.5847591890870647	0.9955894442273852	1.057375876924451	1.314356627993246	1.17475569750175	1.321875485883377	1.132425095050544	1.035385337858156	1.266890998885891	1.188009819881313	1.34057701572735	0.9940084327825031	1.293044366072183	1.090972651413437	1.354446421598708	1.284881107195011	1.271469818927967	1.056726253370056	1.319236866087954	1.086717169166205	1.445013731312236	1.275229304535572	1.243653339594814	1.093689120727532	1.354798940536852	1.217656767577986	1.174331752244459	1.189675826740341	1.096633385686953	1.286012863713853	1.334134502645474	1.160055924166649	1.132744043684995	1.236331124311501	1.063227913205825	1.162806999124611	1.183079935826801	1.18161336133497	1.176023045271376	1.282320497666723	1.245335559518177	1.261904947118933	1.081908274740045	1.260623815108352	1.169356251710028	1.167288597598541	1.067887446677605	1.173227175468139	1.282223226683894	1.320605082508279	1.201979363085182
Chow2.070122	1.113914562922841	0.945360792952432	1.353181087939698	1.207229464791405	0	0.5901636251705508	1.355632751838843	1.135259960755873	1.314779097910957	1.088010866202493	1.366681291620417	1.232107068177807	1.350032552189115	1.049075751568118	0.2663444907669598	1.402432330477421	1.433727768696483	1.296017306530548	1.004071788799094	0.6134642746580914	0.5031993761272053	1.458422232381175	1.01576029229682	0.4311773631096402	0.5046679866221705	1.467621876511585	0.5559791802332718	0.4719858373706482	0.8878002228194226	1.206758407650062	1.322428543774002	1.583027653300178	0.3785399906418874	1.409881719828373	0.3562492716124002	1.35446155775014	0.6320793445637016	1.392236354493775	1.397727363754999	1.356866806721212	0.5905851164384815	1.462660645202757	1.359799942902575	1.480979950826548	0.8914447891528879	1.430605656325091	1.522624537994245	0.567447180275199	1.04081892929152	1.586487586691023	1.536102612523182	0.5299074191861112	0.9887640985071078	1.366095629456951	1.448428866892242	1.579946464535269	1.576045309288607	1.249424454931988	1.583795561023509	0.6640909406274983	1.530756499872786	0.5725129773566645
Chow2.071522	1.180596623667963	0.7822525573711283	1.419624996211317	1.26551900208529	0.5901636251705508	0	1.22381922058056	1.17589206858206	1.130166645185158	1.007674657115771	1.166689861662702	1.333924615612184	1.165060541351961	0.8242598039073183	0.4843015922129003	1.222159183302892	1.169127857444923	1.158172748372618	0.7459457941887291	0.2085887436915508	0.5787950763043962	1.192067163831201	0.7722631988181108	0.2699771373781423	0.5319619049012917	1.169184961821581	0.2945268958190195	0.5546608124140769	0.6580434925363415	0.7987512889583993	1.10591995658014	1.333430110315057	0.6286375759696877	1.063825485311657	0.6794553196497288	0.9891324269142728	0.5263139115896814	1.187090278617826	1.220418597477009	1.151646942623796	0.4334879417590733	1.261541215846285	1.173760079944007	1.549916403420576	0.6993831400595418	1.455043108694804	1.591463291200315	0.6153392785644161	0.666867921361199	1.614606527343588	1.298154961251136	0.6382100907348131	0.8052839724547326	1.414731563433865	1.211718342064509	1.60742905274466	1.604507193030244	1.130319259297529	1.619914941166168	0.2494204253487271	1.31729446539876	0.5107007360961379
Chow2.081222	0.6635621133059758	1.063959683372624	0.6003646128341573	0.8697754420171464	1.355632751838843	1.22381922058056	0	0.7688290919251902	0.9019328425947388	1.099519574003993	0.4212729529193006	0.7540138435144753	0.3092880756678026	1.04240027869111	1.261321055982602	1.031280329923205	0.8989368071084469	1.090443130136731	0.9284061671149253	1.163592012316419	1.093712908665508	0.936948169304911	0.8987579510560151	1.214457348634175	0.9897038489382438	0.9020441213094826	1.190499832333052	1.219257638425244	1.020079113813909	1.240540726226071	0.6126002932514977	1.237632311111638	1.26455805111042	0.7207325343775524	1.19152793643151	1.001485546308732	1.207270707595166	0.6404562030731198	0.8701223692630271	0.7396293277770005	1.242024307235457	0.9620996830726806	0.6280963650789789	1.021565981059369	1.196744559912617	0.9986604140574846	1.047777196351193	1.213760924732306	1.050556024713114	1.078073367616081	1.122239760852021	1.286115837536753	1.259665314538724	0.877141914132182	1.210472491260407	1.078110625295571	1.055573028622451	1.124394478411523	1.070391753426873	1.171187356576289	1.18167003071623	1.186546863665978
Chow3.050622	0.2541950941802378	1.014761503094562	0.6910439640241817	0.2680427265557895	1.135259960755873	1.17589206858206	0.7688290919251902	0	1.06148718838321	0.6603496425226659	0.8323789980713574	0.5151797082991459	0.9428861679376295	0.9534922349805447	1.224070817208811	1.156130368244501	1.274361916728114	1.093475887819595	0.9351957467962656	1.168062951192789	1.098562314961207	1.284154042104643	0.9010412816691161	1.202671525439583	1.005121933369299	1.309758880645848	1.194585403153587	1.182094111997254	0.9503324033007736	1.239229453528667	1.036410553621869	1.430068430018933	1.199711885090233	1.215584499972868	1.034312441417728	1.29421810335575	1.142731179681859	1.121186362939292	1.147022016859637	1.060294677347127	1.206799673637085	1.288672537270962	1.115590988766056	1.153035023288599	1.194004047675897	1.061040102092039	1.188645903702168	1.12516070110178	1.105139639735196	1.201891728157741	1.302846569087605	1.201948081766905	1.188983261113855	1.075247140038197	1.229197907068225	1.195235756297318	1.196043912696494	1.045681283182277	1.199065703679363	1.19214291770681	1.309854411944255	1.126722041709985
Chow3.070122	1.011543139648778	0.5745539248133529	1.13518881735769	1.094887317662973	1.314779097910957	1.130166645185158	0.9019328425947388	1.06148718838321	0	1.093092409449932	0.6936312612659861	1.065930547629271	0.7391211230357384	0.5033697109702029	1.221220741427849	1.286604768287115	0.5905722895781587	0.4391949535688922	0.4808719065134174	1.132146018317601	1.184893113053269	0.5373130045247331	0.6032048418495819	1.130206657355247	1.053857345508293	0.6158025390455495	1.051173036983175	1.019514445375478	0.5530806737670948	1.328405553492507	0.5721352877297934	1.432636170185043	1.2013176558387	0.9866561892507197	1.1484294956538	0.7742947301707903	0.9616579084047833	0.4858629949651183	0.3645102029858784	0.4104961123637478	0.9531130511392112	0.5319893754179416	0.6851178781134828	1.206340227113603	1.425198335438616	1.140908044288656	1.244671738470179	1.334854013379666	0.7190576307313894	1.301037396633626	1.372280193562692	1.403646850264822	0.670936256256927	1.064306684338131	1.450334285731489	1.29426895295936	1.286993675882067	1.289347849815459	1.298176231853342	0.989699295183023	1.420063250874749	0.9206092966713935
Chow3.071522	0.7504133352462986	0.9186313725792505	1.090073443554519	0.7614847411977117	1.088010866202493	1.007674657115771	1.099519574003993	0.6603496425226659	1.093092409449932	0	1.051688676640724	0.9021821287612691	1.128822225973397	0.7655478479802653	1.057013433862582	1.380247693484991	1.342109335532865	1.134940230879228	0.8577561946217195	1.026005104172568	1.067769774648254	1.320417769875736	0.7231912534402722	1.036036670455829	1.044378448577378	1.380977329133086	1.032814515957521	1.068318182608257	0.8756867545668573	1.145980981680029	1.013961882306067	1.592924165554522	1.09803160580113	1.302382549340007	1.135572633537473	1.206804287513218	1.060331445841277	1.127938793085323	1.220381529262662	1.130701569354272	1.087992297911724	1.336645837945351	1.189391286319514	1.3732709034517	1.33833004852755	1.277676013071311	1.413148990561399	1.267722595819231	1.047372107734943	1.428417564397721	1.524435674557665	1.347335271092956	1.103437338056007	1.257633935465871	1.438844309078586	1.421626754342909	1.418947331306351	1.227148271814518	1.426308843241815	1.051248887192241	1.533049595523317	1.06344391323077
Chow3.081222	0.7497547991319393	0.8553544829900644	0.6818472777207453	0.9433394655664988	1.366681291620417	1.166689861662702	0.4212729529193006	0.8323789980713574	0.6936312612659861	1.051688676640724	0	0.7871350572628104	0.3961387773554664	0.8028715967013095	1.260246066633085	1.258349491591185	0.7190661227624273	0.8085281535148032	0.6943265625791906	1.150199081256345	1.141005502157232	0.7326842484286697	0.6899371289191359	1.15382537479189	1.040901880055162	0.7500922069737677	1.097320686090797	1.011854063279215	0.7737424964003846	1.323961156998891	0.4692924169566894	1.34529589403958	1.223714207921663	0.8706578420860795	1.22206630452283	0.7636888800686268	0.9832591096375568	0.5199198560728509	0.6240149663584806	0.4926945634010687	0.9677655431797556	0.7407014162993587	0.5876232093386781	1.178809080418583	1.402902868054944	1.166599583689262	1.215373754378776	1.380152909351524	0.9193346473534461	1.246771208416078	1.310816312570099	1.396556301071303	0.9727247166085422	1.03573199601984	1.436432467496851	1.246510219383456	1.226214644387514	1.31278643099218	1.23877833486734	1.06553271268826	1.397432759293031	0.9515852530010758
Chow4.050622	0.5001134419291146	1.169677870531153	0.5993329939232995	0.5847591890870647	1.232107068177807	1.333924615612184	0.7540138435144753	0.5151797082991459	1.065930547629271	0.9021821287612691	0.7871350572628104	0	0.9481382383169095	1.098959377092824	1.360919549389779	1.14028025864091	1.267856386096726	1.166149006846898	1.133214649931474	1.325936603399409	1.239953755490938	1.260409915057488	1.059540924863697	1.351197550807347	1.195496999482655	1.321608354660945	1.341964269938908	1.318585343076638	1.130316115204846	1.38111005502388	1.021201508533488	1.383692346238831	1.295087906178825	1.21332759023237	1.156473222733563	1.281322427904284	1.23955388048784	1.120619829711868	1.15405650645946	1.066163087248798	1.317224539529316	1.277337672808742	1.12669070746477	1.002998712672445	1.278738441214292	0.9539731826989384	1.020245614840709	1.200578454368015	1.288268037838277	1.03904429055451	1.148814725565956	1.28304006919751	1.288411959457253	0.9940320701846752	1.288831406136642	1.032481433335125	1.024100255271924	1.082132242689967	1.036197073335589	1.35056996872712	1.266687560879424	1.229570555511972
Chow4.081222	0.8371341537785596	0.9111666802707776	0.7874741641222537	0.9955894442273852	1.350032552189115	1.165060541351961	0.3092880756678026	0.9428861679376295	0.7391211230357384	1.128822225973397	0.3961387773554664	0.9481382383169095	0	0.9370780283537399	1.220638165907233	1.016742166093746	0.6682160432442115	0.9061976333594991	0.7976636275272142	1.084993144175822	1.063527045052351	0.7141495636975059	0.7834756641148808	1.112109488538584	0.9662816982247167	0.67668638597576	1.036440936873929	1.053501854268737	0.8995455220304739	1.189359137131029	0.4437212171265312	1.197447761738627	1.22059699528158	0.604187563311405	1.169414795934697	0.7935539927129101	1.027448282962334	0.4737561698129499	0.7039990541800198	0.5810029956891561	1.066722980336392	0.7280029848589302	0.424050939502134	0.9915982717143553	1.166992557720115	1.032370714635817	1.027209227214939	1.212855024679915	0.9184701000425342	1.111589184660028	1.121980151743139	1.238980122032172	1.132997262413746	0.8478701574118652	1.180005939149673	1.111289323990744	1.091438091867936	1.138944606225037	1.10355672648294	1.028232243591936	1.200180502672195	1.002639061288245
Ctrl1.061722	0.9831865818511452	0.3902268279114449	1.217622670065141	1.057375876924451	1.049075751568118	0.8242598039073183	1.04240027869111	0.9534922349805447	0.5033697109702029	0.7655478479802653	0.8028715967013095	1.098959377092824	0.9370780283537399	0	0.9267428798000792	1.410417128611579	0.8264072692198506	0.6137837066128774	0.2275613864271934	0.8653113914851731	0.9124037451106719	0.8102170425944721	0.2484410757737726	0.8462642335977284	0.8960221104532214	0.869617506169988	0.7656481843006125	0.7427092708955454	0.2797502907125509	1.103964628259451	0.713724708033038	1.604472133893169	0.9049909550989271	1.169744389616745	1.027245527330283	0.7431604348532658	0.7130599403613022	0.6402944722932464	0.6803298961321037	0.6272012953096615	0.6844856292064403	0.8070065147574746	0.9053326235259512	1.414420662775008	1.314088765713872	1.318479495339945	1.453077501985762	1.230106457738652	0.6049574468994258	1.478402076065094	1.567205945081353	1.284675225026819	0.5308777953516479	1.276352292559634	1.470660124194926	1.471818350804156	1.466512792023281	1.280549520901687	1.48279441030499	0.7379349489489752	1.571800551700161	0.7066901250669788
Ctrl1.070122	1.198072858744306	0.7809767356872928	1.453553179733177	1.314356627993246	0.2663444907669598	0.4843015922129003	1.261321055982602	1.224070817208811	1.221220741427849	1.057013433862582	1.260246066633085	1.360919549389779	1.220638165907233	0.9267428798000792	0	1.401322493754102	1.27322385280357	1.191789759307166	0.8477015105893813	0.4422303288932521	0.3776902707984051	1.289636101200738	0.8754000748158105	0.2272221378390053	0.3924627163909207	1.310969735271021	0.3461592730231252	0.3076210228230266	0.7640550367103085	1.141245071136054	1.194007710036664	1.610555566406768	0.2647872456944119	1.277609112603308	0.4126266973010614	1.189951652751145	0.5076976370444619	1.279700135053304	1.30621326874152	1.239907382492083	0.471742265321647	1.292515046518606	1.197395311008628	1.525429332117326	0.8910183399774805	1.483333053143983	1.56717443636222	0.6214388158173928	0.8557164976215337	1.641571054926421	1.590018262159127	0.5178300237512388	0.8639782117645656	1.39583120222394	1.447717884016139	1.634961479719445	1.633190431699773	1.317851010705797	1.648380467439231	0.4747082843972217	1.56969113679962	0.4340803930496798
