sample	ko	taxon	taxon_abun	taxon_rel_abun	genome_function_count	taxon_function_abun	taxon_rel_function_abun	norm_taxon_function_contrib
Chow1.081222	K00929	6695ee3d28ee727511ad4f532b821aea	36	0.04137208211898611	2	72	0.08274416423797222	0.00235756925441544
Chow1.081222	K00929	6d0eb902a3020a97e8d9fe7e016aa435	127	0.14595151191975655	1	127	0.14595151191975655	0.00415849021264947
Chow1.081222	K00929	73e581aa79e8a1d0f5dc5c2e03dcea57	558	0.6412672728442848	1	558	0.6412672728442848	0.01827116172171973
Chow1.081222	K00929	7e4795b23ae62046d864e9f1e28811da	222	0.2551278397337477	2	444	0.5102556794674954	0.01453834373556193
Chow1.081222	K00929	81130df1bed6e198d82304f9995c455b	74	0.08504261324458257	1	74	0.08504261324458257	0.00242305728926032
Chow1.081222	K00929	81e1d95b5366af2cd6baad9ef185166b	130	0.1493991854296721	1	130	0.1493991854296721	0.00425672226491678
Chow1.081222	K00929	8485f8bcc2d63925f57401b01989997d	314	0.36085649403782333	1	314	0.36085649403782333	0.01028162147064515
Chow1.081222	K00929	8659f12bab87bc12c0b096be47238c98	226	0.25972473774696836	1	226	0.25972473774696836	0.00740014793747071
Chow1.081222	K00929	92c099f3482d20fcdf569983eed63e62	2782.5	3.1977171804466344	1	2782.5	3.1977171804466344	0.09111022847793036
Chow1.081222	K00929	98a1a70c544224df5b52510e39a0fabf	303	0.3482150245014664	1	303	0.3482150245014664	0.00992143727899834
Chow1.081222	K00929	98b130d293e8f892f43eb8cd1cab1e71	82	0.09423640927102392	1	82	0.09423640927102392	0.00268500942863981
Chow1.081222	K00929	99d2a87b605975cc09a3a76246060920	267	0.30684294238248033	1	267	0.30684294238248033	0.00874265265179062
Chow1.081222	K00929	a04a11b72b931e796ed97a673ee3b8f7	29	0.03332751059584992	1	29	0.03332751059584992	9.4957650525066e-4
Chow1.081222	K00929	be8b95457e0211cac08defa1e311b6f8	268	0.30799216688578546	1	268	0.30799216688578546	0.00877539666921306
Chow1.081222	K00929	c105bffdc5b8a1d14829a83840707e76	1057	1.2147302999935643	1	1057	1.2147302999935643	0.03461042641551568
Chow1.081222	K00929	c4fce517571e2bb80437ffd05e6faab8	248	0.2850076768196821	1	248	0.2850076768196821	0.00812051632076432
Chow1.081222	K00929	c556507dff4aa8d3b1bf5a4e484ddbb6	341.5	0.39246016787871546	1	341.5	0.39246016787871546	0.01118208194976216
Chow1.081222	K00929	cab1f3ff63df5a854dcf58cf595623cc	89	0.10228098079416008	1	89	0.10228098079416008	0.00291421755059687
Chow1.081222	K00929	cae2da4e292bc63db3f85b6febdab924	363	0.41716849469977657	1	363	0.41716849469977657	0.01188607832434455
Chow1.081222	K00929	ccd63a1df3f128611c9267dacf3a7562	504	0.5792091496658055	1	504	0.5792091496658055	0.01650298478090814
Chow1.081222	K00929	d0a08a6ccc08f2e5fff18d2211c5109e	43	0.0494166536421223	1	43	0.0494166536421223	0.00140799274916478
Chow1.081222	K00929	dd3d4fd4175f331d52749145db650b2c	53	0.06090889867517399	1	53	0.06090889867517399	0.00173543292338915
Chow1.081222	K00929	ddc9ed97bbbc1b98ce504bd560b01e88	22	0.02528293907271373	2	44	0.05056587814542746	0.00144073676658721
Chow1.081222	K00929	e1d0794790521a5fa5fd22f9628cb981	4408	5.065781610569188	1	4408	5.065781610569188	0.14433562879810136
Chow1.081222	K00929	e2bebd0eb850939e3ab5c3627bc5f261	101	0.11607167483382216	1	101	0.11607167483382216	0.00330714575966611
Chow1.081222	K00929	eae0738ba858df2d22433de0913bc58c	1.43	0.00164339103972639	1	1.43	0.00164339103972639	4.682394491408461e-5
Chow1.081222	K00929	efe6d368dc9bc431d6aaaf795ab9df54	192	0.2206511046345926	1	192	0.2206511046345926	0.00628685134510786
Chow1.081222	K00929	f02ccb4b14c74c9d4e485d482bb8c61c	269	0.30914139138909064	1	269	0.30914139138909064	0.00880814068663549
Chow1.081222	K00929	f1a19f355668a8aab3c8152791b1cffc	149	0.17123445099247028	1	149	0.17123445099247028	0.00487885859594308
Chow1.081222	K00929	f1bd365fcd44496f311286c573f1bd61	80	0.09193796026441356	1	80	0.09193796026441356	0.00261952139379494
