vendor	term	estimate	std.error	statistic	p.value	signif
charles_river	experiment_setsecond_set_arizona	1.4204438469095892	1.4829561615889835	0.9578461479182147	0.3399460352076291	ns
taconic	experiment_setnew_exp_anschutz	7.421344184013376	2.148970361414686	3.4534418516260224	0.0010840552876606466	**
