term	df	SumOfSqs	R2	statistic	p.value	signif
purified_diet	1	46.733059881105675	0.11251478315516023	75.2125155741702	0.001	***
high_fat	1	5.4011589797266595	0.01300386135503596	8.692663286221125	0.001	***
high_fiber	1	8.864796877855177	0.02134293583523036	14.267066503537563	0.001	***
study	1	4.724876004403207	0.011375638582685267	7.604248704692166	0.001	***
high_fat:high_fiber	1	2.2936145197330546	0.005522119479996394	3.6913593551427404	0.003	**
Residual	559	347.3328909970618	0.8362406615918918	NA	NA	
Total	564	415.35039725988554	1	NA	NA	
