sample_name
12849.AM.S3.HFD.1.0108
12849.AM.S3.HFD.1.0117
12849.AM.S3.HFD.1.0122
12849.AM.S3.HFD.1.0123
12849.AM.S3.HFD.1.0124
12849.AM.S3.HFD.1.0125
12849.AM.S3.HFD.1.0126
12849.AM.S3.HFD.1.0127
12849.AM.S3.HFD.2.0108
12849.AM.S3.HFD.2.0117
12849.AM.S3.HFD.2.0122
12849.AM.S3.HFD.2.0123
12849.AM.S3.HFD.2.0124
12849.AM.S3.HFD.2.0125
12849.AM.S3.HFD.2.0126
12849.AM.S3.HFD.3.0108
12849.AM.S3.HFD.3.0117
12849.AM.S3.HFD.3.0122
12849.AM.S3.HFD.3.0123
12849.AM.S3.HFD.3.0124
12849.AM.S3.HFD.3.0125
12849.AM.S3.HFD.3.0126
12849.AM.S3.HFD.3.0127
12849.AM.S3.HFD.4.0108
12849.AM.S3.HFD.4.0117
12849.AM.S3.HFD.4.0122
12849.AM.S3.HFD.4.0123
12849.AM.S3.HFD.4.0124
12849.AM.S3.HFD.4.0125
12849.AM.S3.HFD.4.0126
12849.AM.S3.HFD.4.0127
12849.AM.S3.HFD.5.0108
12849.AM.S3.HFD.5.0117
12849.AM.S3.HFD.5.0122
12849.AM.S3.HFD.5.0123
12849.AM.S3.HFD.5.0124
12849.AM.S3.HFD.5.0125
12849.AM.S3.HFD.5.0126
12849.AM.S3.HFD.5.0127
12849.AM.S6.chow.3.1.0326
12849.AM.S6.chow.3.1.0402
12849.AM.S6.chow.3.1.0407
12849.AM.S6.chow.3.1.0408
12849.AM.S6.chow.3.1.0409
12849.AM.S6.chow.3.1.0410
12849.AM.S6.chow.3.2.0326
12849.AM.S6.chow.3.2.0402
12849.AM.S6.chow.3.2.0407
12849.AM.S6.chow.3.2.0408
12849.AM.S6.chow.3.2.0409
12849.AM.S6.chow.3.2.0410
12849.AM.S6.chow.3.3.0326
12849.AM.S6.chow.3.3.0402
12849.AM.S6.chow.3.3.0407
12849.AM.S6.chow.3.3.0408
12849.AM.S6.chow.3.3.0409
12849.AM.S6.chow.3.3.0410
12849.AM.S6.chow.3.4.0326
12849.AM.S6.chow.3.4.0402
12849.AM.S6.chow.3.4.0407
12849.AM.S6.chow.3.4.0408
12849.AM.S6.chow.3.4.0409
12849.AM.S6.chow.3.4.0410
12849.AM.S6.chow.4.1.0326
12849.AM.S6.chow.4.1.0402
12849.AM.S6.chow.4.1.0407
12849.AM.S6.chow.4.1.0408
12849.AM.S6.chow.4.1.0409
12849.AM.S6.chow.4.1.0410
12849.AM.S6.chow.4.2.0326
12849.AM.S6.chow.4.2.0402
12849.AM.S6.chow.4.2.0407
12849.AM.S6.chow.4.2.0408
12849.AM.S6.chow.4.2.0409
12849.AM.S6.chow.4.2.0410
12849.AM.S6.chow.4.3.0326
12849.AM.S6.chow.4.3.0402
12849.AM.S6.chow.4.3.0407
12849.AM.S6.chow.4.3.0408
12849.AM.S6.chow.4.3.0409
12849.AM.S6.chow.4.3.0410
12849.AM.S6.chow.4.4.0326
12849.AM.S6.chow.4.4.0402
12849.AM.S6.chow.4.4.0407
12849.AM.S6.chow.4.4.0408
12849.AM.S6.chow.4.4.0409
12849.AM.S6.chow.4.4.0410
12849.AM.S6.hfd.3.1.0326
12849.AM.S6.hfd.3.1.0402
12849.AM.S6.hfd.3.1.0407
12849.AM.S6.hfd.3.1.0408
12849.AM.S6.hfd.3.1.0409
12849.AM.S6.hfd.3.1.0410
12849.AM.S6.hfd.3.2.0326
12849.AM.S6.hfd.3.2.0402
12849.AM.S6.hfd.3.2.0407
12849.AM.S6.hfd.3.2.0408
12849.AM.S6.hfd.3.2.0409
12849.AM.S6.hfd.3.2.0410
12849.AM.S6.hfd.3.3.0326
12849.AM.S6.hfd.3.3.0402
12849.AM.S6.hfd.3.3.0407
12849.AM.S6.hfd.3.3.0408
12849.AM.S6.hfd.3.3.0409
12849.AM.S6.hfd.3.3.0410
12849.AM.S6.hfd.3.4.0326
12849.AM.S6.hfd.3.4.0402
12849.AM.S6.hfd.3.4.0407
12849.AM.S6.hfd.3.4.0408
12849.AM.S6.hfd.3.4.0409
12849.AM.S6.hfd.3.4.0410
12849.AM.S6.hfd.4.1.0326
12849.AM.S6.hfd.4.1.0402
12849.AM.S6.hfd.4.1.0407
12849.AM.S6.hfd.4.1.0408
12849.AM.S6.hfd.4.1.0409
12849.AM.S6.hfd.4.1.0410
12849.AM.S6.hfd.4.2.0326
12849.AM.S6.hfd.4.2.0402
12849.AM.S6.hfd.4.2.0407
12849.AM.S6.hfd.4.2.0408
12849.AM.S6.hfd.4.2.0409
12849.AM.S6.hfd.4.2.0410
12849.AM.S6.hfd.4.3.0326
12849.AM.S6.hfd.4.3.0402
12849.AM.S6.hfd.4.3.0407
12849.AM.S6.hfd.4.3.0408
12849.AM.S6.hfd.4.3.0409
12849.AM.S6.hfd.4.3.0410
12849.AM.S6.hfd.4.4.0326
12849.AM.S6.hfd.4.4.0402
12849.AM.S6.hfd.4.4.0407
12849.AM.S6.hfd.4.4.0408
12849.AM.S6.hfd.4.4.0409
12849.AM.S6.hfd.4.4.0410
12849.AM.chow.3.1.0411
12849.AM.chow.3.2.0411
12849.AM.chow.3.3.0411
12849.AM.chow.3.3.0412
12849.AM.chow.3.4.0411
12849.AM.chow.3.4.0412
12849.AM.chow.4.1.0411
12849.AM.chow.4.1.0412
12849.AM.chow.4.2.0411
12849.AM.chow.4.2.0412
12849.AM.chow.4.3.0411
12849.AM.chow.4.3.0412
12849.AM.chow.4.4.0411
12849.AM.chow.4.4.0412
12849.AM.hfd.3.1.0411
12849.AM.hfd.3.1.0412
12849.AM.hfd.3.2.0411
12849.AM.hfd.3.2.0412
12849.AM.hfd.3.3.0411
12849.AM.hfd.3.3.0412
12849.AM.hfd.3.4.0411
12849.AM.hfd.3.4.0412
12849.AM.hfd.4.1.0411
12849.AM.hfd.4.1.0412
12849.AM.hfd.4.2.0411
12849.AM.hfd.4.2.0412
12849.AM.hfd.4.3.0411
12849.AM.hfd.4.3.0412
12849.AM.hfd.4.4.0411
12849.AM.hfd.4.4.0412
