term	df	SumOfSqs	R2	statistic	p.value	signif
purified_diet	1	39.27737154813004	0.11184540984204182	61.7541555865869	0.001	***
high_fat	1	5.815798192958084	0.016560943535972723	9.143934339598731	0.001	***
high_fiber	1	11.655388954580594	0.03318963828564891	18.325276731956468	0.001	***
study	1	3.1747367528444315	0.009040313016551216	4.991504768626621	0.002	**
high_fat:high_fiber	1	3.1315585668256745	0.00891735973018922	4.923617526882823	0.002	**
Residual	453	288.1206801760156	0.8204463355895951	NA	NA	
Total	458	351.17553419135476	1	NA	NA	
