sample_type,mouse_id,high_fat,high_fiber,purified_diet,facility,study,diet,histopathology,bile_acid,metabolomics,toxin,hypoxia,sequencing
colon,9873,0,1,1,2,4,LF/HF,0,0,0,0,0,1
colon,9873,0,1,1,2,4,LF/HF,0,0,0,0,0,1
colon,9874,0,0,0,2,4,LF/HF,0,0,0,0,0,1
colon,9874,0,1,1,2,4,LF/HF,0,0,0,0,0,1
colon,9874,0,1,1,2,4,LF/HF,0,0,0,0,0,1
colon,9874,0,1,1,2,4,LF/HF,0,0,0,0,0,1
colon,9875,0,0,0,2,4,LF/HF,0,0,0,0,0,1
colon,9875,0,1,1,2,4,LF/HF,0,0,0,0,0,1
colon,9875,0,1,1,2,4,LF/HF,0,0,0,0,0,1
colon,9875,0,1,1,2,4,LF/HF,0,0,0,0,0,1
colon,9876,0,0,0,2,4,HF/HF,0,0,0,0,0,1
colon,9876,1,1,1,2,4,HF/HF,0,0,0,0,0,1
colon,9876,1,1,1,2,4,HF/HF,0,0,0,0,0,1
colon,9876,1,1,1,2,4,HF/HF,0,0,0,0,0,1
colon,9877,0,0,0,2,4,HF/HF,0,0,0,0,0,1
colon,9877,1,1,1,2,4,HF/HF,0,0,0,0,0,1
colon,9877,1,1,1,2,4,HF/HF,0,0,0,0,0,1
colon,9877,1,1,1,2,4,HF/HF,0,0,0,0,0,1
colon,9878,0,0,0,2,4,HF/HF,0,0,0,0,0,1
colon,9878,1,1,1,2,4,HF/HF,0,0,0,0,0,1
colon,9878,1,1,1,2,4,HF/HF,0,0,0,0,0,1
colon,9878,1,1,1,2,4,HF/HF,0,0,0,0,0,1
colon,9879,0,0,0,2,4,HF/HF,0,0,0,0,0,1
colon,9879,1,1,1,2,4,HF/HF,0,0,0,0,0,1
colon,9879,1,1,1,2,4,HF/HF,0,0,0,0,0,1
colon,9879,1,1,1,2,4,HF/HF,0,0,0,0,0,1
colon,9880,0,0,0,2,4,HF/HF,0,0,0,0,0,1
colon,9880,1,1,1,2,4,HF/HF,0,0,0,0,0,1
colon,9880,1,1,1,2,4,HF/HF,0,0,0,0,0,1
colon,9880,1,1,1,2,4,HF/HF,0,0,0,0,0,1
colon,9881,0,0,0,2,4,LF/LF,0,0,0,0,0,1
colon,9881,0,0,1,2,4,LF/LF,0,0,0,0,0,1
colon,9881,0,0,1,2,4,LF/LF,0,0,0,0,0,1
colon,9881,0,0,1,2,4,LF/LF,0,0,0,0,0,1
colon,9882,0,0,0,2,4,LF/LF,0,0,0,0,0,1
colon,9882,0,0,1,2,4,LF/LF,0,0,0,0,0,1
colon,9882,0,0,1,2,4,LF/LF,0,0,0,0,0,1
colon,9882,0,0,1,2,4,LF/LF,0,0,0,0,0,1
colon,9883,0,0,0,2,4,LF/LF,0,0,0,0,0,1
colon,9883,0,0,1,2,4,LF/LF,0,0,0,0,0,1
colon,9883,0,0,1,2,4,LF/LF,0,0,0,0,0,1
colon,9883,0,0,1,2,4,LF/LF,0,0,0,0,0,1
colon,9884,0,0,0,2,4,LF/LF,0,0,0,0,0,1
colon,9884,0,0,1,2,4,LF/LF,0,0,0,0,0,1
colon,9884,0,0,1,2,4,LF/LF,0,0,0,0,0,1
colon,9884,0,0,1,2,4,LF/LF,0,0,0,0,0,1
colon,9885,0,0,0,2,4,LF/LF,0,0,0,0,0,1
colon,9885,0,0,1,2,4,LF/LF,0,0,0,0,0,1
colon,9885,0,0,1,2,4,LF/LF,0,0,0,0,0,1
colon,9885,0,0,1,2,4,LF/LF,0,0,0,0,0,1
colon,9886,0,0,0,2,4,HF/LF,0,0,0,0,0,1
colon,9886,1,0,1,2,4,HF/LF,0,0,0,0,0,1
colon,9886,1,0,1,2,4,HF/LF,0,0,0,0,0,1
colon,9886,1,0,1,2,4,HF/LF,0,0,0,0,0,1
colon,9887,0,0,0,2,4,HF/LF,0,0,0,0,0,1
colon,9887,1,0,1,2,4,HF/LF,0,0,0,0,0,1
colon,9887,1,0,1,2,4,HF/LF,0,0,0,0,0,1
colon,9887,1,0,1,2,4,HF/LF,0,0,0,0,0,1
colon,9888,0,0,0,2,4,HF/LF,0,0,0,0,0,1
colon,9888,1,0,1,2,4,HF/LF,0,0,0,0,0,1
colon,9888,1,0,1,2,4,HF/LF,0,0,0,0,0,1
colon,9888,1,0,1,2,4,HF/LF,0,0,0,0,0,1
colon,9889,0,0,0,2,4,HF/LF,0,0,0,0,0,1
colon,9889,1,0,1,2,4,HF/LF,0,0,0,0,0,1
colon,9889,1,0,1,2,4,HF/LF,0,0,0,0,0,1
colon,9889,1,0,1,2,4,HF/LF,0,0,0,0,0,1
colon,9890,0,0,0,2,4,HF/LF,0,0,0,0,0,1
colon,9890,1,0,1,2,4,HF/LF,0,0,0,0,0,1
colon,9890,1,0,1,2,4,HF/LF,0,0,0,0,0,1
colon,9890,1,0,1,2,4,HF/LF,0,0,0,0,0,1
colon,9939,0,0,0,2,5,Chow,0,0,0,0,0,1
colon,9939,0,0,0,2,5,Chow,0,0,0,0,0,1
colon,9939,0,0,0,2,5,Chow,0,0,0,0,0,1
colon,9939,0,0,0,2,5,Chow,0,0,0,0,0,1
colon,9940,0,0,0,2,5,Chow,0,0,0,0,0,1
colon,9940,0,0,0,2,5,Chow,0,0,0,0,0,1
colon,9940,0,0,0,2,5,Chow,0,0,0,0,0,1
colon,9940,0,0,0,2,5,Chow,0,0,0,0,0,1
colon,9941,0,0,0,2,5,Chow,0,0,0,0,0,1
colon,9941,0,0,0,2,5,Chow,0,0,0,0,0,1
colon,9941,0,0,0,2,5,Chow,0,0,0,0,0,1
colon,9941,0,0,0,2,5,Chow,0,0,0,0,0,1
colon,9942,0,0,0,2,5,Chow,0,0,0,0,0,1
colon,9942,0,0,0,2,5,Chow,0,0,0,0,0,1
colon,9942,0,0,0,2,5,Chow,0,0,0,0,0,1
colon,9942,0,0,0,2,5,Chow,0,0,0,0,0,1
colon,9943,0,0,0,2,5,Chow,0,0,0,0,0,1
colon,9943,0,0,0,2,5,Chow,0,0,0,0,0,1
colon,9943,0,0,0,2,5,Chow,0,0,0,0,0,1
colon,9943,0,0,0,2,5,Chow,0,0,0,0,0,1
colon,9944,0,0,0,2,5,LF/LF,0,0,0,0,0,1
colon,9944,0,0,1,2,5,LF/LF,0,0,0,0,0,1
colon,9944,0,0,1,2,5,LF/LF,0,0,0,0,0,1
colon,9944,0,0,1,2,5,LF/LF,0,0,0,0,0,1
colon,9945,0,0,0,2,5,LF/LF,0,0,0,0,0,1
colon,9945,0,0,1,2,5,LF/LF,0,0,0,0,0,1
colon,9945,0,0,1,2,5,LF/LF,0,0,0,0,0,1
colon,9945,0,0,1,2,5,LF/LF,0,0,0,0,0,1
colon,9946,0,0,0,2,5,LF/LF,0,0,0,0,0,1
colon,9946,0,0,1,2,5,LF/LF,0,0,0,0,0,1
colon,9946,0,0,1,2,5,LF/LF,0,0,0,0,0,1
colon,9946,0,0,1,2,5,LF/LF,0,0,0,0,0,1
colon,9947,0,0,0,2,5,LF/LF,0,0,0,0,0,1
colon,9947,0,0,1,2,5,LF/LF,0,0,0,0,0,1
colon,9947,0,0,1,2,5,LF/LF,0,0,0,0,0,1
colon,9947,0,0,1,2,5,LF/LF,0,0,0,0,0,1
colon,9948,0,0,0,2,5,LF/LF,0,0,0,0,0,1
colon,9948,0,0,1,2,5,LF/LF,0,0,0,0,0,1
colon,9948,0,0,1,2,5,LF/LF,0,0,0,0,0,1
colon,9948,0,0,1,2,5,LF/LF,0,0,0,0,0,1
colon,9949,0,0,0,2,5,HF/LF,0,0,0,0,0,1
colon,9949,1,0,1,2,5,HF/LF,0,0,0,0,0,1
colon,9949,1,0,1,2,5,HF/LF,0,0,0,0,0,1
colon,9949,1,0,1,2,5,HF/LF,0,0,0,0,0,1
colon,9950,0,0,0,2,5,HF/LF,0,0,0,0,0,1
colon,9950,1,0,1,2,5,HF/LF,0,0,0,0,0,1
colon,9950,1,0,1,2,5,HF/LF,0,0,0,0,0,1
colon,9950,1,0,1,2,5,HF/LF,0,0,0,0,0,1
colon,9951,0,0,0,2,5,HF/LF,0,0,0,0,0,1
colon,9951,1,0,1,2,5,HF/LF,0,0,0,0,0,1
colon,9951,1,0,1,2,5,HF/LF,0,0,0,0,0,1
colon,9951,1,0,1,2,5,HF/LF,0,0,0,0,0,1
colon,9952,0,0,0,2,5,HF/LF,0,0,0,0,0,1
colon,9952,1,0,1,2,5,HF/LF,0,0,0,0,0,1
colon,9952,1,0,1,2,5,HF/LF,0,0,0,0,0,1
colon,9952,1,0,1,2,5,HF/LF,0,0,0,0,0,1
colon,9953,0,0,0,2,5,HF/LF,0,0,0,0,0,1
colon,9953,1,0,1,2,5,HF/LF,0,0,0,0,0,1
colon,9953,1,0,1,2,5,HF/LF,0,0,0,0,0,1
colon,9953,1,0,1,2,5,HF/LF,0,0,0,0,0,1
