day_post_inf	term	estimate	std.error	statistic	p.value
-8	(Intercept)	39.693266590823704	7.7477813191578715	5.123178488875842	1.4456671159766762e-6
-3	seq_depth	2.969291452061965e-4	1.1097880116630975e-4	2.675548321712601	0.008622183468184557
-3	high_fat	3.8549711341609116	1.231002669815341	3.13157008403498	0.002237544810840258
-3	high_fiber	-4.807140402439044	1.5961486259019948	-3.0117122706680872	0.0032355687673930053
-3	purified_diet:seq_depth	-2.629848237713957e-4	1.1484631568335572e-4	-2.2898847229585892	0.0239714102562722
0	(Intercept)	16.07146313058548	4.658947450186499	3.449590986466726	8.018599509155023e-4
3	(Intercept)	34.83503696991118	11.89662090296937	2.9281455006451815	0.007356260797071127
3	purified_diet	-27.88690561753253	12.49315679628978	-2.23217446737036	0.03519750800473442
