tissue	term	estimate	std.error	statistic	p.value
colon	purified_diet	5.321904761904762	0.9472890417615024	5.618036868671654	2.0863522116879516e-7
cecum	purified_diet	2.0409523809523784	0.5703069384104845	3.578691128396164	5.56114981338859e-4
cecum	high_fat	-1.516363636363636	0.49315139505512073	-3.07484405715642	0.0027804735429901887
colon	high_fiber	2.5978787878787886	0.9382756204023416	2.768780016648832	0.006818242506877092
colon	high_fat	-2.0874545454545443	0.8191324372926923	-2.5483724614224443	0.012498350649212231
cecum	high_fat:high_fiber	1.9537995337995324	0.8073696423366492	2.4199566485370227	0.017509871456463405
cecum	high_fiber	0.8569696969696968	0.5648804882845673	1.5170814265016446	0.1327125046331868
colon	high_fat:high_fiber	1.1941212121212104	1.3410540242909152	0.8904348299857674	0.37558057050479643
