term	df	SumOfSqs	R2	statistic	p.value	signif
purified_diet	1	15.050928016833168	0.12470737622014692	67.8508666927657	0.001	***
high_fat	1	0.4223849640313748	0.0034997523448575376	1.9041474290135874	0.067	+
high_fiber	1	2.478260650355912	0.020534108126081436	11.17221030019957	0.001	***
study	1	2.0218876529139074	0.016752741354207713	9.114841918862332	0.001	***
high_fat:high_fiber	1	0.23037599445284584	0.0019088248764587777	1.0385546240970132	0.354	ns
Residual	453	100.4861208700282	0.8325971970782476	NA	NA	
Total	458	120.6899581486154	1	NA	NA	
