#SampleID	faith_pd
Chow1.050622	39.85604420159729
Chow1.070122	18.90150532671777
Chow1.081222	39.36271722001356
Chow2.050622	45.87482060328074
Chow2.070122	19.59548689693173
Chow2.071522	16.23533771524114
Chow2.081222	25.23390239978488
Chow3.050622	48.95828178328208
Chow3.070122	15.83542863776142
Chow3.071522	37.0029902142324
Chow3.081222	29.6765642091209
Chow4.050622	40.99939260200006
Chow4.081222	19.95441683771833
Ctrl1.061722	23.87503858534649
Ctrl1.070122	10.88739681822466
Ctrl1.071522	10.49754201644186
Ctrl1.081222	10.58839074590787
Ctrl2.060322	10.03461406274596
Ctrl2.061722	13.90910800772684
Ctrl2.070122	12.52940555469235
Ctrl2.071522	8.230658470769868
Ctrl2.081222	11.8455295742267
Ctrl3.061722	18.78847173249551
Ctrl3.070122	12.53331933003273
Ctrl3.071522	8.96711453419681
Ctrl3.081222	8.29632727335968
Ctrl4.070122	11.13265004700628
Ctrl4.071522	6.21060910941776
Ctrl5.061722	16.19080117940558
CtrlF1.050622	15.56535071390164
CtrlF1.060322	12.98857801831178
CtrlF2.060322	7.187523003401964
CtrlF2.061722	11.36290119584987
CtrlF3.060322	11.32776052326716
CtrlF3.061722	10.41991539693061
CtrlF4.060322	10.94886066168544
CtrlF4.061722	8.641854612156862
CtrlF5.060322	11.29382262858815
W+F2.060322	10.99774058050656
W+F4.060322	8.752028164222509
WD-3.061722	9.276490896088717
WD+1.081222	10.68004264087028
WD+F.081222	9.805747791721501
WD1.060322	6.169376768262566
WD1.070122	10.06424479796016
WD1.071522	7.12889824011279
WD2.060322	9.976896975935006
WD2.061722	8.292214164948177
WD2.070122	6.823790556934341
WD2.071522	7.198840312420259
WD3.060322	10.04528143871875
WD3.070122	8.17682032181466
WD3.071522	6.055074896299971
WD4.060322	9.23477939937095
WD4.070122	9.074838456367956
WD4.071522	5.575940802158698
WD5.060322	3.335916258041095
WD5.061722	9.139612406315848
WD5.071522	6.323319448419738
WDF2.061722	14.85717598366455
WDF3.061722	14.31393290140807
WDF4.061722	9.359292769131002
