mouse_id	tissue	score	diet	sampleid	microbe_product	concentration	conc_normalized
9742	cecum	4.5	Chow	Chow4.050622	Total TcB Neat	333.69	335.69
9743	cecum	2.1	Chow	Chow3.050622	Total TcA Neat	35.65	37.65
9743	cecum	2.1	Chow	Chow3.050622	Total TcB Neat	76.5	78.5
9747	cecum	3.8	LF/LF	CtrlF1.050622	Total TcA Neat	451.19	453.19
9747	cecum	3.8	LF/LF	CtrlF1.050622	Total TcB Neat	564.13	566.13
9831	cecum	2.9	LF/HF	CtrlF4.060322	Total TcA Neat	793.53	795.53
9831	cecum	2.9	LF/HF	CtrlF4.060322	Total TcB Neat	867.16	869.16
9832	cecum	4.1	LF/HF	CtrlF3.060322	Total TcA Neat	517.95	519.95
9832	cecum	4.1	LF/HF	CtrlF3.060322	Total TcB Neat	575.27	577.27
9833	cecum	3.6	LF/HF	CtrlF1.060322	Total TcA Neat	431.68	433.68
9833	cecum	3.6	LF/HF	CtrlF1.060322	Total TcB Neat	535.36	537.36
9834	cecum	4.7	LF/HF	CtrlF2.060322	Total TcA Neat	115.81	117.81
9834	cecum	4.7	LF/HF	CtrlF2.060322	Total TcB Neat	228.34	230.34
9835	cecum	2.2	LF/HF	CtrlF5.060322	Total TcA Neat	514.72	516.72
9835	cecum	2.2	LF/HF	CtrlF5.060322	Total TcB Neat	611.53	613.53
9836	cecum	1.6	HF/HF	W+F4.060322	Total TcA Neat	603.16	605.16
9836	cecum	1.6	HF/HF	W+F4.060322	Total TcB Neat	559.96	561.96
9837	cecum	2.3	HF/HF	W+F2.060322	Total TcA Neat	466.3	468.3
9837	cecum	2.3	HF/HF	W+F2.060322	Total TcB Neat	444.42	446.42
9842	cecum	4.1	LF/LF	Ctrl2.060322	Total TcA Neat	469.05	471.05
9842	cecum	4.1	LF/LF	Ctrl2.060322	Total TcB Neat	446.98	448.98
9846	cecum	0.1	HF/LF	WD3.060322	Total TcA Neat	428.88	430.88
9846	cecum	0.1	HF/LF	WD3.060322	Total TcB Neat	445.06	447.06
9847	cecum	4.9	HF/LF	WD1.060322	Total TcA Neat	470.41	472.41
9847	cecum	4.9	HF/LF	WD1.060322	Total TcB Neat	475.9	477.9
9848	cecum	4.8	HF/LF	WD4.060322	Total TcA Neat	623.63	625.63
9848	cecum	4.8	HF/LF	WD4.060322	Total TcB Neat	699.27	701.27
9849	cecum	0.6	HF/LF	WD2.060322	Total TcA Neat	392.56	394.56
9849	cecum	0.6	HF/LF	WD2.060322	Total TcB Neat	401.58	403.58
9851	cecum	0.1	HF/LF	WD5.060322	Total TcA Neat	368.74	370.74
9851	cecum	0.1	HF/LF	WD5.060322	Total TcB Neat	363.89	365.89
9939	cecum	4.9	Chow	Chow1.070122	Total TcA Neat	271.78	273.78
9939	cecum	4.9	Chow	Chow1.070122	Total TcB Neat	468.66	470.66
9941	cecum	3.9	Chow	Chow3.070122	Total TcA Neat	480.46	482.46
9941	cecum	3.9	Chow	Chow3.070122	Total TcB Neat	371.78	373.78
9943	cecum	3.2	Chow	Chow2.070122	Total TcA Neat	819.26	821.26
9943	cecum	3.2	Chow	Chow2.070122	Total TcB Neat	890.24	892.24
9945	cecum	4.6	LF/LF	Ctrl4.070122	Total TcA Neat	625.7	627.7
9945	cecum	4.6	LF/LF	Ctrl4.070122	Total TcB Neat	664.34	666.34
9946	cecum	4.2	LF/LF	Ctrl1.070122	Total TcA Neat	1299.99	1301.99
9946	cecum	4.2	LF/LF	Ctrl1.070122	Total TcB Neat	1449.47	1451.47
9947	cecum	6.1	LF/LF	Ctrl3.070122	Total TcA Neat	902.48	904.48
9947	cecum	6.1	LF/LF	Ctrl3.070122	Total TcB Neat	845.61	847.61
9948	cecum	3.7	LF/LF	Ctrl2.070122	Total TcA Neat	759.57	761.57
9948	cecum	3.7	LF/LF	Ctrl2.070122	Total TcB Neat	777.2	779.2
9949	cecum	2.6	HF/LF	WD2.070122	Total TcA Neat	469.03	471.03
9949	cecum	2.6	HF/LF	WD2.070122	Total TcB Neat	301.36	303.36
9950	cecum	3.7	HF/LF	WD3.070122	Total TcA Neat	900.12	902.12
9950	cecum	3.7	HF/LF	WD3.070122	Total TcB Neat	845.99	847.99
9952	cecum	1.5	HF/LF	WD4.070122	Total TcA Neat	355.21	357.21
9952	cecum	1.5	HF/LF	WD4.070122	Total TcB Neat	310.63	312.63
9953	cecum	0.2	HF/LF	WD1.070122	Total TcA Neat	369.58	371.58
9953	cecum	0.2	HF/LF	WD1.070122	Total TcB Neat	267.81	269.81
9962	cecum	1.9	Chow	Chow3.071522	Total TcA Neat	411.02	413.02
9962	cecum	1.9	Chow	Chow3.071522	Total TcB Neat	323.49	325.49
9965	cecum	2.1	Chow	Chow2.071522	Total TcA Neat	1330.94	1332.94
9965	cecum	2.1	Chow	Chow2.071522	Total TcB Neat	1204.32	1206.32
9966	cecum	0.9	LF/LF	Ctrl1.071522	Total TcA Neat	406.39	408.39
9966	cecum	0.9	LF/LF	Ctrl1.071522	Total TcB Neat	290.31	292.31
9968	cecum	3.4	LF/LF	Ctrl3.071522	Total TcA Neat	411.69	413.69
9968	cecum	3.4	LF/LF	Ctrl3.071522	Total TcB Neat	444.52	446.52
9969	cecum	4.9	LF/LF	Ctrl2.071522	Total TcA Neat	1151.11	1153.11
9969	cecum	4.9	LF/LF	Ctrl2.071522	Total TcB Neat	862.83	864.83
9970	cecum	3.3	LF/LF	Ctrl4.071522	Total TcA Neat	315.92	317.92
9970	cecum	3.3	LF/LF	Ctrl4.071522	Total TcB Neat	237.38	239.38
9971	cecum	0.3	HF/LF	WD3.071522	Total TcA Neat	460.76	462.76
9971	cecum	0.3	HF/LF	WD3.071522	Total TcB Neat	249.93	251.93
9972	cecum	0.2	HF/LF	WD2.071522	Total TcA Neat	0.75	2.75
9972	cecum	0.2	HF/LF	WD2.071522	Total TcB Neat	3.37	5.37
9973	cecum	0	HF/LF	WD5.071522	Total TcA Neat	0	2
9973	cecum	0	HF/LF	WD5.071522	Total TcB Neat	1.5	3.5
9974	cecum	0	HF/LF	WD1.071522	Total TcA Neat	0	2
9974	cecum	0	HF/LF	WD1.071522	Total TcB Neat	1.47	3.4699999999999998
9975	cecum	0.1	HF/LF	WD4.071522	Total TcA Neat	0	2
9975	cecum	0.1	HF/LF	WD4.071522	Total TcB Neat	0	2
103	colon	2.4	HF/HF	WD+F.081222	Total TcA Neat	242.37	244.37
103	colon	2.4	HF/HF	WD+F.081222	Total TcB Neat	226.64	228.64
106	colon	0.2	LF/LF	Ctrl2.081222	Total TcA Neat	114.86	116.86
106	colon	0.2	LF/LF	Ctrl2.081222	Total TcB Neat	103.25	105.25
108	colon	1.9	LF/LF	Ctrl3.081222	Total TcA Neat	73.35	75.35
108	colon	1.9	LF/LF	Ctrl3.081222	Total TcB Neat	103.25	105.25
109	colon	1.2	LF/LF	Ctrl1.081222	Total TcA Neat	111.86	113.86
109	colon	1.2	LF/LF	Ctrl1.081222	Total TcB Neat	83.45	85.45
113	colon	2.7	HF/LF	WD+1.081222	Total TcA Neat	71.99	73.99
113	colon	2.7	HF/LF	WD+1.081222	Total TcB Neat	92.81	94.81
114	colon	0	Chow	Chow4.081222	Total TcA Neat	45.16	47.16
114	colon	0	Chow	Chow4.081222	Total TcB Neat	4.35	6.35
115	colon	0.8	Chow	Chow3.081222	Total TcA Neat	314.02	316.02
115	colon	0.8	Chow	Chow3.081222	Total TcB Neat	169.47	171.47
116	colon	0	Chow	Chow2.081222	Total TcA Neat	25.87	27.87
116	colon	0	Chow	Chow2.081222	Total TcB Neat	3.57	5.57
117	colon	0	Chow	Chow1.081222	Total TcA Neat	0	2
117	colon	0	Chow	Chow1.081222	Total TcB Neat	0	2
9740	colon	0.4	Chow	Chow1.050622	Total TcA Neat	378.76	380.76
9740	colon	0.4	Chow	Chow1.050622	Total TcB Neat	436.61	438.61
9741	colon	0	Chow	Chow2.050622	Total TcA Neat	1.36	3.3600000000000003
9741	colon	0	Chow	Chow2.050622	Total TcB Neat	3.89	5.890000000000001
9742	colon	1.7	Chow	Chow4.050622	Total TcA Neat	55.82	57.82
9742	colon	1.7	Chow	Chow4.050622	Total TcB Neat	333.69	335.69
9743	colon	0	Chow	Chow3.050622	Total TcA Neat	35.65	37.65
9743	colon	0	Chow	Chow3.050622	Total TcB Neat	76.5	78.5
9747	colon	0	LF/LF	CtrlF1.050622	Total TcA Neat	451.19	453.19
9747	colon	0	LF/LF	CtrlF1.050622	Total TcB Neat	564.13	566.13
9831	colon	10.5	LF/HF	CtrlF4.060322	Total TcA Neat	793.53	795.53
9831	colon	10.5	LF/HF	CtrlF4.060322	Total TcB Neat	867.16	869.16
9832	colon	9.9	LF/HF	CtrlF3.060322	Total TcA Neat	517.95	519.95
9832	colon	9.9	LF/HF	CtrlF3.060322	Total TcB Neat	575.27	577.27
9833	colon	7	LF/HF	CtrlF1.060322	Total TcA Neat	431.68	433.68
9833	colon	7	LF/HF	CtrlF1.060322	Total TcB Neat	535.36	537.36
9834	colon	3.6	LF/HF	CtrlF2.060322	Total TcA Neat	115.81	117.81
9834	colon	3.6	LF/HF	CtrlF2.060322	Total TcB Neat	228.34	230.34
9835	colon	6.8	LF/HF	CtrlF5.060322	Total TcA Neat	514.72	516.72
9835	colon	6.8	LF/HF	CtrlF5.060322	Total TcB Neat	611.53	613.53
9836	colon	4.8	HF/HF	W+F4.060322	Total TcA Neat	603.16	605.16
9836	colon	4.8	HF/HF	W+F4.060322	Total TcB Neat	559.96	561.96
9837	colon	7.8	HF/HF	W+F2.060322	Total TcA Neat	466.3	468.3
9837	colon	7.8	HF/HF	W+F2.060322	Total TcB Neat	444.42	446.42
9842	colon	10.7	LF/LF	Ctrl2.060322	Total TcA Neat	469.05	471.05
9842	colon	10.7	LF/LF	Ctrl2.060322	Total TcB Neat	446.98	448.98
9846	colon	0	HF/LF	WD3.060322	Total TcA Neat	428.88	430.88
9846	colon	0	HF/LF	WD3.060322	Total TcB Neat	445.06	447.06
9847	colon	7.9	HF/LF	WD1.060322	Total TcA Neat	470.41	472.41
9847	colon	7.9	HF/LF	WD1.060322	Total TcB Neat	475.9	477.9
9848	colon	6.7	HF/LF	WD4.060322	Total TcA Neat	623.63	625.63
9848	colon	6.7	HF/LF	WD4.060322	Total TcB Neat	699.27	701.27
9849	colon	0	HF/LF	WD2.060322	Total TcA Neat	392.56	394.56
9849	colon	0	HF/LF	WD2.060322	Total TcB Neat	401.58	403.58
9851	colon	0	HF/LF	WD5.060322	Total TcA Neat	368.74	370.74
9851	colon	0	HF/LF	WD5.060322	Total TcB Neat	363.89	365.89
9939	colon	1.1	Chow	Chow1.070122	Total TcA Neat	271.78	273.78
9939	colon	1.1	Chow	Chow1.070122	Total TcB Neat	468.66	470.66
9941	colon	0	Chow	Chow3.070122	Total TcA Neat	480.46	482.46
9941	colon	0	Chow	Chow3.070122	Total TcB Neat	371.78	373.78
9943	colon	4.1	Chow	Chow2.070122	Total TcA Neat	819.26	821.26
9943	colon	4.1	Chow	Chow2.070122	Total TcB Neat	890.24	892.24
9945	colon	4.2	LF/LF	Ctrl4.070122	Total TcA Neat	625.7	627.7
9945	colon	4.2	LF/LF	Ctrl4.070122	Total TcB Neat	664.34	666.34
9946	colon	9.2	LF/LF	Ctrl1.070122	Total TcA Neat	1299.99	1301.99
9946	colon	9.2	LF/LF	Ctrl1.070122	Total TcB Neat	1449.47	1451.47
9947	colon	3.8	LF/LF	Ctrl3.070122	Total TcA Neat	902.48	904.48
9947	colon	3.8	LF/LF	Ctrl3.070122	Total TcB Neat	845.61	847.61
9948	colon	2.8	LF/LF	Ctrl2.070122	Total TcA Neat	759.57	761.57
9948	colon	2.8	LF/LF	Ctrl2.070122	Total TcB Neat	777.2	779.2
9949	colon	1	HF/LF	WD2.070122	Total TcA Neat	469.03	471.03
9949	colon	1	HF/LF	WD2.070122	Total TcB Neat	301.36	303.36
9950	colon	1.8	HF/LF	WD3.070122	Total TcA Neat	900.12	902.12
9950	colon	1.8	HF/LF	WD3.070122	Total TcB Neat	845.99	847.99
9952	colon	1.3	HF/LF	WD4.070122	Total TcA Neat	355.21	357.21
9952	colon	1.3	HF/LF	WD4.070122	Total TcB Neat	310.63	312.63
9953	colon	0.4	HF/LF	WD1.070122	Total TcA Neat	369.58	371.58
9953	colon	0.4	HF/LF	WD1.070122	Total TcB Neat	267.81	269.81
9962	colon	2.3	Chow	Chow3.071522	Total TcA Neat	411.02	413.02
9962	colon	2.3	Chow	Chow3.071522	Total TcB Neat	323.49	325.49
9965	colon	0	Chow	Chow2.071522	Total TcA Neat	1330.94	1332.94
9965	colon	0	Chow	Chow2.071522	Total TcB Neat	1204.32	1206.32
9966	colon	0.8	LF/LF	Ctrl1.071522	Total TcA Neat	406.39	408.39
9966	colon	0.8	LF/LF	Ctrl1.071522	Total TcB Neat	290.31	292.31
9968	colon	5.4	LF/LF	Ctrl3.071522	Total TcA Neat	411.69	413.69
9968	colon	5.4	LF/LF	Ctrl3.071522	Total TcB Neat	444.52	446.52
9969	colon	2.8	LF/LF	Ctrl2.071522	Total TcA Neat	1151.11	1153.11
9969	colon	2.8	LF/LF	Ctrl2.071522	Total TcB Neat	862.83	864.83
9970	colon	1.7	LF/LF	Ctrl4.071522	Total TcA Neat	315.92	317.92
9970	colon	1.7	LF/LF	Ctrl4.071522	Total TcB Neat	237.38	239.38
9971	colon	0	HF/LF	WD3.071522	Total TcA Neat	460.76	462.76
9971	colon	0	HF/LF	WD3.071522	Total TcB Neat	249.93	251.93
9972	colon	0	HF/LF	WD2.071522	Total TcA Neat	0.75	2.75
9972	colon	0	HF/LF	WD2.071522	Total TcB Neat	3.37	5.37
9973	colon	0	HF/LF	WD5.071522	Total TcA Neat	0	2
9973	colon	0	HF/LF	WD5.071522	Total TcB Neat	1.5	3.5
9974	colon	0	HF/LF	WD1.071522	Total TcA Neat	0	2
9974	colon	0	HF/LF	WD1.071522	Total TcB Neat	1.47	3.4699999999999998
9975	colon	0	HF/LF	WD4.071522	Total TcA Neat	0	2
9975	colon	0	HF/LF	WD4.071522	Total TcB Neat	0	2
