	shannon_entropy
AM.S6.hfd_4.4.0326	5.495094722232389
CDD02.CR.Chow.1.00	4.559541401732078
CDD02.CR.Chow.1.18	2.8960531168142762
CDD02.CR.Chow.2.00	4.124289045705921
CDD02.CR.Chow.2.18	2.877823648602274
CDD02.CR.Chow.3.00	4.718548092026253
CDD02.CR.Chow.3.18	2.6012814831195494
CDD02.CR.Chow.4.00	4.661800498893928
CDD02.CR.Chow.4.18	2.7735607478284967
CDD02.CR.Chow.5.00	4.439309689894172
CDD02.CR.Chow.5.18	3.0508468844247885
CDD02.CR.HFHF.1.00	5.578208046416455
CDD02.CR.HFHF.1.18	2.475200510102425
CDD02.CR.HFHF.2.00	5.5115435572926055
CDD02.CR.HFHF.2.18	2.3352452715747725
CDD02.CR.HFHF.3.00	4.692164660458964
CDD02.CR.HFHF.3.18	2.803548548666059
CDD02.CR.HFHF.4.00	4.191771030689048
CDD02.CR.HFHF.4.18	2.370863697418786
CDD02.CR.HFHF.5.00	4.340755305765596
CDD02.CR.HFHF.5.18	2.3819829983575267
CDD02.CR.HFLF.1.00	4.517641206764972
CDD02.CR.HFLF.1.18	1.624229370625655
CDD02.CR.HFLF.2.00	4.250316455272807
CDD02.CR.HFLF.2.18	1.510996205858165
CDD02.CR.HFLF.3.00	4.424692464033603
CDD02.CR.HFLF.3.18	1.4301933331469967
CDD02.CR.HFLF.4.00	4.807469903880242
CDD02.CR.HFLF.4.18	1.2692360529380673
CDD02.CR.HFLF.5.00	5.412156281559225
CDD02.CR.HFLF.5.18	1.4787724833811184
CDD02.CR.LFHF.1.00	4.145172132392151
CDD02.CR.LFHF.1.18	2.1883570093199536
CDD02.CR.LFHF.2.00	5.553948865802141
CDD02.CR.LFHF.2.18	2.3449440035718427
CDD02.CR.LFHF.3.00	3.8987484280612947
CDD02.CR.LFHF.3.18	2.116567639644854
CDD02.CR.LFHF.4.00	4.190349848476279
CDD02.CR.LFHF.4.18	2.199806770967053
CDD02.CR.LFHF.5.00	4.496837630844067
CDD02.CR.LFHF.5.18	2.3008085262971156
CDD02.CR.LFLF.1.00	4.499625199921932
CDD02.CR.LFLF.1.18	1.6380075136647365
CDD02.CR.LFLF.2.00	5.95839636812157
CDD02.CR.LFLF.2.18	1.5679496558612807
CDD02.CR.LFLF.3.00	3.9488845078158237
CDD02.CR.LFLF.3.18	1.7465990038720562
CDD02.CR.LFLF.4.00	4.513859744148617
CDD02.CR.LFLF.4.18	1.9030517109993428
CDD02.CR.LFLF.5.00	4.089225417205535
CDD02.CR.LFLF.5.18	1.7681663154182967
CDD02.Tc.Chow.1.00	6.46328507725789
CDD02.Tc.Chow.1.18	2.481237715714833
CDD02.Tc.Chow.2.00	6.55721973005216
CDD02.Tc.Chow.2.18	3.0543446908179583
CDD02.Tc.Chow.3.00	4.684672163012467
CDD02.Tc.Chow.4.00	6.272839584949911
CDD02.Tc.Chow.4.18	2.737181812761053
CDD02.Tc.Chow.5.00	5.491235517901349
CDD02.Tc.Chow.5.18	3.015519438830854
CDD02.Tc.HFHF.1.00	6.549792144090228
CDD02.Tc.HFHF.2.00	6.4374380674453135
CDD02.Tc.HFHF.2.18	1.5683517166095267
CDD02.Tc.HFHF.3.00	5.575922178319126
CDD02.Tc.HFHF.3.18	2.1317022968843102
CDD02.Tc.HFHF.4.00	5.479882469627907
CDD02.Tc.HFHF.4.18	2.7579500976178735
