#SampleID	faith_pd
CDD02.CR.Chow.1.00	47.13282183115217
CDD02.CR.Chow.1.18	11.57873110967085
CDD02.CR.Chow.2.00	40.939502193164
CDD02.CR.Chow.2.18	10.5443516360549
CDD02.CR.Chow.3.00	42.63748170285953
CDD02.CR.Chow.4.00	44.41954179435282
CDD02.CR.Chow.4.18	9.678933673734605
CDD02.CR.Chow.5.00	40.16432241204478
CDD02.CR.Chow.5.18	11.69534760565648
CDD02.CR.HFHF.1.00	50.44466918324264
CDD02.CR.HFHF.1.18	7.092565779840697
CDD02.CR.HFHF.2.00	47.75150464064455
CDD02.CR.HFHF.2.18	8.140422078908102
CDD02.CR.HFHF.3.00	46.22700973644703
CDD02.CR.HFHF.3.18	7.781841523112348
CDD02.CR.HFHF.4.00	45.47988917740804
CDD02.CR.HFHF.4.18	9.056632176173821
CDD02.CR.HFHF.5.00	44.3928710302493
CDD02.CR.HFHF.5.18	6.431099956479216
CDD02.CR.HFLF.1.00	49.85566963593544
CDD02.CR.HFLF.1.18	6.633614794809148
CDD02.CR.HFLF.2.00	42.9742426349797
CDD02.CR.HFLF.2.18	10.57951642269825
CDD02.CR.HFLF.3.00	45.81194178870021
CDD02.CR.HFLF.3.18	10.07514958255706
CDD02.CR.HFLF.4.00	47.69847224074073
CDD02.CR.HFLF.4.18	6.116350116973081
CDD02.CR.HFLF.5.00	47.74867852807188
CDD02.CR.HFLF.5.18	9.179923186849976
CDD02.CR.LFHF.1.00	45.15262807836916
CDD02.CR.LFHF.1.18	8.490063048285151
CDD02.CR.LFHF.2.00	47.02751069153123
CDD02.CR.LFHF.2.18	6.470510357614899
CDD02.CR.LFHF.3.00	39.60247160171264
CDD02.CR.LFHF.3.18	10.20826581901667
CDD02.CR.LFHF.4.00	42.6285253441946
CDD02.CR.LFHF.4.18	7.092412806912932
CDD02.CR.LFHF.5.00	44.44569237426316
CDD02.CR.LFHF.5.18	8.502550532715418
CDD02.CR.LFLF.1.00	45.50268233975225
CDD02.CR.LFLF.1.18	8.082000003373764
CDD02.CR.LFLF.2.00	69.80467600337946
CDD02.CR.LFLF.2.18	6.724939946186396
CDD02.CR.LFLF.3.00	47.9750945010104
CDD02.CR.LFLF.3.18	6.115271176688623
CDD02.CR.LFLF.4.00	43.79180634167659
CDD02.CR.LFLF.4.18	6.978774656263113
CDD02.CR.LFLF.5.00	42.86761942758224
CDD02.CR.LFLF.5.18	9.215003181970928
CDD02.Tc.Chow.1.00	80.37904782712391
CDD02.Tc.Chow.2.00	72.90554992897168
CDD02.Tc.Chow.3.00	47.19626514414628
CDD02.Tc.Chow.4.00	69.8465917331369
CDD02.Tc.Chow.5.00	56.06934529761676
CDD02.Tc.Chow.5.18	10.03121469300703
CDD02.Tc.HFHF.1.00	79.64015024471692
CDD02.Tc.HFHF.2.00	74.98403194552409
CDD02.Tc.HFHF.2.18	7.503526568027894
CDD02.Tc.HFHF.3.00	64.96585315589343
CDD02.Tc.HFHF.3.18	7.497989187661972
CDD02.Tc.HFHF.4.00	65.54689138523943
CDD02.Tc.HFHF.5.00	75.22338371786228
CDD02.Tc.HFLF.1.00	57.94509461918418
CDD02.Tc.HFLF.1.18	5.079708001328186
CDD02.Tc.HFLF.2.00	60.79773477368948
CDD02.Tc.HFLF.2.18	4.832041415501521
CDD02.Tc.HFLF.3.00	75.79447165078031
CDD02.Tc.HFLF.3.18	6.71671418838514
CDD02.Tc.HFLF.4.00	72.70911023967776
CDD02.Tc.HFLF.5.00	65.60028733700707
CDD02.Tc.HFLF.5.18	4.827555306897466
CDD02.Tc.LFHF.1.00	55.68663855824875
CDD02.Tc.LFHF.1.18	8.775349317623807
CDD02.Tc.LFHF.2.00	49.62285138750957
CDD02.Tc.LFHF.2.18	11.64084153623861
CDD02.Tc.LFHF.3.00	62.08408178241689
CDD02.Tc.LFHF.4.00	65.98645485513916
CDD02.Tc.LFHF.5.00	51.27354196740734
CDD02.Tc.LFLF.1.00	75.52307496282805
CDD02.Tc.LFLF.1.18	7.139727287739561
CDD02.Tc.LFLF.2.00	63.93066558038331
CDD02.Tc.LFLF.2.18	6.710265106583279
CDD02.Tc.LFLF.3.00	51.34189781411581
CDD02.Tc.LFLF.3.18	6.003124705962819
CDD02.Tc.LFLF.4.00	73.17838031284785
CDD02.Tc.LFLF.4.18	6.290598620109392
CDD02.Tc.LFLF.5.00	43.94620237376319
CDD02.Tc.LFLF.5.18	10.56418059112303
