"mouse_id","day","weight","study","diet"
359,20,14.4,"Study 16","chow"
359,21,16.1,"Study 16","chow"
359,22,15.2,"Study 16","chow"
359,23,18.5,"Study 16","chow"
359,24,19.3,"Study 16","chow"
359,25,19.4,"Study 16","chow"
359,26,19.1,"Study 16","chow"
359,27,19.8,"Study 16","chow"
359,28,19.8,"Study 16","chow"
359,29,19.5,"Study 16","chow"
360,0,19.3,"Study 16","chow"
360,8,20.1,"Study 16","chow"
360,13,20.6,"Study 16","chow"
360,14,20.9,"Study 16","chow"
360,15,21.4,"Study 16","chow"
360,16,20.7,"Study 16","chow"
360,17,18.3,"Study 16","chow"
360,18,17.5,"Study 16","chow"
360,19,19.3,"Study 16","chow"
360,20,20.3,"Study 16","chow"
360,21,20.8,"Study 16","chow"
360,22,20.4,"Study 16","chow"
360,23,20.1,"Study 16","chow"
360,24,20.3,"Study 16","chow"
360,25,20.9,"Study 16","chow"
360,26,20.9,"Study 16","chow"
360,27,21,"Study 16","chow"
360,28,20.7,"Study 16","chow"
360,29,21,"Study 16","chow"
361,0,16.4,"Study 16","LF/LF"
361,8,17.1,"Study 16","LF/LF"
361,13,17.8,"Study 16","LF/LF"
361,14,18.2,"Study 16","LF/LF"
361,15,18.8,"Study 16","LF/LF"
361,16,19.4,"Study 16","LF/LF"
361,17,19.2,"Study 16","LF/LF"
361,18,16.8,"Study 16","LF/LF"
361,19,15.9,"Study 16","LF/LF"
361,20,NA,"Study 16","LF/LF"
361,21,NA,"Study 16","LF/LF"
361,22,NA,"Study 16","LF/LF"
361,23,NA,"Study 16","LF/LF"
361,24,NA,"Study 16","LF/LF"
361,25,NA,"Study 16","LF/LF"
361,26,NA,"Study 16","LF/LF"
361,27,NA,"Study 16","LF/LF"
361,28,NA,"Study 16","LF/LF"
361,29,NA,"Study 16","LF/LF"
362,0,18.2,"Study 16","LF/LF"
362,8,18.5,"Study 16","LF/LF"
362,13,18.8,"Study 16","LF/LF"
362,14,18.4,"Study 16","LF/LF"
362,15,18.9,"Study 16","LF/LF"
362,16,18.8,"Study 16","LF/LF"
362,17,19.1,"Study 16","LF/LF"
362,18,16.5,"Study 16","LF/LF"
362,19,15.2,"Study 16","LF/LF"
362,20,14.4,"Study 16","LF/LF"
362,21,15.6,"Study 16","LF/LF"
362,22,17,"Study 16","LF/LF"
362,23,18.5,"Study 16","LF/LF"
362,24,19.4,"Study 16","LF/LF"
362,25,20.2,"Study 16","LF/LF"
362,26,19.5,"Study 16","LF/LF"
362,27,19.6,"Study 16","LF/LF"
362,28,19.2,"Study 16","LF/LF"
362,29,19.3,"Study 16","LF/LF"
363,0,17.6,"Study 16","LF/LF"
363,8,17.8,"Study 16","LF/LF"
363,13,18.2,"Study 16","LF/LF"
363,14,19.3,"Study 16","LF/LF"
363,15,19.6,"Study 16","LF/LF"
363,16,19.5,"Study 16","LF/LF"
363,17,19.2,"Study 16","LF/LF"
363,18,16.9,"Study 16","LF/LF"
363,19,15.9,"Study 16","LF/LF"
363,20,16.6,"Study 16","LF/LF"
363,21,17.9,"Study 16","LF/LF"
363,22,18.7,"Study 16","LF/LF"
363,23,19.4,"Study 16","LF/LF"
363,24,19.5,"Study 16","LF/LF"
363,25,19.5,"Study 16","LF/LF"
363,26,19.4,"Study 16","LF/LF"
363,27,19.7,"Study 16","LF/LF"
363,28,20,"Study 16","LF/LF"
363,29,20.2,"Study 16","LF/LF"
364,0,17.4,"Study 16","LF/LF"
364,8,17.8,"Study 16","LF/LF"
364,13,18.9,"Study 16","LF/LF"
364,14,18.6,"Study 16","LF/LF"
364,15,19.5,"Study 16","LF/LF"
364,16,19.9,"Study 16","LF/LF"
364,17,19.6,"Study 16","LF/LF"
364,18,17,"Study 16","LF/LF"
364,19,NA,"Study 16","LF/LF"
364,20,NA,"Study 16","LF/LF"
364,21,NA,"Study 16","LF/LF"
364,22,NA,"Study 16","LF/LF"
364,23,NA,"Study 16","LF/LF"
364,24,NA,"Study 16","LF/LF"
364,25,NA,"Study 16","LF/LF"
364,26,NA,"Study 16","LF/LF"
364,27,NA,"Study 16","LF/LF"
364,28,NA,"Study 16","LF/LF"
364,29,NA,"Study 16","LF/LF"
365,0,16.8,"Study 16","LF/LF"
365,8,17.9,"Study 16","LF/LF"
365,13,18.5,"Study 16","LF/LF"
365,14,18.9,"Study 16","LF/LF"
365,15,19.5,"Study 16","LF/LF"
365,16,19.3,"Study 16","LF/LF"
365,17,19.6,"Study 16","LF/LF"
365,18,18.1,"Study 16","LF/LF"
365,19,15.9,"Study 16","LF/LF"
365,20,NA,"Study 16","LF/LF"
365,21,NA,"Study 16","LF/LF"
365,22,NA,"Study 16","LF/LF"
365,23,NA,"Study 16","LF/LF"
365,24,NA,"Study 16","LF/LF"
365,25,NA,"Study 16","LF/LF"
365,26,NA,"Study 16","LF/LF"
365,27,NA,"Study 16","LF/LF"
365,28,NA,"Study 16","LF/LF"
365,29,NA,"Study 16","LF/LF"
366,0,15.8,"Study 16","LF/LF"
366,8,15.9,"Study 16","LF/LF"
366,13,16.3,"Study 16","LF/LF"
366,14,17,"Study 16","LF/LF"
366,15,17.4,"Study 16","LF/LF"
366,16,17.2,"Study 16","LF/LF"
366,17,15.9,"Study 16","LF/LF"
366,18,NA,"Study 16","LF/LF"
366,19,NA,"Study 16","LF/LF"
366,20,NA,"Study 16","LF/LF"
366,21,NA,"Study 16","LF/LF"
366,22,NA,"Study 16","LF/LF"
366,23,NA,"Study 16","LF/LF"
366,24,NA,"Study 16","LF/LF"
366,25,NA,"Study 16","LF/LF"
366,26,NA,"Study 16","LF/LF"
366,27,NA,"Study 16","LF/LF"
366,28,NA,"Study 16","LF/LF"
366,29,NA,"Study 16","LF/LF"
367,0,16.8,"Study 16","LF/LF"
367,8,16.5,"Study 16","LF/LF"
367,13,17.3,"Study 16","LF/LF"
367,14,17.4,"Study 16","LF/LF"
367,15,18.3,"Study 16","LF/LF"
367,16,17.9,"Study 16","LF/LF"
367,17,18,"Study 16","LF/LF"
367,18,15.6,"Study 16","LF/LF"
367,19,NA,"Study 16","LF/LF"
367,20,NA,"Study 16","LF/LF"
367,21,NA,"Study 16","LF/LF"
367,22,NA,"Study 16","LF/LF"
367,23,NA,"Study 16","LF/LF"
367,24,NA,"Study 16","LF/LF"
367,25,NA,"Study 16","LF/LF"
367,26,NA,"Study 16","LF/LF"
367,27,NA,"Study 16","LF/LF"
367,28,NA,"Study 16","LF/LF"
367,29,NA,"Study 16","LF/LF"
368,0,18.3,"Study 16","LF/LF"
368,8,18.7,"Study 16","LF/LF"
368,13,18.7,"Study 16","LF/LF"
368,14,19.3,"Study 16","LF/LF"
368,15,19.6,"Study 16","LF/LF"
368,16,19.4,"Study 16","LF/LF"
368,17,18.5,"Study 16","LF/LF"
368,18,16.2,"Study 16","LF/LF"
368,19,NA,"Study 16","LF/LF"
368,20,NA,"Study 16","LF/LF"
368,21,NA,"Study 16","LF/LF"
368,22,NA,"Study 16","LF/LF"
368,23,NA,"Study 16","LF/LF"
368,24,NA,"Study 16","LF/LF"
368,25,NA,"Study 16","LF/LF"
368,26,NA,"Study 16","LF/LF"
368,27,NA,"Study 16","LF/LF"
368,28,NA,"Study 16","LF/LF"
368,29,NA,"Study 16","LF/LF"
369,0,17.9,"Study 16","LF/LF"
369,8,17.8,"Study 16","LF/LF"
369,13,18,"Study 16","LF/LF"
369,14,19.3,"Study 16","LF/LF"
369,15,19.8,"Study 16","LF/LF"
369,16,19.3,"Study 16","LF/LF"
369,17,19.1,"Study 16","LF/LF"
369,18,15.6,"Study 16","LF/LF"
369,19,NA,"Study 16","LF/LF"
369,20,NA,"Study 16","LF/LF"
369,21,NA,"Study 16","LF/LF"
369,22,NA,"Study 16","LF/LF"
369,23,NA,"Study 16","LF/LF"
369,24,NA,"Study 16","LF/LF"
369,25,NA,"Study 16","LF/LF"
369,26,NA,"Study 16","LF/LF"
369,27,NA,"Study 16","LF/LF"
369,28,NA,"Study 16","LF/LF"
369,29,NA,"Study 16","LF/LF"
370,0,17.1,"Study 16","LF/LF"
370,8,17.4,"Study 16","LF/LF"
370,13,18,"Study 16","LF/LF"
370,14,18.8,"Study 16","LF/LF"
370,15,19.4,"Study 16","LF/LF"
370,16,19.3,"Study 16","LF/LF"
370,17,19.2,"Study 16","LF/LF"
370,18,15.6,"Study 16","LF/LF"
370,19,14.6,"Study 16","LF/LF"
370,20,14,"Study 16","LF/LF"
370,21,15.4,"Study 16","LF/LF"
370,22,16.5,"Study 16","LF/LF"
370,23,16.8,"Study 16","LF/LF"
370,24,17.1,"Study 16","LF/LF"
370,25,17.6,"Study 16","LF/LF"
370,26,17.3,"Study 16","LF/LF"
370,27,17.9,"Study 16","LF/LF"
370,28,18.6,"Study 16","LF/LF"
370,29,19.1,"Study 16","LF/LF"
371,0,16.5,"Study 17","LF/LF"
371,8,18.4,"Study 17","LF/LF"
371,13,19.4,"Study 17","LF/LF"
371,14,19.7,"Study 17","LF/LF"
371,15,20,"Study 17","LF/LF"
371,16,20.2,"Study 17","LF/LF"
371,17,20.1,"Study 17","LF/LF"
371,18,20.4,"Study 17","LF/LF"
371,19,17,"Study 17","LF/LF"
371,20,16.9,"Study 17","LF/LF"
371,21,18.1,"Study 17","LF/LF"
371,22,19.7,"Study 17","LF/LF"
371,23,19.8,"Study 17","LF/LF"
371,24,20,"Study 17","LF/LF"
371,25,19.5,"Study 17","LF/LF"
371,26,19.7,"Study 17","LF/LF"
371,27,19.6,"Study 17","LF/LF"
371,28,19.8,"Study 17","LF/LF"
371,29,20.1,"Study 17","LF/LF"
372,0,14,"Study 17","LF/LF"
372,8,15.1,"Study 17","LF/LF"
372,13,15.9,"Study 17","LF/LF"
372,14,16.1,"Study 17","LF/LF"
372,15,16.4,"Study 17","LF/LF"
372,16,16.4,"Study 17","LF/LF"
372,17,16.1,"Study 17","LF/LF"
372,18,15.3,"Study 17","LF/LF"
372,19,NA,"Study 17","LF/LF"
372,20,NA,"Study 17","LF/LF"
372,21,NA,"Study 17","LF/LF"
372,22,NA,"Study 17","LF/LF"
372,23,NA,"Study 17","LF/LF"
372,24,NA,"Study 17","LF/LF"
372,25,NA,"Study 17","LF/LF"
372,26,NA,"Study 17","LF/LF"
372,27,NA,"Study 17","LF/LF"
372,28,NA,"Study 17","LF/LF"
372,29,NA,"Study 17","LF/LF"
373,0,17.2,"Study 17","LF/LF"
373,8,18.2,"Study 17","LF/LF"
373,13,19,"Study 17","LF/LF"
373,14,19.3,"Study 17","LF/LF"
373,15,19.8,"Study 17","LF/LF"
373,16,21,"Study 17","LF/LF"
373,17,20.7,"Study 17","LF/LF"
373,18,21.1,"Study 17","LF/LF"
373,19,19.9,"Study 17","LF/LF"
373,20,19.7,"Study 17","LF/LF"
373,21,20.8,"Study 17","LF/LF"
373,22,20.4,"Study 17","LF/LF"
373,23,20.3,"Study 17","LF/LF"
373,24,19.9,"Study 17","LF/LF"
373,25,19.9,"Study 17","LF/LF"
373,26,19.8,"Study 17","LF/LF"
373,27,19.5,"Study 17","LF/LF"
373,28,19.5,"Study 17","LF/LF"
373,29,19.4,"Study 17","LF/LF"
374,0,16.9,"Study 17","LF/LF"
374,8,18.4,"Study 17","LF/LF"
374,13,19.6,"Study 17","LF/LF"
374,14,20.2,"Study 17","LF/LF"
374,15,19.8,"Study 17","LF/LF"
374,16,20,"Study 17","LF/LF"
374,17,20.3,"Study 17","LF/LF"
374,18,20.8,"Study 17","LF/LF"
374,19,19.2,"Study 17","LF/LF"
374,20,17.5,"Study 17","LF/LF"
374,21,16.8,"Study 17","LF/LF"
374,22,NA,"Study 17","LF/LF"
374,23,NA,"Study 17","LF/LF"
374,24,NA,"Study 17","LF/LF"
374,25,NA,"Study 17","LF/LF"
374,26,NA,"Study 17","LF/LF"
374,27,NA,"Study 17","LF/LF"
374,28,NA,"Study 17","LF/LF"
374,29,NA,"Study 17","LF/LF"
375,0,15.4,"Study 17","LF/LF"
375,8,16.3,"Study 17","LF/LF"
375,13,16.8,"Study 17","LF/LF"
375,14,17.6,"Study 17","LF/LF"
375,15,17.6,"Study 17","LF/LF"
375,16,18.2,"Study 17","LF/LF"
375,17,18.5,"Study 17","LF/LF"
375,18,18.8,"Study 17","LF/LF"
375,19,16.1,"Study 17","LF/LF"
375,20,NA,"Study 17","LF/LF"
375,21,NA,"Study 17","LF/LF"
375,22,NA,"Study 17","LF/LF"
375,23,NA,"Study 17","LF/LF"
375,24,NA,"Study 17","LF/LF"
375,25,NA,"Study 17","LF/LF"
375,26,NA,"Study 17","LF/LF"
375,27,NA,"Study 17","LF/LF"
375,28,NA,"Study 17","LF/LF"
375,29,NA,"Study 17","LF/LF"
376,0,16.6,"Study 17","LF/LF"
376,8,18.2,"Study 17","LF/LF"
376,13,18.8,"Study 17","LF/LF"
376,14,19.1,"Study 17","LF/LF"
376,15,19.6,"Study 17","LF/LF"
376,16,19.4,"Study 17","LF/LF"
376,17,19.5,"Study 17","LF/LF"
376,18,19.9,"Study 17","LF/LF"
376,19,16.5,"Study 17","LF/LF"
376,20,NA,"Study 17","LF/LF"
376,21,NA,"Study 17","LF/LF"
376,22,NA,"Study 17","LF/LF"
376,23,NA,"Study 17","LF/LF"
376,24,NA,"Study 17","LF/LF"
376,25,NA,"Study 17","LF/LF"
376,26,NA,"Study 17","LF/LF"
376,27,NA,"Study 17","LF/LF"
376,28,NA,"Study 17","LF/LF"
376,29,NA,"Study 17","LF/LF"
377,0,16.6,"Study 17","LF/LF"
377,8,17.8,"Study 17","LF/LF"
377,13,18.7,"Study 17","LF/LF"
377,14,19.3,"Study 17","LF/LF"
377,15,19.7,"Study 17","LF/LF"
377,16,19.6,"Study 17","LF/LF"
377,17,19.6,"Study 17","LF/LF"
377,18,18.5,"Study 17","LF/LF"
377,19,NA,"Study 17","LF/LF"
377,20,NA,"Study 17","LF/LF"
377,21,NA,"Study 17","LF/LF"
377,22,NA,"Study 17","LF/LF"
377,23,NA,"Study 17","LF/LF"
377,24,NA,"Study 17","LF/LF"
377,25,NA,"Study 17","LF/LF"
377,26,NA,"Study 17","LF/LF"
377,27,NA,"Study 17","LF/LF"
377,28,NA,"Study 17","LF/LF"
377,29,NA,"Study 17","LF/LF"
378,0,15.1,"Study 17","LF/LF"
378,8,17.6,"Study 17","LF/LF"
378,13,18.2,"Study 17","LF/LF"
378,14,18.7,"Study 17","LF/LF"
378,15,18.6,"Study 17","LF/LF"
378,16,18.9,"Study 17","LF/LF"
378,17,19.1,"Study 17","LF/LF"
378,18,19.1,"Study 17","LF/LF"
378,19,17,"Study 17","LF/LF"
378,20,17.6,"Study 17","LF/LF"
378,21,18.4,"Study 17","LF/LF"
378,22,18.8,"Study 17","LF/LF"
378,23,18.3,"Study 17","LF/LF"
378,24,17.5,"Study 17","LF/LF"
378,25,17.9,"Study 17","LF/LF"
378,26,18,"Study 17","LF/LF"
378,27,18.3,"Study 17","LF/LF"
378,28,18.5,"Study 17","LF/LF"
378,29,18.7,"Study 17","LF/LF"
379,0,15.8,"Study 17","LF/LF"
379,8,17.1,"Study 17","LF/LF"
379,13,18.3,"Study 17","LF/LF"
379,14,18.3,"Study 17","LF/LF"
379,15,18.5,"Study 17","LF/LF"
379,16,18.8,"Study 17","LF/LF"
379,17,18.7,"Study 17","LF/LF"
379,18,19.1,"Study 17","LF/LF"
379,19,16.7,"Study 17","LF/LF"
379,20,17.1,"Study 17","LF/LF"
379,21,18.2,"Study 17","LF/LF"
379,22,18.2,"Study 17","LF/LF"
379,23,18.1,"Study 17","LF/LF"
379,24,17.3,"Study 17","LF/LF"
379,25,17.5,"Study 17","LF/LF"
379,26,17.4,"Study 17","LF/LF"
379,27,17.6,"Study 17","LF/LF"
379,28,17.5,"Study 17","LF/LF"
379,29,17.4,"Study 17","LF/LF"
380,0,16.5,"Study 17","LF/LF"
380,8,17,"Study 17","LF/LF"
380,13,17.9,"Study 17","LF/LF"
380,14,18.4,"Study 17","LF/LF"
380,15,18.4,"Study 17","LF/LF"
380,16,18.9,"Study 17","LF/LF"
380,17,18.6,"Study 17","LF/LF"
380,18,16.9,"Study 17","LF/LF"
380,19,NA,"Study 17","LF/LF"
380,20,NA,"Study 17","LF/LF"
380,21,NA,"Study 17","LF/LF"
380,22,NA,"Study 17","LF/LF"
380,23,NA,"Study 17","LF/LF"
380,24,NA,"Study 17","LF/LF"
380,25,NA,"Study 17","LF/LF"
380,26,NA,"Study 17","LF/LF"
380,27,NA,"Study 17","LF/LF"
380,28,NA,"Study 17","LF/LF"
380,29,NA,"Study 17","LF/LF"
381,0,16.3,"Study 17","HF/LF"
381,8,18.4,"Study 17","HF/LF"
381,13,19.1,"Study 17","HF/LF"
381,14,19.3,"Study 17","HF/LF"
381,15,19.4,"Study 17","HF/LF"
381,16,19.3,"Study 17","HF/LF"
381,17,19.3,"Study 17","HF/LF"
381,18,19.3,"Study 17","HF/LF"
381,19,17.8,"Study 17","HF/LF"
381,20,16.9,"Study 17","HF/LF"
381,21,NA,"Study 17","HF/LF"
381,22,NA,"Study 17","HF/LF"
381,23,NA,"Study 17","HF/LF"
381,24,NA,"Study 17","HF/LF"
381,25,NA,"Study 17","HF/LF"
381,26,NA,"Study 17","HF/LF"
381,27,NA,"Study 17","HF/LF"
381,28,NA,"Study 17","HF/LF"
381,29,NA,"Study 17","HF/LF"
382,0,15.5,"Study 17","HF/LF"
382,8,17.9,"Study 17","HF/LF"
382,13,18,"Study 17","HF/LF"
382,14,18.1,"Study 17","HF/LF"
382,15,18.2,"Study 17","HF/LF"
382,16,18.4,"Study 17","HF/LF"
382,17,17.9,"Study 17","HF/LF"
382,18,18.5,"Study 17","HF/LF"
382,19,15.5,"Study 17","HF/LF"
382,20,NA,"Study 17","HF/LF"
382,21,NA,"Study 17","HF/LF"
382,22,NA,"Study 17","HF/LF"
382,23,NA,"Study 17","HF/LF"
382,24,NA,"Study 17","HF/LF"
382,25,NA,"Study 17","HF/LF"
382,26,NA,"Study 17","HF/LF"
382,27,NA,"Study 17","HF/LF"
382,28,NA,"Study 17","HF/LF"
382,29,NA,"Study 17","HF/LF"
383,0,18.3,"Study 17","HF/LF"
383,8,18.9,"Study 17","HF/LF"
383,13,20.2,"Study 17","HF/LF"
383,14,20.4,"Study 17","HF/LF"
383,15,20.6,"Study 17","HF/LF"
383,16,20.8,"Study 17","HF/LF"
383,17,21,"Study 17","HF/LF"
383,18,20.5,"Study 17","HF/LF"
383,19,17.2,"Study 17","HF/LF"
383,20,NA,"Study 17","HF/LF"
383,21,NA,"Study 17","HF/LF"
383,22,NA,"Study 17","HF/LF"
383,23,NA,"Study 17","HF/LF"
383,24,NA,"Study 17","HF/LF"
383,25,NA,"Study 17","HF/LF"
383,26,NA,"Study 17","HF/LF"
383,27,NA,"Study 17","HF/LF"
383,28,NA,"Study 17","HF/LF"
383,29,NA,"Study 17","HF/LF"
384,0,15.3,"Study 17","HF/LF"
384,8,16.1,"Study 17","HF/LF"
384,13,16.9,"Study 17","HF/LF"
384,14,17.5,"Study 17","HF/LF"
384,15,17.5,"Study 17","HF/LF"
384,16,17.7,"Study 17","HF/LF"
384,17,17.7,"Study 17","HF/LF"
384,18,18.1,"Study 17","HF/LF"
384,19,17.7,"Study 17","HF/LF"
384,20,17.3,"Study 17","HF/LF"
384,21,16.8,"Study 17","HF/LF"
384,22,16.6,"Study 17","HF/LF"
384,23,15.6,"Study 17","HF/LF"
384,24,15.8,"Study 17","HF/LF"
384,25,16.8,"Study 17","HF/LF"
384,26,17,"Study 17","HF/LF"
384,27,17.2,"Study 17","HF/LF"
384,28,17.5,"Study 17","HF/LF"
384,29,17.9,"Study 17","HF/LF"
385,0,14.8,"Study 17","HF/LF"
385,8,16.7,"Study 17","HF/LF"
385,13,17.5,"Study 17","HF/LF"
385,14,18.1,"Study 17","HF/LF"
385,15,18,"Study 17","HF/LF"
385,16,18.5,"Study 17","HF/LF"
385,17,18.4,"Study 17","HF/LF"
385,18,19,"Study 17","HF/LF"
385,19,19.3,"Study 17","HF/LF"
385,20,16.3,"Study 17","HF/LF"
385,21,15.2,"Study 17","HF/LF"
385,22,16.1,"Study 17","HF/LF"
385,23,16.4,"Study 17","HF/LF"
385,24,15.5,"Study 17","HF/LF"
385,25,17.2,"Study 17","HF/LF"
385,26,17.6,"Study 17","HF/LF"
385,27,18.2,"Study 17","HF/LF"
385,28,18.3,"Study 17","HF/LF"
385,29,18.2,"Study 17","HF/LF"
386,0,15.9,"Study 17","HF/LF"
386,8,18,"Study 17","HF/LF"
386,13,18.2,"Study 17","HF/LF"
386,14,19,"Study 17","HF/LF"
386,15,19.1,"Study 17","HF/LF"
386,16,19.2,"Study 17","HF/LF"
386,17,18.7,"Study 17","HF/LF"
386,18,19,"Study 17","HF/LF"
386,19,18.3,"Study 17","HF/LF"
386,20,16.4,"Study 17","HF/LF"
386,21,15,"Study 17","HF/LF"
386,22,14.1,"Study 17","HF/LF"
386,23,15.8,"Study 17","HF/LF"
386,24,16.7,"Study 17","HF/LF"
386,25,17,"Study 17","HF/LF"
386,26,17.3,"Study 17","HF/LF"
386,27,17.7,"Study 17","HF/LF"
386,28,17.5,"Study 17","HF/LF"
386,29,17.4,"Study 17","HF/LF"
387,0,17.5,"Study 17","HF/LF"
387,8,19.9,"Study 17","HF/LF"
387,13,22.3,"Study 17","HF/LF"
387,14,22.3,"Study 17","HF/LF"
387,15,22.3,"Study 17","HF/LF"
387,16,22.8,"Study 17","HF/LF"
387,17,23.2,"Study 17","HF/LF"
387,18,23.7,"Study 17","HF/LF"
387,19,23.7,"Study 17","HF/LF"
387,20,22.3,"Study 17","HF/LF"
387,21,20.4,"Study 17","HF/LF"
387,22,18.8,"Study 17","HF/LF"
387,23,17.9,"Study 17","HF/LF"
387,24,19.9,"Study 17","HF/LF"
387,25,20.3,"Study 17","HF/LF"
387,26,21,"Study 17","HF/LF"
387,27,21.6,"Study 17","HF/LF"
387,28,21.8,"Study 17","HF/LF"
387,29,22.1,"Study 17","HF/LF"
388,0,15.3,"Study 17","HF/LF"
388,8,16.9,"Study 17","HF/LF"
388,13,18,"Study 17","HF/LF"
388,14,18.9,"Study 17","HF/LF"
388,15,19,"Study 17","HF/LF"
388,16,19.5,"Study 17","HF/LF"
388,17,19.3,"Study 17","HF/LF"
388,18,19.7,"Study 17","HF/LF"
388,19,17.4,"Study 17","HF/LF"
388,20,15.8,"Study 17","HF/LF"
388,21,14.9,"Study 17","HF/LF"
388,22,NA,"Study 17","HF/LF"
388,23,NA,"Study 17","HF/LF"
388,24,NA,"Study 17","HF/LF"
388,25,NA,"Study 17","HF/LF"
388,26,NA,"Study 17","HF/LF"
388,27,NA,"Study 17","HF/LF"
388,28,NA,"Study 17","HF/LF"
388,29,NA,"Study 17","HF/LF"
389,0,16.3,"Study 17","HF/LF"
389,8,18.9,"Study 17","HF/LF"
389,13,19.3,"Study 17","HF/LF"
389,14,20,"Study 17","HF/LF"
389,15,20,"Study 17","HF/LF"
389,16,20.2,"Study 17","HF/LF"
389,17,20.2,"Study 17","HF/LF"
389,18,20.8,"Study 17","HF/LF"
389,19,18.5,"Study 17","HF/LF"
389,20,NA,"Study 17","HF/LF"
389,21,NA,"Study 17","HF/LF"
389,22,NA,"Study 17","HF/LF"
389,23,NA,"Study 17","HF/LF"
389,24,NA,"Study 17","HF/LF"
389,25,NA,"Study 17","HF/LF"
389,26,NA,"Study 17","HF/LF"
389,27,NA,"Study 17","HF/LF"
389,28,NA,"Study 17","HF/LF"
389,29,NA,"Study 17","HF/LF"
390,0,15.8,"Study 17","HF/LF"
390,8,17.1,"Study 17","HF/LF"
390,13,18,"Study 17","HF/LF"
390,14,18.3,"Study 17","HF/LF"
390,15,18.8,"Study 17","HF/LF"
390,16,19,"Study 17","HF/LF"
390,17,19.3,"Study 17","HF/LF"
390,18,19.8,"Study 17","HF/LF"
390,19,NA,"Study 17","HF/LF"
390,20,NA,"Study 17","HF/LF"
390,21,NA,"Study 17","HF/LF"
390,22,NA,"Study 17","HF/LF"
390,23,NA,"Study 17","HF/LF"
390,24,NA,"Study 17","HF/LF"
390,25,NA,"Study 17","HF/LF"
390,26,NA,"Study 17","HF/LF"
390,27,NA,"Study 17","HF/LF"
390,28,NA,"Study 17","HF/LF"
390,29,NA,"Study 17","HF/LF"
