"mouse_id","day","weight","study","diet"
230,17,17.6,"Study 10","HF/HF"
230,18,NA,"Study 10","HF/HF"
230,19,NA,"Study 10","HF/HF"
230,20,NA,"Study 10","HF/HF"
230,21,NA,"Study 10","HF/HF"
230,22,NA,"Study 10","HF/HF"
230,25,NA,"Study 10","HF/HF"
230,28,NA,"Study 10","HF/HF"
231,0,18.2,"Study 10","HF/HF"
231,8,18.3,"Study 10","HF/HF"
231,13,19.7,"Study 10","HF/HF"
231,14,20.2,"Study 10","HF/HF"
231,15,19.5,"Study 10","HF/HF"
231,16,NA,"Study 10","HF/HF"
231,17,17.9,"Study 10","HF/HF"
231,18,16.5,"Study 10","HF/HF"
231,19,16.9,"Study 10","HF/HF"
231,20,17.4,"Study 10","HF/HF"
231,21,17,"Study 10","HF/HF"
231,22,17,"Study 10","HF/HF"
231,25,18.8,"Study 10","HF/HF"
231,28,19.5,"Study 10","HF/HF"
232,0,17.8,"Study 10","HF/HF"
232,8,18,"Study 10","HF/HF"
232,13,19.5,"Study 10","HF/HF"
232,14,19.9,"Study 10","HF/HF"
232,15,19.8,"Study 10","HF/HF"
232,16,NA,"Study 10","HF/HF"
232,17,17.8,"Study 10","HF/HF"
232,18,17.2,"Study 10","HF/HF"
232,19,17.9,"Study 10","HF/HF"
232,20,18.4,"Study 10","HF/HF"
232,21,18.4,"Study 10","HF/HF"
232,22,18.7,"Study 10","HF/HF"
232,25,19.4,"Study 10","HF/HF"
232,28,18.9,"Study 10","HF/HF"
233,0,19.2,"Study 10","LF/LF"
233,8,19,"Study 10","LF/LF"
233,13,19.7,"Study 10","LF/LF"
233,14,20.7,"Study 10","LF/LF"
233,15,21,"Study 10","LF/LF"
233,16,NA,"Study 10","LF/LF"
233,17,NA,"Study 10","LF/LF"
233,18,NA,"Study 10","LF/LF"
233,19,NA,"Study 10","LF/LF"
233,20,NA,"Study 10","LF/LF"
233,21,NA,"Study 10","LF/LF"
233,22,NA,"Study 10","LF/LF"
233,25,NA,"Study 10","LF/LF"
233,28,NA,"Study 10","LF/LF"
234,0,16.8,"Study 10","LF/LF"
234,8,16.9,"Study 10","LF/LF"
234,13,17.5,"Study 10","LF/LF"
234,14,18.4,"Study 10","LF/LF"
234,15,18.6,"Study 10","LF/LF"
234,16,NA,"Study 10","LF/LF"
234,17,18.3,"Study 10","LF/LF"
234,18,NA,"Study 10","LF/LF"
234,19,NA,"Study 10","LF/LF"
234,20,NA,"Study 10","LF/LF"
234,21,NA,"Study 10","LF/LF"
234,22,NA,"Study 10","LF/LF"
234,25,NA,"Study 10","LF/LF"
234,28,NA,"Study 10","LF/LF"
235,0,18.7,"Study 10","LF/LF"
235,8,18.4,"Study 10","LF/LF"
235,13,17.9,"Study 10","LF/LF"
235,14,19.3,"Study 10","LF/LF"
235,15,19.5,"Study 10","LF/LF"
235,16,NA,"Study 10","LF/LF"
235,17,17.8,"Study 10","LF/LF"
235,18,NA,"Study 10","LF/LF"
235,19,NA,"Study 10","LF/LF"
235,20,NA,"Study 10","LF/LF"
235,21,NA,"Study 10","LF/LF"
235,22,NA,"Study 10","LF/LF"
235,25,NA,"Study 10","LF/LF"
235,28,NA,"Study 10","LF/LF"
236,0,17.5,"Study 10","LF/LF"
236,8,18.1,"Study 10","LF/LF"
236,13,18.3,"Study 10","LF/LF"
236,14,19.6,"Study 10","LF/LF"
236,15,19.3,"Study 10","LF/LF"
236,16,NA,"Study 10","LF/LF"
236,17,18,"Study 10","LF/LF"
236,18,16.2,"Study 10","LF/LF"
236,19,NA,"Study 10","LF/LF"
236,20,NA,"Study 10","LF/LF"
236,21,NA,"Study 10","LF/LF"
236,22,NA,"Study 10","LF/LF"
236,25,NA,"Study 10","LF/LF"
236,28,NA,"Study 10","LF/LF"
237,0,18,"Study 10","LF/HF"
237,8,19.3,"Study 10","LF/HF"
237,13,19.9,"Study 10","LF/HF"
237,14,20.5,"Study 10","LF/HF"
237,15,20.6,"Study 10","LF/HF"
237,16,NA,"Study 10","LF/HF"
237,17,16,"Study 10","LF/HF"
237,18,NA,"Study 10","LF/HF"
237,19,NA,"Study 10","LF/HF"
237,20,NA,"Study 10","LF/HF"
237,21,NA,"Study 10","LF/HF"
237,22,NA,"Study 10","LF/HF"
237,25,NA,"Study 10","LF/HF"
237,28,NA,"Study 10","LF/HF"
238,0,18.4,"Study 10","LF/HF"
238,8,18.5,"Study 10","LF/HF"
238,13,19.2,"Study 10","LF/HF"
238,14,20.4,"Study 10","LF/HF"
238,15,20.2,"Study 10","LF/HF"
238,16,NA,"Study 10","LF/HF"
238,17,NA,"Study 10","LF/HF"
238,18,NA,"Study 10","LF/HF"
238,19,NA,"Study 10","LF/HF"
238,20,NA,"Study 10","LF/HF"
238,21,NA,"Study 10","LF/HF"
238,22,NA,"Study 10","LF/HF"
238,25,NA,"Study 10","LF/HF"
238,28,NA,"Study 10","LF/HF"
239,0,17.6,"Study 10","LF/HF"
239,8,18.3,"Study 10","LF/HF"
239,13,19.9,"Study 10","LF/HF"
239,14,20.6,"Study 10","LF/HF"
239,15,20.4,"Study 10","LF/HF"
239,16,NA,"Study 10","LF/HF"
239,17,15.3,"Study 10","LF/HF"
239,18,14.7,"Study 10","LF/HF"
239,19,15.3,"Study 10","LF/HF"
239,20,16.9,"Study 10","LF/HF"
239,21,17.4,"Study 10","LF/HF"
239,22,18.2,"Study 10","LF/HF"
239,25,19.5,"Study 10","LF/HF"
239,28,19.5,"Study 10","LF/HF"
240,0,18.8,"Study 10","LF/HF"
240,8,19.3,"Study 10","LF/HF"
240,13,19.5,"Study 10","LF/HF"
240,14,20.1,"Study 10","LF/HF"
240,15,18.2,"Study 10","LF/HF"
240,16,NA,"Study 10","LF/HF"
240,17,NA,"Study 10","LF/HF"
240,18,NA,"Study 10","LF/HF"
240,19,NA,"Study 10","LF/HF"
240,20,NA,"Study 10","LF/HF"
240,21,NA,"Study 10","LF/HF"
240,22,NA,"Study 10","LF/HF"
240,25,NA,"Study 10","LF/HF"
240,28,NA,"Study 10","LF/HF"
241,0,16.8,"Study 11","chow"
241,8,16.2,"Study 11","chow"
241,13,16.4,"Study 11","chow"
241,14,16.7,"Study 11","chow"
241,15,16.4,"Study 11","chow"
241,16,17.2,"Study 11","chow"
241,17,13.5,"Study 11","chow"
241,18,12.6,"Study 11","chow"
241,19,11.9,"Study 11","chow"
241,20,11.6,"Study 11","chow"
241,21,12.9,"Study 11","chow"
241,22,13.6,"Study 11","chow"
241,25,16.8,"Study 11","chow"
241,28,17.7,"Study 11","chow"
242,0,17.4,"Study 11","chow"
242,8,17.8,"Study 11","chow"
242,13,18.8,"Study 11","chow"
242,14,18.9,"Study 11","chow"
242,15,18.6,"Study 11","chow"
242,16,17.1,"Study 11","chow"
242,17,14.9,"Study 11","chow"
242,18,15.2,"Study 11","chow"
242,19,16.6,"Study 11","chow"
242,20,17,"Study 11","chow"
242,21,18.8,"Study 11","chow"
242,22,18.3,"Study 11","chow"
242,25,18,"Study 11","chow"
242,28,18,"Study 11","chow"
243,0,18.4,"Study 11","chow"
243,8,18.7,"Study 11","chow"
243,13,18.5,"Study 11","chow"
243,14,18.5,"Study 11","chow"
243,15,18.1,"Study 11","chow"
243,16,17.1,"Study 11","chow"
243,17,15.7,"Study 11","chow"
243,18,15.9,"Study 11","chow"
243,19,17.3,"Study 11","chow"
243,20,17.6,"Study 11","chow"
243,21,18.4,"Study 11","chow"
243,22,18.2,"Study 11","chow"
243,25,18.2,"Study 11","chow"
243,28,18.8,"Study 11","chow"
244,0,18.1,"Study 11","chow"
244,8,18.2,"Study 11","chow"
244,13,18.1,"Study 11","chow"
244,14,18.1,"Study 11","chow"
244,15,17.4,"Study 11","chow"
244,16,17.5,"Study 11","chow"
244,17,17.1,"Study 11","chow"
244,18,17.7,"Study 11","chow"
244,19,18.1,"Study 11","chow"
244,20,18.3,"Study 11","chow"
244,21,18.6,"Study 11","chow"
244,22,18.4,"Study 11","chow"
244,25,17.8,"Study 11","chow"
244,28,18.1,"Study 11","chow"
245,0,18.8,"Study 11","HF/LF"
245,8,18.9,"Study 11","HF/LF"
245,13,19.1,"Study 11","HF/LF"
245,14,19.8,"Study 11","HF/LF"
245,15,19.8,"Study 11","HF/LF"
245,16,20.4,"Study 11","HF/LF"
245,17,20.2,"Study 11","HF/LF"
245,18,19.3,"Study 11","HF/LF"
245,19,NA,"Study 11","HF/LF"
245,20,NA,"Study 11","HF/LF"
245,21,NA,"Study 11","HF/LF"
245,22,NA,"Study 11","HF/LF"
245,25,NA,"Study 11","HF/LF"
245,28,NA,"Study 11","HF/LF"
246,0,16.2,"Study 11","HF/LF"
246,8,17,"Study 11","HF/LF"
246,13,17.4,"Study 11","HF/LF"
246,14,19.4,"Study 11","HF/LF"
246,15,19.2,"Study 11","HF/LF"
246,16,19.6,"Study 11","HF/LF"
246,17,19.6,"Study 11","HF/LF"
246,18,19.9,"Study 11","HF/LF"
246,19,16.6,"Study 11","HF/LF"
246,20,14.7,"Study 11","HF/LF"
246,21,14.1,"Study 11","HF/LF"
246,22,NA,"Study 11","HF/LF"
246,25,NA,"Study 11","HF/LF"
246,28,NA,"Study 11","HF/LF"
247,0,19.1,"Study 11","HF/LF"
247,8,20.5,"Study 11","HF/LF"
247,13,20.5,"Study 11","HF/LF"
247,14,21.2,"Study 11","HF/LF"
247,15,21.4,"Study 11","HF/LF"
247,16,22.3,"Study 11","HF/LF"
247,17,22.7,"Study 11","HF/LF"
247,18,21.5,"Study 11","HF/LF"
247,19,NA,"Study 11","HF/LF"
247,20,NA,"Study 11","HF/LF"
247,21,NA,"Study 11","HF/LF"
247,22,NA,"Study 11","HF/LF"
247,25,NA,"Study 11","HF/LF"
247,28,NA,"Study 11","HF/LF"
248,0,18.9,"Study 11","HF/LF"
248,8,17,"Study 11","HF/LF"
248,13,17.3,"Study 11","HF/LF"
248,14,17.8,"Study 11","HF/LF"
248,15,17.7,"Study 11","HF/LF"
248,16,18.1,"Study 11","HF/LF"
248,17,18.1,"Study 11","HF/LF"
248,18,18.1,"Study 11","HF/LF"
248,19,18.1,"Study 11","HF/LF"
248,20,18.6,"Study 11","HF/LF"
248,21,18.8,"Study 11","HF/LF"
248,22,18.5,"Study 11","HF/LF"
248,25,19.2,"Study 11","HF/LF"
248,28,20.3,"Study 11","HF/LF"
249,0,19.2,"Study 11","HF/HF"
249,8,19.8,"Study 11","HF/HF"
249,13,20.6,"Study 11","HF/HF"
249,14,20.9,"Study 11","HF/HF"
249,15,21.1,"Study 11","HF/HF"
249,16,21.7,"Study 11","HF/HF"
249,17,18.7,"Study 11","HF/HF"
249,18,17.5,"Study 11","HF/HF"
249,19,16,"Study 11","HF/HF"
249,20,15.2,"Study 11","HF/HF"
249,21,NA,"Study 11","HF/HF"
249,22,NA,"Study 11","HF/HF"
249,25,NA,"Study 11","HF/HF"
249,28,NA,"Study 11","HF/HF"
250,0,17.8,"Study 11","HF/HF"
250,8,19.4,"Study 11","HF/HF"
250,13,19.9,"Study 11","HF/HF"
250,14,20.7,"Study 11","HF/HF"
250,15,20.7,"Study 11","HF/HF"
250,16,20.9,"Study 11","HF/HF"
250,17,20.6,"Study 11","HF/HF"
250,18,21,"Study 11","HF/HF"
250,19,21.5,"Study 11","HF/HF"
250,20,22.3,"Study 11","HF/HF"
250,21,22.7,"Study 11","HF/HF"
250,22,22.7,"Study 11","HF/HF"
250,25,22.7,"Study 11","HF/HF"
250,28,24,"Study 11","HF/HF"
251,0,19.2,"Study 11","HF/HF"
251,8,20.2,"Study 11","HF/HF"
251,13,20.3,"Study 11","HF/HF"
251,14,20.2,"Study 11","HF/HF"
251,15,20.2,"Study 11","HF/HF"
251,16,21,"Study 11","HF/HF"
251,17,21,"Study 11","HF/HF"
251,18,21.1,"Study 11","HF/HF"
251,19,21.1,"Study 11","HF/HF"
251,20,21.6,"Study 11","HF/HF"
251,21,22.3,"Study 11","HF/HF"
251,22,22,"Study 11","HF/HF"
251,25,22.1,"Study 11","HF/HF"
251,28,22.1,"Study 11","HF/HF"
252,0,16.6,"Study 11","HF/HF"
252,8,17.8,"Study 11","HF/HF"
252,13,17.6,"Study 11","HF/HF"
252,14,18.5,"Study 11","HF/HF"
252,15,18.7,"Study 11","HF/HF"
252,16,19.1,"Study 11","HF/HF"
252,17,17,"Study 11","HF/HF"
252,18,NA,"Study 11","HF/HF"
252,19,NA,"Study 11","HF/HF"
252,20,NA,"Study 11","HF/HF"
252,21,NA,"Study 11","HF/HF"
252,22,NA,"Study 11","HF/HF"
252,25,NA,"Study 11","HF/HF"
252,28,NA,"Study 11","HF/HF"
253,0,18,"Study 11","LF/LF"
253,8,17.2,"Study 11","LF/LF"
253,13,18.6,"Study 11","LF/LF"
253,14,19.4,"Study 11","LF/LF"
253,15,19.7,"Study 11","LF/LF"
253,16,19.6,"Study 11","LF/LF"
253,17,19.4,"Study 11","LF/LF"
253,18,18.3,"Study 11","LF/LF"
253,19,NA,"Study 11","LF/LF"
253,20,NA,"Study 11","LF/LF"
253,21,NA,"Study 11","LF/LF"
253,22,NA,"Study 11","LF/LF"
253,25,NA,"Study 11","LF/LF"
253,28,NA,"Study 11","LF/LF"
254,0,18.3,"Study 11","LF/LF"
254,8,17.6,"Study 11","LF/LF"
254,13,17.9,"Study 11","LF/LF"
254,14,18.9,"Study 11","LF/LF"
254,15,19,"Study 11","LF/LF"
254,16,19.4,"Study 11","LF/LF"
254,17,19.9,"Study 11","LF/LF"
254,18,17.9,"Study 11","LF/LF"
254,19,NA,"Study 11","LF/LF"
254,20,NA,"Study 11","LF/LF"
254,21,NA,"Study 11","LF/LF"
254,22,NA,"Study 11","LF/LF"
254,25,NA,"Study 11","LF/LF"
254,28,NA,"Study 11","LF/LF"
255,0,17.1,"Study 11","LF/LF"
255,8,16.6,"Study 11","LF/LF"
255,13,17.4,"Study 11","LF/LF"
255,14,17.5,"Study 11","LF/LF"
255,15,17.5,"Study 11","LF/LF"
255,16,17.6,"Study 11","LF/LF"
255,17,18,"Study 11","LF/LF"
255,18,18.3,"Study 11","LF/LF"
255,19,16,"Study 11","LF/LF"
255,20,14.6,"Study 11","LF/LF"
255,21,NA,"Study 11","LF/LF"
255,22,NA,"Study 11","LF/LF"
255,25,NA,"Study 11","LF/LF"
255,28,NA,"Study 11","LF/LF"
256,0,19.3,"Study 11","LF/LF"
256,8,19.3,"Study 11","LF/LF"
256,13,20.4,"Study 11","LF/LF"
256,14,21.4,"Study 11","LF/LF"
256,15,21.2,"Study 11","LF/LF"
256,16,21.1,"Study 11","LF/LF"
256,17,22,"Study 11","LF/LF"
256,18,20.5,"Study 11","LF/LF"
256,19,NA,"Study 11","LF/LF"
256,20,NA,"Study 11","LF/LF"
256,21,NA,"Study 11","LF/LF"
256,22,NA,"Study 11","LF/LF"
256,25,NA,"Study 11","LF/LF"
256,28,NA,"Study 11","LF/LF"
257,0,18.8,"Study 11","LF/HF"
257,8,18.3,"Study 11","LF/HF"
257,13,19.8,"Study 11","LF/HF"
257,14,19.9,"Study 11","LF/HF"
257,15,20.1,"Study 11","LF/HF"
257,16,20.2,"Study 11","LF/HF"
257,17,18.7,"Study 11","LF/HF"
257,18,16.9,"Study 11","LF/HF"
257,19,16.4,"Study 11","LF/HF"
257,20,NA,"Study 11","LF/HF"
257,21,NA,"Study 11","LF/HF"
257,22,NA,"Study 11","LF/HF"
257,25,NA,"Study 11","LF/HF"
257,28,NA,"Study 11","LF/HF"
258,0,17.1,"Study 11","LF/HF"
258,8,17.1,"Study 11","LF/HF"
258,13,18.8,"Study 11","LF/HF"
258,14,19.6,"Study 11","LF/HF"
258,15,19,"Study 11","LF/HF"
258,16,19.4,"Study 11","LF/HF"
258,17,17.8,"Study 11","LF/HF"
258,18,17.3,"Study 11","LF/HF"
258,19,17.8,"Study 11","LF/HF"
258,20,19.1,"Study 11","LF/HF"
258,21,19.9,"Study 11","LF/HF"
258,22,19.7,"Study 11","LF/HF"
258,25,19.8,"Study 11","LF/HF"
258,28,20.5,"Study 11","LF/HF"
259,0,18.1,"Study 11","LF/HF"
259,8,18.3,"Study 11","LF/HF"
259,13,18.8,"Study 11","LF/HF"
259,14,19.7,"Study 11","LF/HF"
259,15,20,"Study 11","LF/HF"
259,16,20,"Study 11","LF/HF"
259,17,19.1,"Study 11","LF/HF"
259,18,17.5,"Study 11","LF/HF"
259,19,17.2,"Study 11","LF/HF"
259,20,18.1,"Study 11","LF/HF"
259,21,19.4,"Study 11","LF/HF"
259,22,19.6,"Study 11","LF/HF"
259,25,20.2,"Study 11","LF/HF"
259,28,21,"Study 11","LF/HF"
260,0,18.5,"Study 11","LF/HF"
260,8,18.8,"Study 11","LF/HF"
260,13,20,"Study 11","LF/HF"
260,14,20.1,"Study 11","LF/HF"
260,15,20.5,"Study 11","LF/HF"
260,16,20.8,"Study 11","LF/HF"
260,17,19.4,"Study 11","LF/HF"
260,18,18.5,"Study 11","LF/HF"
260,19,19,"Study 11","LF/HF"
260,20,19.1,"Study 11","LF/HF"
260,21,19.8,"Study 11","LF/HF"
260,22,20.4,"Study 11","LF/HF"
260,25,20.6,"Study 11","LF/HF"
260,28,21.7,"Study 11","LF/HF"
