sampleid	diet	day_post_inf	mouse_id	study	sample_type	diet_true	high_fat	high_fiber	purified_diet	facility	seq_depth
34.9832.0531	LF/HF	0	9832	3	colon	LF/HF	0	1	1	barrier_1	30000
33.9833.0528	LF/HF	-3	9833	3	colon	LF/HF	0	1	1	barrier_1	24435
33.9834.0528	LF/HF	-3	9834	3	colon	LF/HF	0	1	1	barrier_1	44962
34.9834.0531	LF/HF	0	9834	3	colon	LF/HF	0	1	1	barrier_1	27894
33.9835.0528	LF/HF	-3	9835	3	colon	LF/HF	0	1	1	barrier_1	43323
34.9835.0531	LF/HF	0	9835	3	colon	LF/HF	0	1	1	barrier_1	47260
33.9836.0528	HF/HF	-3	9836	3	colon	HF/HF	1	1	1	barrier_1	28451
34.9836.0531	HF/HF	0	9836	3	colon	HF/HF	1	1	1	barrier_1	36553
33.9837.0528	HF/HF	-3	9837	3	colon	HF/HF	1	1	1	barrier_1	23405
34.9837.0531	HF/HF	0	9837	3	colon	HF/HF	1	1	1	barrier_1	66805
33.9838.0528	HF/HF	-3	9838	3	colon	HF/HF	1	1	1	barrier_1	18062
34.9838.0531	HF/HF	0	9838	3	colon	HF/HF	1	1	1	barrier_1	24549
33.9839.0528	HF/HF	-3	9839	3	colon	HF/HF	1	1	1	barrier_1	29078
34.9839.0531	HF/HF	0	9839	3	colon	HF/HF	1	1	1	barrier_1	44390
33.9840.0528	HF/HF	-3	9840	3	colon	HF/HF	1	1	1	barrier_1	63482
34.9840.0531	HF/HF	0	9840	3	colon	HF/HF	1	1	1	barrier_1	24066
33.9841.0528	LF/LF	-3	9841	3	colon	LF/LF	0	0	1	barrier_1	1227
34.9841.0531	LF/LF	0	9841	3	colon	LF/LF	0	0	1	barrier_1	18535
33.9842.0528	LF/LF	-3	9842	3	colon	LF/LF	0	0	1	barrier_1	1812
33.9843.0528	LF/LF	-3	9843	3	colon	LF/LF	0	0	1	barrier_1	858
34.9843.0531	LF/LF	0	9843	3	colon	LF/LF	0	0	1	barrier_1	22373
33.9844.0528	LF/LF	-3	9844	3	colon	LF/LF	0	0	1	barrier_1	518
34.9844.0531	LF/LF	0	9844	3	colon	LF/LF	0	0	1	barrier_1	21276
33.9845.0528	LF/LF	-3	9845	3	colon	LF/LF	0	0	1	barrier_1	265
34.9845.0531	LF/LF	0	9845	3	colon	LF/LF	0	0	1	barrier_1	28397
33.9846.0528	HF/LF	-3	9846	3	colon	HF/LF	1	0	1	barrier_1	6470
34.9846.0531	HF/LF	0	9846	3	colon	HF/LF	1	0	1	barrier_1	3088
33.9847.0528	HF/LF	-3	9847	3	colon	HF/LF	1	0	1	barrier_1	1346
34.9847.0531	HF/LF	0	9847	3	colon	HF/LF	1	0	1	barrier_1	8920
33.9848.0528	HF/LF	-3	9848	3	colon	HF/LF	1	0	1	barrier_1	6428
34.9848.0531	HF/LF	0	9848	3	colon	HF/LF	1	0	1	barrier_1	694
33.9849.0528	HF/LF	-3	9849	3	colon	HF/LF	1	0	1	barrier_1	878
34.9849.0531	HF/LF	0	9849	3	colon	HF/LF	1	0	1	barrier_1	190
34.9851.0531	HF/LF	0	9851	3	colon	HF/LF	1	0	1	barrier_1	640
33.9857.0528	HF/LF	-3	9851	3	colon	HF/LF	1	0	1	barrier_1	2599
41.9871.0530	LF/HF	-15	9871	4	colon	Chow	0	0	0	barrier_2	33408
42.9871.0606	LF/HF	-8	9871	4	colon	LF/HF	0	1	1	barrier_2	32610
43.9871.0611	LF/HF	-3	9871	4	colon	LF/HF	0	1	1	barrier_2	26939
44.9871.0614	LF/HF	0	9871	4	colon	LF/HF	0	1	1	barrier_2	52938
41.9872.0530	LF/HF	-15	9872	4	colon	Chow	0	0	0	barrier_2	31166
42.9872.0606	LF/HF	-8	9872	4	colon	LF/HF	0	1	1	barrier_2	38613
43.9872.0611	LF/HF	-3	9872	4	colon	LF/HF	0	1	1	barrier_2	38159
44.9872.0614	LF/HF	0	9872	4	colon	LF/HF	0	1	1	barrier_2	59714
41.9873.0530	LF/HF	-15	9873	4	colon	Chow	0	0	0	barrier_2	47626
42.9873.0606	LF/HF	-8	9873	4	colon	LF/HF	0	1	1	barrier_2	40556
43.9873.0611	LF/HF	-3	9873	4	colon	LF/HF	0	1	1	barrier_2	26894
44.9873.0614	LF/HF	0	9873	4	colon	LF/HF	0	1	1	barrier_2	39584
41.9874.0530	LF/HF	-15	9874	4	colon	Chow	0	0	0	barrier_2	36647
42.9874.0606	LF/HF	-8	9874	4	colon	LF/HF	0	1	1	barrier_2	45601
43.9874.0611	LF/HF	-3	9874	4	colon	LF/HF	0	1	1	barrier_2	117569
44.9874.0614	LF/HF	0	9874	4	colon	LF/HF	0	1	1	barrier_2	29261
41.9875.0530	LF/HF	-15	9875	4	colon	Chow	0	0	0	barrier_2	29424
42.9875.0606	LF/HF	-8	9875	4	colon	LF/HF	0	1	1	barrier_2	23964
43.9875.0611	LF/HF	-3	9875	4	colon	LF/HF	0	1	1	barrier_2	42024
44.9875.0614	LF/HF	0	9875	4	colon	LF/HF	0	1	1	barrier_2	42766
41.9876.0530	HF/HF	-15	9876	4	colon	Chow	0	0	0	barrier_2	81632
42.9876.0606	HF/HF	-8	9876	4	colon	HF/HF	1	1	1	barrier_2	39243
43.9876.0611	HF/HF	-3	9876	4	colon	HF/HF	1	1	1	barrier_2	44144
44.9876.0614	HF/HF	0	9876	4	colon	HF/HF	1	1	1	barrier_2	42062
41.9877.0530	HF/HF	-15	9877	4	colon	Chow	0	0	0	barrier_2	35808
42.9877.0606	HF/HF	-8	9877	4	colon	HF/HF	1	1	1	barrier_2	39222
43.9877.0611	HF/HF	-3	9877	4	colon	HF/HF	1	1	1	barrier_2	36225
44.9877.0614	HF/HF	0	9877	4	colon	HF/HF	1	1	1	barrier_2	45185
41.9878.0530	HF/HF	-15	9878	4	colon	Chow	0	0	0	barrier_2	44003
42.9878.0606	HF/HF	-8	9878	4	colon	HF/HF	1	1	1	barrier_2	49237
43.9878.0611	HF/HF	-3	9878	4	colon	HF/HF	1	1	1	barrier_2	27408
44.9878.0614	HF/HF	0	9878	4	colon	HF/HF	1	1	1	barrier_2	7565
41.9879.0530	HF/HF	-15	9879	4	colon	Chow	0	0	0	barrier_2	30920
42.9879.0606	HF/HF	-8	9879	4	colon	HF/HF	1	1	1	barrier_2	42795
43.9879.0611	HF/HF	-3	9879	4	colon	HF/HF	1	1	1	barrier_2	48925
44.9879.0614	HF/HF	0	9879	4	colon	HF/HF	1	1	1	barrier_2	52756
41.9880.0530	HF/HF	-15	9880	4	colon	Chow	0	0	0	barrier_2	38429
42.9880.0606	HF/HF	-8	9880	4	colon	HF/HF	1	1	1	barrier_2	36877
43.9880.0611	HF/HF	-3	9880	4	colon	HF/HF	1	1	1	barrier_2	45460
44.9880.0614	HF/HF	0	9880	4	colon	HF/HF	1	1	1	barrier_2	39816
41.9881.0530	LF/LF	-15	9881	4	colon	Chow	0	0	0	barrier_2	41749
42.9881.0606	LF/LF	-8	9881	4	colon	LF/LF	0	0	1	barrier_2	24476
43.9881.0611	LF/LF	-3	9881	4	colon	LF/LF	0	0	1	barrier_2	3164
44.9881.0614	LF/LF	0	9881	4	colon	LF/LF	0	0	1	barrier_2	44081
41.9882.0530	LF/LF	-15	9882	4	colon	Chow	0	0	0	barrier_2	34891
42.9882.0606	LF/LF	-8	9882	4	colon	LF/LF	0	0	1	barrier_2	34404
43.9882.0611	LF/LF	-3	9882	4	colon	LF/LF	0	0	1	barrier_2	6756
44.9882.0614	LF/LF	0	9882	4	colon	LF/LF	0	0	1	barrier_2	33055
41.9883.0530	LF/LF	-15	9883	4	colon	Chow	0	0	0	barrier_2	39647
42.9883.0606	LF/LF	-8	9883	4	colon	LF/LF	0	0	1	barrier_2	27592
43.9883.0611	LF/LF	-3	9883	4	colon	LF/LF	0	0	1	barrier_2	1249
44.9883.0614	LF/LF	0	9883	4	colon	LF/LF	0	0	1	barrier_2	36190
41.9884.0530	LF/LF	-15	9884	4	colon	Chow	0	0	0	barrier_2	38177
42.9884.0606	LF/LF	-8	9884	4	colon	LF/LF	0	0	1	barrier_2	31674
43.9884.0611	LF/LF	-3	9884	4	colon	LF/LF	0	0	1	barrier_2	8738
44.9884.0614	LF/LF	0	9884	4	colon	LF/LF	0	0	1	barrier_2	49560
41.9885.0530	LF/LF	-15	9885	4	colon	Chow	0	0	0	barrier_2	31885
42.9885.0606	LF/LF	-8	9885	4	colon	LF/LF	0	0	1	barrier_2	36809
43.9885.0611	LF/LF	-3	9885	4	colon	LF/LF	0	0	1	barrier_2	1955
44.9885.0614	LF/LF	0	9885	4	colon	LF/LF	0	0	1	barrier_2	39594
41.9886.0530	HF/LF	-15	9886	4	colon	Chow	0	0	0	barrier_2	29996
42.9886.0606	HF/LF	-8	9886	4	colon	HF/LF	1	0	1	barrier_2	29639
43.9886.0611	HF/LF	-3	9886	4	colon	HF/LF	1	0	1	barrier_2	14868
44.9886.0614	HF/LF	0	9886	4	colon	HF/LF	1	0	1	barrier_2	29038
41.9887.0530	HF/LF	-15	9887	4	colon	Chow	0	0	0	barrier_2	31800
42.9887.0606	HF/LF	-8	9887	4	colon	HF/LF	1	0	1	barrier_2	25376
43.9887.0611	HF/LF	-3	9887	4	colon	HF/LF	1	0	1	barrier_2	681
44.9887.0614	HF/LF	0	9887	4	colon	HF/LF	1	0	1	barrier_2	20526
41.9888.0530	HF/LF	-15	9888	4	colon	Chow	0	0	0	barrier_2	28541
42.9888.0606	HF/LF	-8	9888	4	colon	HF/LF	1	0	1	barrier_2	41745
43.9888.0611	HF/LF	-3	9888	4	colon	HF/LF	1	0	1	barrier_2	3579
44.9888.0614	HF/LF	0	9888	4	colon	HF/LF	1	0	1	barrier_2	11502
41.9889.0530	HF/LF	-15	9889	4	colon	Chow	0	0	0	barrier_2	25378
42.9889.0606	HF/LF	-8	9889	4	colon	HF/LF	1	0	1	barrier_2	39622
43.9889.0611	HF/LF	-3	9889	4	colon	HF/LF	1	0	1	barrier_2	18928
44.9889.0614	HF/LF	0	9889	4	colon	HF/LF	1	0	1	barrier_2	23742
41.9890.0530	HF/LF	-15	9890	4	colon	Chow	0	0	0	barrier_2	35205
42.9890.0606	HF/LF	-8	9890	4	colon	HF/LF	1	0	1	barrier_2	33901
43.9890.0611	HF/LF	-3	9890	4	colon	HF/LF	1	0	1	barrier_2	15076
44.9890.0614	HF/LF	0	9890	4	colon	HF/LF	1	0	1	barrier_2	34319
51.9939.0613	Chow	-15	9939	5	colon	Chow	0	0	0	barrier_2	40213
52.9939.0620	Chow	-8	9939	5	colon	Chow	0	0	0	barrier_2	21753
53.9939.0625	Chow	-3	9939	5	colon	Chow	0	0	0	barrier_2	33123
54.9939.0628	Chow	0	9939	5	colon	Chow	0	0	0	barrier_2	42105
51.9940.0613	Chow	-15	9940	5	colon	Chow	0	0	0	barrier_2	34358
52.9940.0620	Chow	-8	9940	5	colon	Chow	0	0	0	barrier_2	34671
53.9940.0625	Chow	-3	9940	5	colon	Chow	0	0	0	barrier_2	69102
54.9940.0628	Chow	0	9940	5	colon	Chow	0	0	0	barrier_2	87658
51.9941.0613	Chow	-15	9941	5	colon	Chow	0	0	0	barrier_2	36224
52.9941.0620	Chow	-8	9941	5	colon	Chow	0	0	0	barrier_2	38634
53.9941.0625	Chow	-3	9941	5	colon	Chow	0	0	0	barrier_2	27050
54.9941.0628	Chow	0	9941	5	colon	Chow	0	0	0	barrier_2	45315
51.9942.0613	Chow	-15	9942	5	colon	Chow	0	0	0	barrier_2	52045
52.9942.0620	Chow	-8	9942	5	colon	Chow	0	0	0	barrier_2	35345
53.9942.0625	Chow	-3	9942	5	colon	Chow	0	0	0	barrier_2	43768
54.9942.0628	Chow	0	9942	5	colon	Chow	0	0	0	barrier_2	38133
51.9943.0613	Chow	-15	9943	5	colon	Chow	0	0	0	barrier_2	56518
52.9943.0620	Chow	-8	9943	5	colon	Chow	0	0	0	barrier_2	NA
53.9943.0625	Chow	-3	9943	5	colon	Chow	0	0	0	barrier_2	35584
54.9943.0628	Chow	0	9943	5	colon	Chow	0	0	0	barrier_2	36649
51.9944.0613	LF/LF	-15	9944	5	colon	Chow	0	0	0	barrier_2	44289
52.9944.0620	LF/LF	-8	9944	5	colon	LF/LF	0	0	1	barrier_2	49167
53.9944.0625	LF/LF	-3	9944	5	colon	LF/LF	0	0	1	barrier_2	1493
54.9944.0628	LF/LF	0	9944	5	colon	LF/LF	0	0	1	barrier_2	79537
51.9945.0613	LF/LF	-15	9945	5	colon	Chow	0	0	0	barrier_2	37021
52.9945.0620	LF/LF	-8	9945	5	colon	LF/LF	0	0	1	barrier_2	41740
53.9945.0625	LF/LF	-3	9945	5	colon	LF/LF	0	0	1	barrier_2	39585
54.9945.0628	LF/LF	0	9945	5	colon	LF/LF	0	0	1	barrier_2	36297
51.9946.0613	LF/LF	-15	9946	5	colon	Chow	0	0	0	barrier_2	25344
52.9946.0620	LF/LF	-8	9946	5	colon	LF/LF	0	0	1	barrier_2	60028
53.9946.0625	LF/LF	-3	9946	5	colon	LF/LF	0	0	1	barrier_2	27586
54.9946.0628	LF/LF	0	9946	5	colon	LF/LF	0	0	1	barrier_2	63496
51.9947.0613	LF/LF	-15	9947	5	colon	Chow	0	0	0	barrier_2	52817
52.9947.0620	LF/LF	-8	9947	5	colon	LF/LF	0	0	1	barrier_2	46947
53.9947.0625	LF/LF	-3	9947	5	colon	LF/LF	0	0	1	barrier_2	2175
54.9947.0628	LF/LF	0	9947	5	colon	LF/LF	0	0	1	barrier_2	7670
51.9948.0613	LF/LF	-15	9948	5	colon	Chow	0	0	0	barrier_2	37663
52.9948.0620	LF/LF	-8	9948	5	colon	LF/LF	0	0	1	barrier_2	36837
53.9948.0625	LF/LF	-3	9948	5	colon	LF/LF	0	0	1	barrier_2	53233
54.9948.0628	LF/LF	0	9948	5	colon	LF/LF	0	0	1	barrier_2	34433
51.9949.0613	HF/LF	-15	9949	5	colon	Chow	0	0	0	barrier_2	35903
52.9949.0620	HF/LF	-8	9949	5	colon	HF/LF	1	0	1	barrier_2	40036
53.9949.0625	HF/LF	-3	9949	5	colon	HF/LF	1	0	1	barrier_2	1777
54.9949.0628	HF/LF	0	9949	5	colon	HF/LF	1	0	1	barrier_2	18838
51.9950.0613	HF/LF	-15	9950	5	colon	Chow	0	0	0	barrier_2	32548
52.9950.0620	HF/LF	-8	9950	5	colon	HF/LF	1	0	1	barrier_2	50533
53.9950.0625	HF/LF	-3	9950	5	colon	HF/LF	1	0	1	barrier_2	5586
54.9950.0628	HF/LF	0	9950	5	colon	HF/LF	1	0	1	barrier_2	19358
51.9951.0613	HF/LF	-15	9951	5	colon	Chow	0	0	0	barrier_2	36291
52.9951.0620	HF/LF	-8	9951	5	colon	HF/LF	1	0	1	barrier_2	60089
53.9951.0625	HF/LF	-3	9951	5	colon	HF/LF	1	0	1	barrier_2	1509
54.9951.0628	HF/LF	0	9951	5	colon	HF/LF	1	0	1	barrier_2	26669
51.9952.0613	HF/LF	-15	9952	5	colon	Chow	0	0	0	barrier_2	37115
52.9952.0620	HF/LF	-8	9952	5	colon	HF/LF	1	0	1	barrier_2	64059
53.9952.0625	HF/LF	-3	9952	5	colon	HF/LF	1	0	1	barrier_2	2808
54.9952.0628	HF/LF	0	9952	5	colon	HF/LF	1	0	1	barrier_2	28191
51.9953.0613	HF/LF	-15	9953	5	colon	Chow	0	0	0	barrier_2	64675
52.9953.0620	HF/LF	-8	9953	5	colon	HF/LF	1	0	1	barrier_2	41736
53.9953.0625	HF/LF	-3	9953	5	colon	HF/LF	1	0	1	barrier_2	1215
54.9953.0628	HF/LF	0	9953	5	colon	HF/LF	1	0	1	barrier_2	7836
