term	df	SumOfSqs	R2	statistic	p.value	signif
purified_diet	1	15.765275020145008	0.11468932874103421	71.5614733829685	0.001	***
high_fat	1	0.3767910474920555	0.0027410820462869102	1.7103236373351598	0.077	+
high_fiber	1	1.9299594050271693	0.014040081659036982	8.7604395366768	0.001	***
study	1	2.872826690617373	0.02089925892921104	13.040286990984928	0.001	***
high_fat:high_fiber	1	0.1953605524888964	0.0014212102610832234	0.8867773609500653	0.486	ns
Residual	528	116.32048387390634	0.8462090383633476	NA	NA	
Total	533	137.46069658967684	1	NA	NA	
