term	df	SumOfSqs	R2	statistic	p.value	signif
purified_diet	1	43.99690120442271	0.1101118076834653	69.62359584614683	0.001	***
high_fat	1	5.681455105130361	0.014219076225201733	8.990708964245432	0.001	***
high_fiber	1	10.602687289223589	0.02653552936136218	16.778391079819393	0.001	***
study	1	3.008784195438345	0.007530136387329326	4.76129838867869	0.001	***
high_fat:high_fiber	1	2.619390517557626	0.006555594076434739	4.145096171894237	0.003	**
Residual	528	333.6564788648564	0.8350478562662067	NA	NA	
Total	533	399.56569717662904	1	NA	NA	
