	shannon_entropy
3_0523_9839	4.057767401911193
3_0523_9840	3.9895864860359227
3_0523_9841	4.999226892880078
3_0523_9842	5.021752103621155
3_0523_9843	4.437623745036105
3_0523_9844	4.204065338722671
3_0523_9845	4.321474459409879
3_0523_9846	3.5374751348945237
3_0523_9847	3.8062452448550053
3_0523_9848	3.8733407331994534
3_0523_9859	4.2816991934288335
33.9831.0528	1.830797315811348
33.9832.0528	1.57163639991773
33.9833.0528	1.8379857183604102
33.9834.0528	2.0401428519789135
33.9835.0528	1.1132207781490766
33.9836.0528	1.1792590981332536
33.9837.0528	1.6263277246446473
33.9838.0528	2.0322409794698637
33.9839.0528	1.6614774638853727
33.9840.0528	1.5975138336879013
33.9841.0528	3.8646633619807305
33.9842.0528	2.044324004918384
33.9843.0528	3.1587974398997134
33.9844.0528	3.4851483729252863
33.9845.0528	2.4304859349377756
33.9846.0528	4.079452169879619
33.9847.0528	2.5969580140459003
33.9848.0528	2.13111634737353
33.9849.0528	2.870833662180943
33.9857.0528	2.6613981063870824
34.9831.0531	2.2513828081373117
34.9832.0531	2.0497191331551736
34.9834.0531	1.4964256957355757
34.9835.0531	1.4622140391253224
34.9836.0531	1.6951430644392653
34.9837.0531	1.9577058113236416
34.9838.0531	1.947128436329274
34.9839.0531	1.8577717029713574
34.9840.0531	0.9980555237173774
34.9841.0531	1.1146685321348964
34.9843.0531	1.4954339292736551
34.9844.0531	0.7867030850585586
34.9845.0531	1.0865306936957566
34.9846.0531	1.601626920069148
34.9847.0531	1.2797430294301344
34.9848.0531	3.0040731674413372
34.9849.0531	2.432603888810111
34.9851.0531	2.1935981235755038
41.9871.0530	3.210469165516983
41.9872.0530	3.771489525601082
41.9873.0530	4.796052657750321
41.9874.0530	3.6806707265989016
41.9875.0530	2.930535360506714
41.9876.0530	3.658415511990686
41.9877.0530	4.611942560433267
41.9878.0530	4.724573792581759
41.9879.0530	2.878177728613435
41.9880.0530	3.3905028634482375
41.9881.0530	3.476111471394387
41.9882.0530	3.451932735522604
41.9883.0530	4.839576309099411
41.9884.0530	3.6877442825176976
41.9885.0530	3.41303636318584
41.9886.0530	2.3928224171073627
41.9887.0530	3.575740737627857
41.9888.0530	2.9564199598558036
41.9889.0530	4.637032176387582
41.9890.0530	3.9221350492441243
42.9871.0606	3.836538535435379
42.9872.0606	4.137638091960689
42.9873.0606	4.6658642141961995
42.9874.0606	3.720114372097832
42.9875.0606	3.8348454246826065
42.9876.0606	4.095037035940296
42.9877.0606	4.553855309802442
42.9878.0606	4.103575568020983
42.9879.0606	4.2769265166365615
42.9880.0606	4.418157624421568
42.9881.0606	4.457381905554845
42.9882.0606	4.627918864017802
42.9883.0606	4.533062042159309
42.9884.0606	5.142618817713279
42.9885.0606	4.520272553395883
42.9886.0606	4.333708237454617
42.9887.0606	3.9276871713228223
42.9888.0606	3.9241519607000144
42.9889.0606	4.460958680864038
42.9890.0606	4.447782541417444
43.9871.0611	1.2115527700670679
43.9872.0611	2.4275968197529947
43.9873.0611	2.179795508208951
43.9874.0611	2.7518039113798327
43.9875.0611	2.0569234048138765
43.9876.0611	1.5941988952966337
43.9877.0611	1.842926460587182
43.9878.0611	1.9917141353854264
43.9879.0611	2.1892121240055675
43.9880.0611	2.0208733204923672
43.9881.0611	1.540180026653059
43.9882.0611	3.4090486776344195
43.9883.0611	1.2400287046645928
43.9884.0611	1.6399693281127532
43.9885.0611	1.4609434875902987
43.9886.0611	2.235420976275245
43.9887.0611	4.174733040296624
43.9888.0611	2.775769675832317
43.9889.0611	0.9230523483090405
43.9890.0611	2.0680105056625333
44.9871.0614	2.2102312448912356
44.9872.0614	2.311025560654916
44.9873.0614	2.455437588848618
44.9874.0614	1.703383726614818
44.9875.0614	3.184166597242056
44.9876.0614	2.7159610981643167
44.9877.0614	2.689224833507349
44.9878.0614	2.696285834196663
44.9879.0614	2.6980542038941655
44.9880.0614	2.4997184240071912
44.9881.0614	2.409069485564482
44.9882.0614	3.256175516240203
44.9883.0614	1.4176536345919908
44.9884.0614	2.1512484804593104
44.9885.0614	1.596427363139342
44.9886.0614	2.027763665314607
44.9887.0614	0.5314168278504274
44.9888.0614	1.4588445545984445
44.9889.0614	2.057359675158316
44.9890.0614	1.9864285475030174
51.9939.0613	3.4900428165247774
51.9940.0613	4.686688288664823
51.9941.0613	3.6082158116756693
51.9942.0613	4.05763806467498
51.9943.0613	3.7280815703003567
51.9944.0613	3.0283100524204323
51.9945.0613	3.644837877701789
51.9946.0613	3.1276579473920174
51.9947.0613	4.00797501158637
51.9948.0613	3.3355807179407693
51.9949.0613	3.432567934048041
51.9950.0613	3.8882723929618783
51.9951.0613	4.74677945108187
51.9952.0613	4.430971712831925
51.9953.0613	3.5498833659363656
52.9939.0620	4.117727944794696
52.9940.0620	3.684143178151422
52.9941.0620	4.531458119659492
52.9942.0620	3.8267618271685593
52.9944.0620	4.553849412457634
52.9945.0620	4.85535935216281
52.9946.0620	4.584020627646563
52.9947.0620	4.716989510249717
52.9948.0620	4.678394988954725
52.9949.0620	4.0975939582848975
52.9950.0620	5.13993611993138
52.9951.0620	3.8771316672446545
52.9952.0620	4.361094029532261
52.9953.0620	3.913094730842378
53.9939.0625	2.1786516535749754
53.9940.0625	2.1917887879634357
53.9941.0625	2.2340277973505733
53.9942.0625	2.889884315306411
53.9943.0625	3.1350311285728245
53.9944.0625	1.097255432352183
53.9945.0625	1.2592056521254917
53.9946.0625	0.5965915666983546
53.9947.0625	1.7391810479514702
53.9948.0625	0.6767176680568932
53.9949.0625	3.408986420878084
53.9950.0625	1.4967433022913714
53.9951.0625	1.8319915406072254
53.9952.0625	3.6417017157041154
53.9953.0625	1.7131841621063277
54.9939.0628	3.0623498708604755
54.9940.0628	3.1986855289373906
54.9941.0628	3.008003838948034
54.9942.0628	3.0743537759491675
54.9943.0628	1.9274619010803098
54.9944.0628	1.5410515356876802
54.9945.0628	1.9644651237593695
54.9946.0628	1.0338322332227496
54.9947.0628	2.2457738194576953
54.9948.0628	1.746295617995363
54.9949.0628	0.8116454406459812
54.9950.0628	2.03049858474136
54.9951.0628	0.18180804024417493
54.9952.0628	1.1802635133007422
54.9953.0628	0.6151221082098457
61.9961.0627	4.380537674374078
61.9962.0627	4.681693622887118
61.9963.0627	4.380197303516801
61.9964.0627	3.547867017505636
61.9965.0627	3.7293022430368588
61.9966.0627	4.56786504868117
61.9967.0627	5.355151876943314
61.9968.0627	3.8926697613310393
61.9969.0627	3.615755824556723
61.9970.0627	4.592573080647948
61.9971.0627	3.76256110987333
61.9972.0627	3.3292870111660613
61.9973.0627	5.015805018388541
61.9974.0627	4.671457245470907
61.9975.0627	5.325761269496072
62.9961.0704	3.716850982400548
62.9962.0704	4.635513772200757
62.9963.0704	4.289388554334953
62.9964.0704	3.8277256304037195
62.9965.0704	3.8626563751736676
62.9966.0704	4.8008584774376315
62.9967.0704	4.527178352849692
62.9968.0704	4.875206048043728
62.9969.0704	4.5587789254464575
62.9970.0704	5.136943027082718
62.9972.0704	4.606714030933598
62.9973.0704	4.0963287959442525
62.9974.0704	4.6435694356422745
62.9975.0704	4.00506885826774
63.9961.0709	2.9566509031248085
63.9962.0709	3.347575538045602
63.9963.0709	2.44145773630068
63.9964.0709	3.108306721446487
63.9965.0709	2.8372803983752366
63.9966.0709	4.960942277278023
63.9967.0709	0.033845646822024025
63.9968.0709	0.2350288530398681
63.9969.0709	0.3199901102820867
63.9970.0709	3.5259344595160944
63.9971.0709	2.2822665644106332
63.9972.0709	4.35180618657217
63.9973.0709	3.489374455365567
63.9974.0709	3.817451086006173
63.9975.0709	4.7500317464288555
64.9961.0712	2.314630523607569
64.9962.0712	2.582761010829691
64.9963.0712	2.5292935365876215
64.9964.0712	2.5924551869549166
64.9965.0712	2.446361519666911
64.9966.0712	2.018249011124522
64.9967.0712	0.7859606488955859
64.9968.0712	0.7923481806447097
64.9969.0712	1.01476051811002
64.9970.0712	3.119512740433938
64.9971.0712	0.8954193352050587
64.9972.0712	1.9049612713464603
64.9973.0712	3.0587351490033203
64.9974.0712	3.070829267939907
64.9975.0712	1.9824371865032453
71.100.0801	4.981892067666015
71.101.0801	4.278520086657165
71.102.0801	3.8335674829938755
71.103.0801	3.6888100333309466
71.104.0801	4.2540399871938215
71.105.0801	4.3323724086122555
71.106.0801	5.860050505781168
71.107.0801	4.4409739795138465
71.108.0801	4.1685530972219444
71.109.0801	4.130455315256533
71.110.0801	3.9043653205656104
71.111.0801	4.409278135460085
71.112.0801	3.883749356566093
71.113.0801	0.9999999981832483
71.114.0801	4.581905043861513
71.115.0801	4.515767215258787
71.116.0801	4.4079430281678285
71.117.0801	4.74605893579588
71.118.0801	4.446610066769016
71.98.0801	4.402678339090847
71.99.0801	4.175539058781069
72.100.0808	5.330965740090982
72.101.0808	4.706456904459162
72.103.0808	4.427249414674551
72.105.0808	4.082519584573886
72.108.0808	3.661742430742773
72.111.0808	4.271688704311194
72.112.0808	4.198786859672898
72.113.0808	4.203531485892018
72.114.0808	1.9192389750613956
72.115.0808	4.080833941124969
72.116.0808	5.54828012069637
72.99.0808	4.830730486687891
73.100.0813	1.7678391403908829
73.101.0813	1.7639516059162132
73.102.0813	1.9675284103365815
73.103.0813	2.3557189745163165
73.104.0813	1.7682205478936226
